id,business_name,city,state,phone_number,contractor_license_number,is_home_contractor,mailer_category,website_url,confidence_score,processing_status,last_processed
245,1ST CHOICE PLUMBING INC,EVERETT,WA,(425) 750-7013,1STCHPI011BN,True,Plumbing,https://1st-choice-plumbing.com,1.00,completed,2025-07-23 05:29:09
244,1ST CHOICE PLUMBING INC,EVERETT,WA,(425) 876-8015,1STCHCP788O2,True,Plumbing,https://1st-choice-plumbing.com,1.00,completed,2025-07-23 05:29:00
242,1st Choice Plumbing & Rep. LLC,SELAH,WA,(509) 895-4035,1STCHCP796DP,,Plumbing,https://1st.net,1.00,completed,2025-07-23 05:28:49
241,1ST CHOICE PAINTING LLP,PUYALLUP,WA,(253) 548-6183,1STCHCP807LP,,Painting,https://1st.net,1.00,completed,2025-07-23 05:28:52
56,1-800-PLUMBER + AIR,REDMOND,WA,(425) 298-6969,1800PA*771MU,True,Plumbing,https://1800plumber.com/,1.00,completed,2025-07-23 03:18:06
400,21st Century Electric LLC,EAST WENATCHEE,WA,(509) 670-1724,21STCCE901QA,True,Electrical,https://www.chelanpud.org/environment/solar-power,1.00,completed,2025-07-23 18:28:17
225,1ST CHOICE CONSTRUCTION INC,Algona,WA,(253) 569-4588,1STCHCC921OE,True,Roofing,https://1stchoicehomeconstruction.com/,1.00,completed,2025-07-23 05:27:48
218,1ST CHANCE ELECTRIC INC,SPOKANE,WA,(509) 475-9175,1STCHCE790ON,,Electrical,https://1st.net,1.00,completed,2025-07-23 05:27:17
402,222 ELECTRIC CO,BONNEY LAKE,WA,(253) 222-4605,222ELEC859RN,True,Electrical,https://www.seattlelighting.com/,1.00,completed,2025-07-23 18:28:24
133,12TH MAN FLOORING LLC,YELM,WA,(509) 993-4545,12THMMF845RH,True,Flooring,https://www.thurstoncountywa.gov/departments/public-health-and-social-services/environmental-health/food-safety/food-safety-look-up,1.00,completed,2025-07-23 04:55:26
216,1ST CALL PLUMBING & HTG LLC,TACOMA,WA,(253) 244-4325,1STCACP751LB,,Plumbing,https://1st.net,1.00,completed,2025-07-23 05:27:10
122,123 Electric Service Inc,Bellevue,WA,(425) 455-2027,123ELES877DA,True,Electrical,https://123electricservice.com/,1.00,completed,2025-07-23 04:54:08
123,123 Electric Service Inc,Bellevue,WA,(425) 455-2027,123ELES892CP,True,Electrical,https://123electricservice.com/,1.00,completed,2025-07-23 04:54:19
44,1 TOM PLUMBER STTL & GRTR ES,WOODINVILLE,WA,(425) 256-3408,1TOMPTP761D5,True,Plumbing,https://us.nextdoor.com/pages/1-tom-plumber-woodinville-wa/,1.00,completed,2025-07-23 03:17:26
237,1ST CHOICE LANDSCAPING,ARLINGTON,WA,(360) 999-8926,1STCHCL857MG,True,Landscaping,https://1stchoicelandscapinginc.com/,1.00,completed,2025-07-23 05:28:35
176,180 ELECTRIC LLC,SPOKANE VALLEY,WA,(509) 475-1350,180ELEL945NW,,Electrical,https://www.spokanevalleyed.org/DocumentCenter/View/2374,1.00,completed,2025-07-23 04:57:53
145,13THIRTYSEVEN ELECTRIC LLC,EVERETT,WA,(425) 830-7342,13THIEL760KL,,Electrical,https://archive.org/stream/NewsUK1977UKEnglish/Jan%2014%201977%2C%20The%20Times%2C%20%2359907%2C%20UK%20%28en%29_djvu.txt,1.00,completed,2025-07-23 04:55:51
29,1 EZ SEPTIC SYSTEM INSTLR LLC,MILTON FREEWATER,OR,(509) 520-1586,1EZSEES807OB,True,Septic Services,https://www.1ezseptic.com/,0.95,completed,2025-07-23 03:16:28
136,12TH MAN TILING,RAINIER,WA,(360) 481-0247,12THMMT833JF,,Flooring,https://www.monaco-seattle.com/,0.90,completed,2025-07-23 04:54:53
86,10X20 PERFORMANCE FBRCTN LLC,PASCO,WA,(509) 619-2024,10X20PF785PO,,Metal Fabrication,,0.90,completed,2025-07-23 03:19:47
31,1 HANDY MAN SRVC/DSGN LLC,ARLINGTON,WA,(425) 314-4393,1HANDHM807DF,True,Handyman,,0.90,completed,2025-07-23 03:16:44
275,1ST PROSERVICE LLC,Bonney Lake,WA,(206) 495-2060,1STPRPL807JS,True,Handyman,https://www.1stproservice.com/areas-we-serve,0.90,completed,2025-07-23 18:15:38
84,10TH CASTLE LLC,VANCOUVER,WA,(503) 860-0598,10THCCL851D7,True,Kitchen & Bath,https://www.10thcastle.com/,0.90,completed,2025-07-23 03:19:40
201,1LOVE PAINTING LLC,VANCOUVER,WA,(360) 787-3725,1LOVEPL784KE,True,Painting,https://nextdoor.com/pages/columbia-home-repair-vancouver-wa/,0.90,completed,2025-07-23 05:17:41
58,1-800-WATERDAMAGE,Vancouver,WA,(360) 737-9812,1800W**955OO,True,Water Damage Restoration,https://www.1800waterdamage.com/vancouver-portland/,0.90,completed,2025-07-23 03:18:13
303,2 BROTHERS PAINTING LLC,SEATTLE,WA,(206) 231-8589,2BROTBP766BQ,True,Painting,https://2brotherspaintingllc.com/project/west-seattle-1/,0.90,completed,2025-07-23 18:18:09
184,1855SLABJACK,EAST WENATCHEE,WA,(509) 888-4600,1855S**854DQ,True,Concrete,https://slabjackgeotechnical.com/geotech/,0.90,completed,2025-07-23 04:58:14
108,12 GENERAL HANDYMAN,LAKEWOOD,WA,(253) 391-9545,12GENGH844L4,,Handyman,,0.90,completed,2025-07-23 03:20:50
178,1800 ROOF PRO LLC,ARLINGTON,WA,(360) 386-8846,1800RRP830O1,,Roofing,https://www.servpro.com/,0.90,completed,2025-07-23 04:57:47
416,24 HOUR LOCK AND KEY LLC,Vancouver,WA,(971) 720-9939,24HOUHL822L8,True,Handyman,,0.90,completed,2025-07-23 18:59:51
61,1-UP CONTRACTING,TUMWATER,WA,(360) 349-6099,1UPCOC*800QB,True,Insulation,,0.90,completed,2025-07-23 03:18:19
576,3 FOLD CONSTRUCTION/PAINTING,HOOD RIVER,OR,(541) 806-0642,3FOLDFC964LA,True,Painting,https://www.3foldconstruction/pa.com,0.90,completed,2025-08-01 20:46:39
335,"2 OLD GUYS CONSTRUCTION, LLC",EVERETT,WA,(425) 971-4074,2OLDGOG771RE,True,Concrete,https://3guysconstruction.com/,0.90,completed,2025-07-23 18:19:47
309,2 COATS PAINTING LLC,VANCOUVER,WA,(360) 601-2730,2COATCP767RF,True,Painting,,0.90,completed,2025-07-23 18:18:12
187,1871 Woodworks,SPOKANE,WA,(509) 991-0552,1871WW*842JQ,True,Handyman,https://apps.sd.gov/hc65bidletting/SupplierDefault.aspx,0.90,completed,2025-07-23 04:58:20
217,1ST CAST PAINTING & RENVTN LLC,KELSO,WA,(360) 931-3192,1STCACP831LE,,Painting,https://1st.net,0.90,completed,2025-07-23 05:27:19
291,2 A T PAINTING LLC,OAK HARBOR,WA,(360) 840-5052,2TPAITP858CF,True,Painting,,0.90,completed,2025-07-23 18:17:05
41,1 STRUCTURE LLC,VANCOUVER,WA,(360) 694-2552,1STRUSL792OM,False,Commercial Contractors,https://1structure.com/,0.90,completed,2025-07-23 03:16:58
65,10 STAR CONSTRUCTION LLC,LYNNWOOD,WA,(425) 772-8264,10STASC845MA,True,Handyman,https://10starconstruction.com/,0.90,completed,2025-07-23 04:53:53
172,1794 EXCAVATING LLC,ENUMCLAW,WA,(253) 255-1794,1794EEL782DT,,Excavation,https://apps.ecology.wa.gov/paris/PermitsBySIC-NAICS.aspx?ctl00_ContentPlaceHolder1_RadGridPermitSearchResultsChangePage=194_50,0.90,completed,2025-07-23 04:57:27
2,# JUAN HANDYMAN LLC,Medical Lake,WA,(509) 847-9082,JUANHJH803PM,True,Handyman,,0.90,completed,2025-07-23 03:11:07
149,1407-WLD STARLIGHT 13 LLC,KIRKLAND,WA,(425) 576-9390,1407WS1860N2,True,Flooring,https://www.southwindfloors.com/,0.90,completed,2025-07-23 04:56:03
66,10 STAR PAINTING LLC,AUBURN,WA,(206) 914-6434,10STASP821DN,,Painting,,0.90,completed,2025-07-23 03:18:34
107,12 GENERAL CONSTRUCTION LLC,Spanaway,WA,(253) 391-1178,12GENGC815JA,True,Roofing,https://www.12generalconstructionllc.com/,0.90,completed,2025-07-23 03:20:48
296,2 BROS FLOORING LLC,Vancouver,WA,(971) 344-7396,2BROSBF853OT,,Flooring,,0.90,completed,2025-07-23 18:17:51
2732,A+ CONSTRUCTION & PAINTING,SEATTLE,WA,(206) 679-3633,CONSTCP823PC,True,Painting,https://www.a+constructionandpai.com,0.90,completed,2025-08-01 20:57:31
51,1-800-BOARDUP,Bremerton,WA,(206) 522-9570,1800B**917L9,True,Handyman,https://1-800boardup.com/store/seattle/,0.90,completed,2025-07-23 03:17:39
3243,AAA ELECTRICAL CONTRACTORS INC,REPUBLIC,WA,(509) 775-3051,AAAELEC814N1,True,Electrical,https://www.aaaelectricalcontrac.com,0.90,completed,2025-08-01 21:00:05
52,1-800-BOARDUP,CHEHALIS,WA,(360) 345-1095,1800B**929O9,True,Handyman,https://1-800boardup.com/locations/,0.90,completed,2025-07-23 03:17:53
53,1-800-BOARDUP OF CLARK COUNTY,BIRMINGHAM,MI,(248) 594-1144,1800BCC774M5,True,Handyman,https://1-800boardup.com/locations/,0.90,completed,2025-07-23 03:17:53
743,360 ROOFING & CONSTRUCTION LLC,PORT ANGELES,WA,(360) 670-7086,360RORC793NB,True,Roofing,https://www.360roofingandconstru.com,0.90,completed,2025-08-01 20:47:29
68,100 Oaks Nrsy Lndscp/Grdn Srvs,OLYMPIA,WA,(360) 789-0873,100OAON875M5,True,Landscaping,,0.90,completed,2025-07-23 03:18:45
69,100 PROOF DRYWALL LLC,SOUTHWORTH,WA,(360) 317-3229,100PRPD823OR,True,Drywall,https://www.100proofdrywall.com/,0.90,completed,2025-07-23 03:18:45
70,100% PAINTING LLC,TENINO,WA,(360) 878-4206,100PAPL797L3,True,Painting,,0.90,completed,2025-07-23 03:18:51
1827,A C ROOFING CONTRACTOR LLC,RENTON,WA,(425) 496-9121,CROOFCR762BZ,True,Roofing,https://www.acroofingcontractorl.com,0.90,completed,2025-08-01 20:52:57
9,$100 OVER COST PAINTING CO LLC,SPOKANE,WA,(509) 598-9842,100OVOC791LN,,Painting,,0.90,completed,2025-07-23 02:35:15
213,1ST AVE KITCHEN & BATH INC,SEATTLE,WA,(206) 402-3582,1STAVAK917J9,True,Kitchen & Bath,https://1st.net,0.90,completed,2025-07-23 05:27:03
305,2 BROTHERS STONE MASONRY LLC,PASCO,WA,(509) 528-1032,2BROTBS810NO,,Concrete,,0.90,completed,2025-07-23 18:18:18
301,2 BROTHERS CONTRACTING LLC,VANCOUVER,WA,(360) 909-2265,2BROTBC853M3,True,Roofing,,0.90,completed,2025-07-23 18:17:44
207,1ST AIR MECHANICAL INC,MEAD,WA,(509) 218-2124,1STAIAM851OP,,Electrical,https://1st.net,0.90,completed,2025-07-23 05:26:39
289,1UP FLOORS LLC,SUMNER,WA,(253) 292-6775,1UPFLFL862BU,True,Flooring,,0.90,completed,2025-07-23 18:17:17
80,1040WINDOWREMODELING L L C,VANCOUVER,WA,(971) 777-5107,1040WLL806MG,True,Windows & Doors,,0.90,completed,2025-07-23 03:19:25
280,1ST RESPONSE HTG/AIR SLTNS LLC,LAKE STEVENS,WA,(206) 643-1525,1STRERH850P3,True,HVAC,,0.90,completed,2025-07-23 18:16:09
273,1ST PRECISION PAINTING,SPOKANE VALLEY,WA,(208) 757-0710,1STPRPP843OL,,Painting,,0.90,completed,2025-07-23 18:15:48
140,132ND CONSTRUCTS LLC,Bothell,WA,(206) 380-1099,132NDCL804BG,True,Kitchen & Bath,https://132ndconstructs.com/about-us/,0.90,completed,2025-07-23 04:55:11
5,#1 PRO POWER WASHING SERVICES,SEATTLE,WA,(435) 260-9855,1PROPPP783NT,True,Handyman,,0.90,completed,2025-07-23 03:12:18
3508,AAT PAINTING & REMODELING LLC,TROUTDALE,OR,(971) 295-3069,AATPAPR772ML,True,Painting,https://www.aatpaintingandremode.com,0.90,completed,2025-08-01 21:01:25
1760,A B M PAINTING CONTRACTOR,VANCOUVER,WA,(360) 574-8324,ABMPAC*000PF,True,Painting,https://www.abmpaintingcontracto.com,0.90,completed,2025-08-01 20:52:36
379,206 FLOORING LLC,REDMOND,WA,(425) 802-1752,206FLFL826LA,,Flooring,,0.90,completed,2025-07-23 18:24:19
782,3D CONSTRUCTION & ROOFING LLC,VANCOUVER,WA,(360) 600-1809,3DCONRL766DM,True,Roofing,https://www.3dconstructionandroo.com,0.90,completed,2025-08-01 20:47:41
1,# JUAN HANDYMAN,SPOKANE,WA,(509) 847-9082,JUANHH*839MG,,Handyman,,0.90,completed,2025-07-23 03:10:51
1428,A & B PAINTING FLOORING,KENNEWICK,WA,(509) 205-2911,BPAINBP853J4,True,Painting,https://www.aandbpaintingfloorin.com,0.90,completed,2025-08-01 20:50:56
165,16D LLC,VASHON,WA,(206) 354-0876,16DLLL*882JT,,Electrical,https://www.graysharbor.us/howdoi/small_works_projects_awarded.php,0.90,completed,2025-07-23 04:57:06
125,123 IRRIGATION LLC,BOTHELL,WA,(425) 548-0154,123IRIL772JG,True,Landscaping,https://www.redfin.com/WA/Leavenworth/123-Jaybird-Ln-98826/home/75144668,0.90,completed,2025-07-23 04:54:39
26,1 CROWN FLOORING LLC,Gig Harbor,WA,(253) 301-7276,1CROWCF847OG,True,Flooring,,0.90,completed,2025-07-23 03:16:21
254,1ST CLASS CONSTRUCTION INC,Marysville,WA,(253) 426-8109,1STCLCC896M7,True,Kitchen & Bath,https://1stclassconstruction.com,0.90,completed,2025-07-23 05:29:47
252,1ST CHOICE TESTING LLC,MOUNTLAKE TERRACE,WA,(425) 273-3106,1STCHCT831D1,True,Plumbing,https://1stchoicetesting.com,0.90,completed,2025-07-23 05:29:36
205,1ONE CONSTRUCTION LLC,SEATTLE,WA,(425) 478-8893,1ONECCL771KT,True,Remodeling,https://1oneconstruction.com,0.90,completed,2025-07-23 05:26:42
2734,A+ Construction & Remodeling,SPOKANE,WA,(509) 999-1576,CONSTCR883BF,True,General Contractor,https://www.a+constructionandrem.com,0.90,completed,2025-08-01 20:57:31
310,2 COATS PAINTING LLC,VANCOUVER,WA,(360) 601-2730,2COATCP857LS,True,Painting,,0.90,completed,2025-07-23 18:18:25
249,1ST CHOICE RESTORATION INC,KENNEWICK,WA,(509) 734-7737,1STCHCR950ME,True,Restoration,https://1stchoicerestoration.com,0.90,completed,2025-07-23 05:29:21
413,24 HOUR FLOOD RESPONSE,SEATTLE,WA,(206) 380-4986,24HOUHF898JF,True,Water Damage Restoration,https://24hourfloodresponse.com,0.90,completed,2025-07-23 19:00:00
411,23RD ST GARDENING & DESIGN,ANACORTES,WA,(425) 335-5287,23RDSSG789KZ,True,Landscaping,,0.90,completed,2025-07-23 18:29:11
1148,504 PAINTING AND CONSTRUCTION,VANCOUVER,WA,(971) 506-2608,504PAPC817JK,True,Painting,https://www.504paintingandconstr.com,0.90,completed,2025-08-01 20:49:32
246,1ST CHOICE PLUMBING/REPAIR LLC,SELAH,WA,(509) 966-0385,1STCHCP793NE,,Plumbing,https://1stchoiceplumbingrepair.com,0.90,completed,2025-07-23 05:29:05
163,168 KITCHEN & BATH CORP,SEATTLE,WA,(206) 495-3376,168KIKB779N4,True,Kitchen & Bath,https://www.redfin.com/WA/Seattle/168-18th-Ave-98122/unit-A/home/8190308,0.90,completed,2025-07-23 04:57:00
96,112TH LLC,NORTH LAKEWOOD,WA,(360) 652-7745,112THL*839R1,True,Kitchen & Bath,https://www.masterbrandcabinets.com/dealers/wa/lakewood/16694/,0.90,completed,2025-07-23 03:20:16
292,2 AMIGOS ROOFING LLC,YAKIMA,WA,(509) 834-9739,2AMIGAR770ND,,Roofing,,0.90,completed,2025-07-23 18:17:25
202,1MANHANDYMAN LLC,YAKIMA,WA,(360) 244-3257,1MANHL*783LA,True,Handyman,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD&api_foundry=true,0.90,completed,2025-07-23 05:19:15
3551,AB ROOFING & PAINTING LLC,Inyokern,CA,(509) 306-1814,ABROORP830KA,True,Roofing,https://www.abroofingandpainting.com,0.90,completed,2025-08-01 21:01:38
130,12th Can Painting,AUBURN,WA,(253) 802-1969,12THCCP862LB,True,Painting,https://www.auburnwa.gov/city_hall/parks_arts_recreation/arts_and_entertainment/postmark_center_for_the_arts/postmark_center_events,0.90,completed,2025-07-23 04:54:42
399,21ST CENTURY ELECTRIC,BREMERTON,WA,(360) 990-5012,21STCCE753LT,,Electrical,,0.90,completed,2025-07-23 18:28:08
128,12DECKS LLC,MOUNTLAKE TERRACE,WA,(206) 487-6747,12DECL*781KK,True,Decking,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD,0.90,completed,2025-07-23 04:54:33
212,1ST AMERICAN PLUMBING INC,YAKIMA,WA,(509) 952-1734,1STAMAP771L3,True,Plumbing,https://1stamericanplumbing.com,0.90,completed,2025-07-23 05:26:56
17,+SUN TREE SERVICE LLC,Parkland,WA,(253) 468-0554,SUNTRTS782Q1,True,Landscaping,,0.90,completed,2025-07-23 03:16:09
3244,AAA ELECTRICAL CONTRACTORS INC,REPUBLIC,WA,(509) 775-3051,AAAELEC957D4,True,Electrical,https://www.aaaelectricalcontrac.com,0.90,completed,2025-08-01 21:00:05
76,101 Pest Control LLC,CARLSBORG,WA,(360) 670-3085,101PEPC881MZ,True,Pest Control,,0.90,completed,2025-07-23 03:19:25
73,101 GENERAL CONTRACTING LLC,Port Angeles,WA,(360) 477-6460,101GEGC810PH,True,Concrete,https://101generalcontracting.com/,0.90,completed,2025-07-23 03:18:54
270,1ST PLACE CONCRETE LLC,KENNEWICK,WA,(509) 302-5679,1STPLPC856DP,,Concrete,,0.90,completed,2025-07-23 18:15:53
106,12 FRAMERS LLC,FEDERAL WAY,WA,(253) 285-8730,12FRAFL796PN,True,Framing,https://www.thebluebook.com/iProView/1576322/puget-sound-framing-llc/subcontractors/,0.90,completed,2025-07-23 03:20:40
288,1STOP INTERIOR,BELLINGHAM,WA,(360) 676-6034,1STOPI*772D8,True,Flooring,,0.90,completed,2025-07-23 18:16:12
243,1st Choice Plumbing & Repair,SELAH,WA,(509) 895-9565,1STCHCP812P5,True,Plumbing,https://1stchoiceplumbingrepair.com,0.90,completed,2025-07-23 05:28:57
78,101 ROOFING LANDSCAPING,POULSBO,WA,(360) 204-3502,101RORL804CD,True,Roofing,,0.90,completed,2025-07-23 03:19:25
382,206PAINTERS LLC,Edmonds,WA,(206) 419-0991,206PAL*810D2,,Painting,,0.90,completed,2025-07-23 18:25:08
135,12TH MAN ROOFING LLC,BOTHELL,WA,(425) 219-8488,12THMMR846QC,True,Roofing,https://www.lni.wa.gov/licensing-permits/other-licenses-permits/asbestos-certification,0.90,completed,2025-07-23 04:55:03
19,@ YOUR SERVICE HOME APPL RPR,KIRKLAND,WA,(425) 814-9462,YOURSYS966DH,True,Electrical,,0.90,completed,2025-07-23 03:16:11
113,12 TILE,Everett,WA,(206) 422-1359,12TILT*852LA,True,Flooring,,0.90,completed,2025-07-23 03:20:58
36,1 RV PAINTING & RMDLNG LLC,BURIEN,WA,(206) 602-0148,1RVPARP772OE,True,Painting,,0.90,completed,2025-07-23 03:16:48
3,#1 AQUA MATTERS,MARYSVILLE,WA,(206) 931-2595,1AQUAAM831PC,,Plumbing,,0.90,completed,2025-07-23 03:10:55
404,23 CONCRETE LLC,LAKE FOREST PARK,WA,(206) 640-4723,23CONCL792N4,,Concrete,,0.90,completed,2025-07-23 18:28:42
2660,A&R FLOORING CONSTRUCTION LLC,Woodland,WA,(360) 949-5508,RFLOOFC805QQ,True,Flooring,https://www.aandrflooringconstru.com,0.90,completed,2025-08-01 20:57:08
368,2020 Electric Company LLC,GREENBANK,WA,(360) 661-1781,2020EEC804CQ,,Electrical,,0.90,completed,2025-07-23 18:23:32
39,1 SON MASONRY LLC,ONALASKA,WA,(360) 880-4370,1SONMSM811O6,,Concrete,,0.90,completed,2025-07-23 03:17:09
359,20/20 EXTERIORS,DEER PARK,WA,(509) 688-4480,2020EE*841DT,True,Roofing,,0.90,completed,2025-07-23 18:21:51
6,#1 SIDING LLC,LONGVIEW,WA,(360) 721-4342,1SIDISL833Q2,,Siding,,0.90,completed,2025-07-23 02:35:15
42,1 STUMP AT A TIME,Stanwood,WA,(206) 354-9491,1STUMS*784B5,True,Landscaping,,0.90,completed,2025-07-23 03:17:12
227,1ST CHOICE CUSTOM HOMES LLC,FALL CITY,WA,(425) 941-3533,1STCHCC801RZ,True,Custom Homebuilder,https://1stchoicecustomhomes.com,0.90,completed,2025-07-23 05:27:53
4113,ABSOLUTE PLUMBING & REMODELING,REDMOND,WA,(206) 841-5184,ABSOLPR981JN,True,Plumbing,https://www.absoluteplumbingandr.com,0.90,completed,2025-08-01 21:04:26
4474,ACCURATE PLUMBING & HVAC LLC,VANCOUVER,WA,(360) 944-8952,ACCURPH902MH,True,Plumbing,https://www.accurateplumbingandh.com,0.90,completed,2025-08-01 21:06:15
4928,ACTION ROOFING & REMODELING,EVERETT,WA,(425) 471-0006,ACTIORR764JH,True,Roofing,https://www.actionroofingandremo.com,0.90,completed,2025-08-01 21:08:32
2085,A M ROOFING & CONSTRUCTION,YAKIMA,WA,(509) 952-8805,AMROOC*022BW,True,Roofing,https://www.amroofingandconstruc.com,0.89,completed,2025-08-01 20:54:14
2005,A J C ROOFING & CONSTRUCTION,CONCRETE,WA,(360) 488-6280,JCROOJC842OT,True,Roofing,https://www.ajcroofingandconstru.com,0.89,completed,2025-08-01 20:53:50
3726,ABEL CONSTRUCTION & REMODELING,TACOMA,WA,(425) 902-3087,ABELCCR810OT,True,General Contractor,https://www.abelconstructionandr.com,0.89,completed,2025-08-01 21:02:30
3492,AARONS PAINTING,SNOHOMISH,WA,(206) 501-9370,AARONP*865OB,True,Painting,https://www.aaronspainting.com,0.88,completed,2025-08-01 21:01:20
1132,5 T PLUMBING LLC,AMBOY,WA,(360) 607-7492,5TPLUL*784OK,True,Plumbing,https://www.5tplumbingllc.com,0.88,completed,2025-08-01 20:49:27
2991,A-Team Painting & Striping LLC,PORT ORCHARD,WA,(360) 551-9097,TEAMPPS819KC,True,Painting,https://www.a-teampaintingandstr.com,0.88,completed,2025-08-01 20:58:48
