id,business_name,phone_number,address1,address2,city,state,zip,website_url,confidence_score,is_home_contractor,mailer_category,contractor_license_type_code_desc,processing_status,last_processed
42,1 STUMP AT A TIME,(206) 354-9491,14918 39th Ave NW,"Stanwood, Wa.",Stanwood,WA,98292,https://www.1stumpatatime.net,1.0,True,Landscaping,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:17:12
382,206PAINTERS LLC,(206) 419-0991,8828 218th St SW,,Edmonds,WA,98026,https://www.206painters.com,1.0,,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:25:08
110,12 MOONS LLC,(360) 909-6051,3900 NE 82ND STREET,,VANCOUVER,WA,98665,https://www.12moons.com,1.0,,General Contracting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:48
36,1 RV PAINTING & RMDLNG LLC,(206) 602-0148,660 SW 132ND ST,,BURIEN,WA,98146,https://www.1rvpaintingandrmdlng.com,1.0,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:48
76,101 Pest Control LLC,(360) 670-3085,P O BOX 548,,CARLSBORG,WA,98324,https://www.101pestcontrol.com,1.0,True,Pest Control,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:25
280,1ST RESPONSE HTG/AIR SLTNS LLC,(206) 643-1525,1731 113th Drive Southeast,,LAKE STEVENS,WA,98258,https://www.1stresponsehtgairsltns.com,1.0,True,HVAC,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:16:09
270,1ST PLACE CONCRETE LLC,(509) 302-5679,209903 E 315 PRSE,,KENNEWICK,WA,99336,https://www.1stplaceconcrete.com,1.0,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:15:53
292,2 AMIGOS ROOFING LLC,(509) 834-9739,402 S. 9TH AVE,,YAKIMA,WA,98902,https://www.2amigosroofing.com,1.0,,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:25
310,2 COATS PAINTING LLC,(360) 601-2730,12612 NE 26TH ST,,VANCOUVER,WA,98684,https://www.2coatspainting.com,1.0,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:25
31,1 HANDY MAN SRVC/DSGN LLC,(425) 314-4393,3009 184TH PL NE,,ARLINGTON,WA,98223,https://www.1handymansrvcdsgn.com,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:44
3,#1 AQUA MATTERS,(206) 931-2595,8825 34TH AVE NE #L413,,MARYSVILLE,WA,98271,https://www.1aquamatters.net,1.0,,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:10:55
359,20/20 EXTERIORS,(509) 688-4480,914 N COUNTRY CLUB DRIVE,,DEER PARK,WA,99006,https://www.2020exteriors.net,1.0,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:21:51
86,10X20 PERFORMANCE FBRCTN LLC,(509) 619-2024,502 E VINEYARD DR,Suite A,PASCO,WA,99301,https://www.10x20performancefbrctn.com,1.0,,Metal Fabrication,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:47
21,@HOME ESSENTIAL SERVICES LLC,(360) 919-6806,2950 NEWMARKET ST  STE 101-285,,BELLINGHAM,WA,98226,https://www.homeessentialservices.com,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:01
25,1 CHANCE CONCRETE & LNDSNG LLC,(360) 451-7021,1504 Judd St,,OLYMPIA,WA,98506,https://www.1chanceconcreteandlndsng.com,1.0,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:35
71,1002 COATINGS & CONST LLC,(253) 678-1806,PO BOX 1445,,SUMNER,WA,98390,https://www.1002coatingsandconst.com,1.0,,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:52
301,2 BROTHERS CONTRACTING LLC,(360) 909-2265,7017 NE 124TH AVE,,VANCOUVER,WA,98682,https://www.2brotherscontracting.com,1.0,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:44
49,1-800 PLUMBER & AIR PACIFIC NW,(503) 676-3449,9735 SW SUNSHINE CT ST 100,,BEAVERTON,OR,97005,https://1800plumber.com/portland-or/,1.0,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 03:17:35
288,1STOP INTERIOR,(360) 676-6034,345 Ohio St,,BELLINGHAM,WA,98225,https://www.1stopinterior.net,1.0,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:16:12
48,1-2-3 PLUMBING LLC,(253) 882-4845,8115 18TH AVE CT E,,TACOMA,WA,98404,https://www.123plumbing.com,1.0,,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 03:17:35
45,1 WAY ELECTRICAL SERVS LLC,(206) 694-9024,1107 NW 61ST ST,,SEATTLE,WA,98107,https://www.1wayelectricalservs.com,1.0,,Electrical,ELECTRICAL CONTRACTOR,completed,2025-07-23 03:17:20
347,2 SONS PLUMBING LLC,(206) 736-6300,PO Box 371,,HOBART,WA,98025,https://www.2sonsplumbing.com,1.0,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:20:56
80,1040WINDOWREMODELING L L C,(971) 777-5107,9906 NE 39TH ST,,VANCOUVER,WA,98662,https://www.1040windowremodelingllc.net,1.0,True,Windows & Doors,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:25
113,12 TILE,(206) 422-1359,12907 E gibson rd,F101,Everett,WA,98204,https://www.12tile.net,1.0,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:58
273,1ST PRECISION PAINTING,(208) 757-0710,13308 E 12TH AVE,,SPOKANE VALLEY,WA,99206,https://www.1stprecisionpainting.com,1.0,,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:15:48
122,123 Electric Service Inc,(425) 455-2027,14725 NE 20TH STREET D-12,,Bellevue,WA,98007,https://123electricservice.com/,1.0,True,Electrical,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:54:08
250,1ST CHOICE ROOFING & SDNG LLC,(509) 845-6908,2111 N 19TH DR,,PASCO,WA,99301,https://1st.net,1.0,,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 05:29:26
291,2 A T PAINTING LLC,(360) 840-5052,1239 Feather Ln,,OAK HARBOR,WA,98277,https://www.2atpainting.com,1.0,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:05
298,2 BROTHERS CONCRETE LLC,(206) 941-8858,4040 AUBURN WAY S TRLR 59,,AUBURN,WA,98092,https://www.2brothersconcrete.org/,1.0,True,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:37
104,12 CUSTOM HOMES LLC,(509) 423-4969,208 COTTAGE AVE #1,,CASHMERE,WA,98815,https://www.12customhomes.com,1.0,True,Custom Homes,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:48
102,11TH HR WELDING  FAB & RPR LLC,(702) 232-6433,300 SE 6TH CIRCLE,,BATTLE GROUND,WA,98604,https://www.11thhrweldingfabandrpr.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:31
67,10/Zero5 General Contr LLC,(509) 539-2907,5609 W. Richardson Rd.,,PASCO,WA,99301,https://www.10zero5generalcontr.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:38
18,@ YOUR SERVICE HOME APPL RPR,(425) 814-9462,13106 133RD PL NE,,KIRKLAND,WA,98034,https://www.yourservicehomeapplrpr.net,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:09
14,(TCHS) TRI-CITIES HOMES SERV,(509) 907-2154,241 JAMES ST,,WEST RICHLAND,WA,99353,https://www.tchstricitieshomesserv.net,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:15:57
11,& BUILD,(206) 271-1267,1622 Queen Anne Ave N,,SEATTLE,WA,98109,https://www.andbuild.net,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:12:20
16,+1 HAMMER LLC,(509) 679-2915,925 MALAGA AVE,,WENATCHEE,WA,98801,https://www.1hammer.com,1.0,,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:04
103,12 BROTHERS CONSTRUCTION LLC,(206) 922-9441,15102 SE 184TH ST,,Renton,WA,98058,https://www.12brothersconstruction.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:27
34,1 NEW MECHANICAL LLC,(425) 326-7551,11906 206TH AVE SE,,SNOHOMISH,WA,98290,https://www.1newmechanical.com,1.0,,HVAC,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:17:09
242,1st Choice Plumbing & Rep. LLC,(509) 895-4035,40 Stohler Rd,,SELAH,WA,98942,https://1st.net,1.0,,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 05:28:49
296,2 BROS FLOORING LLC,(971) 344-7396,111 NW 148th St,,Vancouver,WA,98685,https://www.2brosflooring.com,1.0,,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:51
105,12 DECKS & FENCES LLC,(206) 487-6747,13915 99TH AVE SE,,Snohomish,WA,98296,https://12decks.vercel.app/,1.0,True,Fencing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:36
244,1ST CHOICE PLUMBING INC,(425) 876-8015,PO BOX 3875,,EVERETT,WA,98213,https://1st-choice-plumbing.com,1.0,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 05:29:00
57,1-800-STRIPER OF BELLEVUE,(425) 532-5401,11112 NE 124TH LN APT D213,,KIRKLAND,WA,98034,https://1800striper.com/striper-of-bellevue/,1.0,False,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:17:58
305,2 BROTHERS STONE MASONRY LLC,(509) 528-1032,1007 S 5TH AVE,,PASCO,WA,99301,https://www.2brothersstonemasonry.com,1.0,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:18
6,#1 SIDING LLC,(360) 721-4342,5600 MT SOLO RD,UNIT 144,LONGVIEW,WA,98632,https://www.1siding.com,1.0,,Siding,CONSTRUCTION CONTRACTOR,completed,2025-07-23 02:35:15
411,23RD ST GARDENING & DESIGN,(425) 335-5287,1911 23RD ST,,ANACORTES,WA,98221,https://www.23rdstgardeninganddesign.net,1.0,True,Landscaping,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:29:11
66,10 STAR PAINTING LLC,(206) 914-6434,30132 36TH PL S,,AUBURN,WA,98001,https://www.10starpainting.com,1.0,,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:34
68,100 Oaks Nrsy Lndscp/Grdn Srvs,(360) 789-0873,5411 Camelot Dr. SW,,OLYMPIA,WA,98512,https://www.100oaksnrsylndscpgrdnsrvs.net,1.0,True,Landscaping,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:45
70,100% PAINTING LLC,(360) 878-4206,PO BOX 356,,TENINO,WA,98589,https://www.100painting.com,1.0,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:51
404,23 CONCRETE LLC,(206) 640-4723,4970 NE 193RD ST,,LAKE FOREST PARK,WA,98155,https://www.23concrete.com,1.0,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:28:42
10,$AVER HARDWOOD FLOORS LLC,(206) 372-5166,17442 116th Ave SE,,RENTON,WA,98058,https://www.averhardwoodfloors.com,1.0,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 02:35:15
108,12 GENERAL HANDYMAN,(253) 391-9545,7816 OAKRIDGE DR SW,,LAKEWOOD,WA,98498,https://www.12generalhandyman.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:50
368,2020 Electric Company LLC,(360) 661-1781,PO BOX 150,,GREENBANK,WA,98253,https://www.2020electriccompany.com,1.0,,Electrical,ELECTRICAL CONTRACTOR,completed,2025-07-23 18:23:32
416,24 HOUR LOCK AND KEY LLC,(971) 720-9939,2512 E EVERGREEN BLVD #31,,Vancouver,WA,98661,https://www.24hourlockandkey.com,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:59:51
379,206 FLOORING LLC,(425) 802-1752,4227 W LK SAMMAMISH PKWY NE,,REDMOND,WA,98052,https://www.206flooring.com,1.0,,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:24:19
2,# JUAN HANDYMAN LLC,(509) 847-9082,21313 W. Sunwest Ave.,,Medical Lake,WA,99022,https://www.juanhandyman.com,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:11:07
9,$100 OVER COST PAINTING CO LLC,(509) 598-9842,1604 E Rich Ave,,SPOKANE,WA,99207,https://www.100overcostpaintingco.com,1.0,,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 02:35:15
78,101 ROOFING LANDSCAPING,(360) 204-3502,15800 SCANDIA RD NW,TRLR #25,POULSBO,WA,98370,https://www.101roofinglandscaping.com,1.0,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:25
17,+SUN TREE SERVICE LLC,(253) 468-0554,11011 Park Ave S,Apt C110,Parkland,WA,98444,https://www.suntreeservice.com,1.0,True,Landscaping,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:09
61,1-UP CONTRACTING,(360) 349-6099,214 MCKENA LN SW,,TUMWATER,WA,98512,https://www.1upcontracting.net,1.0,True,Insulation,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:19
26,1 CROWN FLOORING LLC,(253) 301-7276,5017 Mariner St.,,Gig Harbor,WA,98332,https://www.1crownflooring.com,1.0,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:21
399,21ST CENTURY ELECTRIC,(360) 990-5012,9187 W BELFAIR VALLEY RD,,BREMERTON,WA,98312,https://www.21stcenturyelectric.net,1.0,,Electrical,ELECTRICAL CONTRACTOR,completed,2025-07-23 18:28:08
63,10 PENNY HOMES LLC,(425) 218-5276,8510 10TH AVE W B305,,EVERETT,WA,98204,https://www.10pennyhomes.com,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:27
90,11043 PALATINE AVE N LLC,(425) 212-2210,3726 BROADWAY  STE 301,,EVERETT,WA,98201,https://www.11043palatineaven.com,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:56
23,1 BLOCK BROS LLC,(425) 367-7706,14220 57TH DR SE,,EVERETT,WA,98208,https://www.1blockbros.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:17
40,1 STOP REAL ESTATE REHAB LLC,(360) 239-0222,11625 NISQUALLY PARK LOOP SE,,OLYMPIA,WA,98513,https://www.1stoprealestaterehab.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:17:09
79,101 WEST LLC,(425) 329-8202,PO BOX 2289,,SNOHOMISH,WA,98291,https://www.101west.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:04
362,2001-WLD BRAES PARK LLC,(425) 576-9390,1010 MARKET ST,,KIRKLAND,WA,98033,https://www.2001wldbraespark.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:22:21
364,2003-WLD BRUNTSFIELD LLC,(425) 576-9390,1010 MARKET STREET,,KIRKLAND,WA,98033,https://www.2003wldbruntsfield.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:22:58
109,12 HAWK CONTRACTING LLC,(425) 750-7444,10529 25TH DR SE,,EVERETT,WA,98208,https://www.12hawkcontracting.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:42
145,13THIRTYSEVEN ELECTRIC LLC,(425) 830-7342,7711 EASY ST,,EVERETT,WA,98203,https://archive.org/stream/NewsUK1977UKEnglish/Jan%2014%201977%2C%20The%20Times%2C%20%2359907%2C%20UK%20%28en%29_djvu.txt,1.0,,Electrical,ELECTRICAL CONTRACTOR,completed,2025-07-23 04:55:51
131,12TH HANDYMAN,(707) 364-3996,5706 17TH AVE NW,UNIT 17346,SEATTLE,WA,98127,https://www.12thhandyman.com/,1.0,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:54:45
274,1ST PROPANE OF WHATCOM CTY INC,(360) 332-3121,2163 NATURES PATH WAY,,BLAINE,WA,98230,https://www.1stpropaneofwhatcomcty.com,1.0,,HVAC,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:15:58
44,1 TOM PLUMBER STTL & GRTR ES,(425) 256-3408,20109 144TH AVENUE NE,,WOODINVILLE,WA,98072,https://us.nextdoor.com/pages/1-tom-plumber-woodinville-wa/,1.0,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 03:17:26
33,1 MAN & A TRACTOR,(253) 258-4703,769 NE WOODS PLACE,,BREMERTON,WA,98311,https://www.1manandatractor.net,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:39
50,1-800 WATER DAMAGE/S PGT SD,(253) 927-4165,PO BOX 1327,,MILTON,WA,98354,https://www.1800waterdamagespgtsd.net,1.0,True,Water Damage Restoration,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:17:53
59,1-A CONSTRUCTION & FIRE LLP,(541) 567-5730,31156 FOLLETT LANE,,HERMISTON,OR,97838,https://www.1aconstructionandfirellp.com,1.0,,Excavation,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:15
64,10 POINT CONSTRUCTION SRVS LLC,(253) 861-4544,5631 29TH ST NE,,TACOMA,WA,98422,https://www.10pointconstructionsrvs.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:18:31
32,1 LEG ENTERPRISES LLC,(509) 378-6926,211 N LINCOLN ST,,KENNEWICK,WA,99336,https://www.1legenterprises.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:42
238,1ST CHOICE LANDSCAPING INC,(360) 926-3004,17902 29TH AVE NE,,Marysville,WA,98271,https://1stchoicelandscapinginc.com/,1.0,True,Landscaping,CONSTRUCTION CONTRACTOR,completed,2025-07-23 05:28:37
39,1 SON MASONRY LLC,(360) 880-4370,122 Debra LN,,ONALASKA,WA,98570,https://www.1sonmasonry.com,1.0,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:17:09
12,&RU ENTERPRISES LLC,(509) 475-2600,3710 E CONGRESS AVE,,SPOKANE,WA,99223,https://www.andruenterprises.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:12:25
181,1812 EXTERIOR SOLUTIONS LLC,(253) 797-7172,2602 Westridge Ave W,Apt m303,Tacoma,WA,98466,https://www.1812exteriorsolutions.com,1.0,,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:58:03
225,1ST CHOICE CONSTRUCTION INC,(253) 569-4588,410 Main St,,Algona,WA,98001,https://1stchoicehomeconstruction.com/,1.0,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 05:27:48
82,108 Contractors,(253) 347-7547,34407 8th CT SW,,FEDERAL WAY,WA,98023,https://www.108contractors.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:32
89,110% LLC,(360) 259-7189,206 W YELM AVE,,YELM,WA,98597,https://www.110.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:19:59
92,11202 LLC,(206) 797-9700,7900 SE 28TH ST STE 412,,MERCER ISLAND,WA,98040,https://www.11202.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:04
97,11336 20TH AVE NE LLC,(425) 212-2210,"3726 BROADWAY, SUITE 301",,EVERETT,WA,98201,https://www.1133620thavene.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:20
98,1134 LAKESIDE SOUTH LLC,(206) 254-5606,1111 3RD AVE STE 3000,,SEATTLE,WA,98101,https://www.1134lakesidesouth.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:13
322,2 GRADE LLC,(360) 461-3992,PO BOX 1570,,PORT ANGELES,WA,98362,https://www.2grade.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:48
127,12921 DEVELOPMENT LLC,(425) 443-2152,18978 ANGELINE AVE NE,,SUQUAMISH,WA,98392,https://www.12921development.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:54:48
155,1528 NE 89TH STREET LLC,(425) 212-2210,3726 BROADWAY  STE 301,,EVERETT,WA,98201,https://www.1528ne89thstreet.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:56:48
94,11210 LLC,(425) 453-8886,10608 NE 2nd St Suite 202,,BELLEVUE,WA,98004,https://www.11210.com,1.0,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:13
402,222 ELECTRIC CO,(253) 222-4605,11806 221ST AVE E,,BONNEY LAKE,WA,98391,https://www.seattlelighting.com/,1.0,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-07-23 18:28:24
30,1 FOUNDATION,(253) 335-8991,1403 23RD AVE,,MILTON,WA,98354,https://www.1foundation.net,1.0,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:37
