id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at
77,101 ROOF CLEANING,101RORC762CZ,CC,CONSTRUCTION CONTRACTOR,109 SOUTHWESTERN PL,,SEQUIM,WA,98382,(360) 531-3321,2024-02-09,2026-02-09,I,Individual,01,GENERAL,,,605083245,"MUZZY, TERESA ARECHAVALETA",A,ACTIVE,,True,Roofing,False,https://nextdoor.com/pages/101-roof-cleaning-port-townsend-wa/,,"101 Roof Cleaning is a family-owned small business providing roof cleaning services, including gutter cleaning, moss treatments, solar panel cleaning, and more.",,,,"Roof cleaning, Gutter cleaning, Moss treatments, Solar panel cleaning, Pressure washing, Gutter guard install and maintenance","Roofing, Roof Cleaning",,,,,,,,,,1.00,,,completed,2025-07-23 03:19:07,False,,approved_download,,
105,12 DECKS & FENCES LLC,12DECDF813MN,CC,CONSTRUCTION CONTRACTOR,13915 99TH AVE SE,,Snohomish,WA,98296,(206) 487-6747,2019-07-15,2027-07-15,L,Limited Liability Company,01,GENERAL,,,604470991,"Mirbek, Taubayev",A,ACTIVE,,True,Fencing,False,https://12decks.vercel.app/,,"12 Decks & Fences LLC specializes in constructing decks and fences using wood and composite materials, serving the Greater Seattle Area with a focus on environmentally sustainable practices.",,,,"Deck Installation, Fence Installation, Design and Planning, Material Selection, Project Planning, Disposal of Old Materials","Fencing, Deck and Fence Installation",,,,,,,,,,1.00,,,completed,2025-07-23 03:20:36,False,,approved_download,,
122,123 Electric Service Inc,123ELES877DA,CC,CONSTRUCTION CONTRACTOR,14725 NE 20TH STREET D-12,,Bellevue,WA,98007,(425) 455-2027,2013-03-01,2025-09-25,C,Corporation,01,GENERAL,,,602762749,"LEBER, BRETT CHARLES",A,ACTIVE,,True,Electrical,False,https://123electricservice.com/,,"123 Electric Service is a licensed, bonded, and insured electrician based in Bellevue, WA, specializing in electrical, heating, and air conditioning repairs.",,,,"Electrical Wiring, Remodels and Additions, Panel and Sub Panel Installations, Heating Services, Air Conditioning Services, Security Systems, Troubleshooting","Electrical, Electrical Repairs and Installations",,,,,,,,,,1.00,,,completed,2025-07-23 04:54:08,False,,approved_download,,
123,123 Electric Service Inc,123ELES892CP,EC,ELECTRICAL CONTRACTOR,14725 NE 20TH ST D-12,,Bellevue,WA,98007,(425) 455-2027,2011-02-17,2027-02-17,C,Corporation,01,GENERAL,,,602762749,"Leber, Brett",A,ACTIVE,,True,Electrical,False,https://123electricservice.com/,,"123 Electric Service is a licensed, bonded, and insured electrical contractor based in Bellevue, WA, specializing in electrical, heating, and air conditioning repairs.",,,,"Electrical Wiring, Remodels and Additions, Panel and Sub Panel Installation, Heating Services, Air Conditioning Services, Security Systems, Troubleshooting","Electrical, Electrical Services",,,,,,,,,,1.00,,,completed,2025-07-23 04:54:19,False,,approved_download,,
131,12TH HANDYMAN,12THHH*787P5,CC,CONSTRUCTION CONTRACTOR,5706 17TH AVE NW,UNIT 17346,SEATTLE,WA,98127,(707) 364-3996,2022-10-25,2026-10-25,L,Limited Liability Company,01,GENERAL,,,604977191,"BAKER, REGINALDO CASANOVA",A,ACTIVE,,True,Handyman,False,https://www.12thhandyman.com/,,"12th Handyman provides expert maintenance and repair services for both residential and commercial clients in Seattle, WA, with a commitment to quality craftsmanship.",,,,"General and Building Repair, Assembly and Installation, Interior/Exterior Painting, Shed Installation, Punch Lists, Groundskeeping, Marine Detailing, Repair/Replace","Handyman, General Repair Services",,,,,,,,,,1.00,,,completed,2025-07-23 04:54:45,False,,approved_download,,
133,12TH MAN FLOORING LLC,12THMMF845RH,CC,CONSTRUCTION CONTRACTOR,10439 Brighten St SE,,YELM,WA,98597,(509) 993-4545,2016-12-08,2018-12-08,L,Limited Liability Company,01,GENERAL,,,604062072,"Pfortmiller, Cenderella Anteni",E,EXPIRED,2017-06-07,True,Flooring,False,https://www.thurstoncountywa.gov/departments/public-health-and-social-services/environmental-health/food-safety/food-safety-look-up,,12TH MAN FLOORING LLC specializes in flooring installation services.,,,,"Flooring Installation, Flooring Repair, Flooring Consultation","Flooring, Flooring Installation",,,,,,,,,,1.00,,,completed,2025-07-23 04:55:26,False,,approved_download,,
145,13THIRTYSEVEN ELECTRIC LLC,13THIEL760KL,EC,ELECTRICAL CONTRACTOR,7711 EASY ST,,EVERETT,WA,98203,(425) 830-7342,2024-05-13,2026-05-13,L,Limited Liability Company,01,GENERAL,,,605267913,"Weber, Andrew D",A,ACTIVE,,,Electrical,False,https://archive.org/stream/NewsUK1977UKEnglish/Jan%2014%201977%2C%20The%20Times%2C%20%2359907%2C%20UK%20%28en%29_djvu.txt,,"13THIRTYSEVEN ELECTRIC LLC is a licensed electrical contractor based in Everett, WA, specializing in electrical services.",,,,"Electrical installations, Electrical repairs, Wiring services, Lighting installations","Electrical, Electrical Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 04:55:51,False,,approved_download,,
176,180 ELECTRIC LLC,180ELEL945NW,EC,ELECTRICAL CONTRACTOR,12123 E. Grace Ave.,,SPOKANE VALLEY,WA,99206,(509) 475-1350,2006-08-16,2018-10-02,L,Limited Liability Company,01,GENERAL,,,602628590,"BARNESE, THOMAS J II",O,OUT OF BUSINESS,,,Electrical,False,https://www.spokanevalleyed.org/DocumentCenter/View/2374,,"180 ELECTRIC LLC is an electrical contractor based in Spokane Valley, WA, specializing in electrical services.",,,,"Electrical installation, Electrical repair, Wiring services, Lighting installation","Electrical, Electrical Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 04:57:53,False,,approved_download,,
200,1LIFE CONSTRUCTION INC,1LIFECI861M5,CC,CONSTRUCTION CONTRACTOR,12345 LAKE CITY WAY #311,,SEATTLE,WA,98125,(206) 676-2192,2014-07-25,2026-08-15,C,Corporation,01,GENERAL,,,603421718,"FARIS, TRISHA DAWN",A,ACTIVE,,True,Plumbing,False,https://thepipedr.com/12345-lake-city-way-ne-ste-311-seattle-wa-98125/,,"1LIFE CONSTRUCTION INC specializes in plumbing services, particularly sewer repair and cleaning, serving the Seattle area.",,,,"Sewer Repair, Sewer Cleaning, Drain Cleaning","Plumbing, Sewer Repair and Cleaning",,,,,,,,,,1.00,,,completed,2025-07-23 05:17:43,False,,approved_download,,
216,1ST CALL PLUMBING & HTG LLC,1STCACP751LB,PC,PLUMBING CONTRACTOR,6817 27TH ST W,#65761,TACOMA,WA,98466,(253) 244-4325,2025-06-02,2027-06-02,L,Limited Liability Company,01,JOURNEY LEVEL,,,605022550,"HARRIS, WAYNE FITZGERALD JR",A,ACTIVE,,,Plumbing,False,https://1st.net,,"1ST CALL PLUMBING & HTG LLC is a plumbing contractor based in Tacoma, WA, specializing in plumbing services.",,,,,"Plumbing, Plumbing Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 05:27:10,False,,approved_download,,
218,1ST CHANCE ELECTRIC INC,1STCHCE790ON,EC,ELECTRICAL CONTRACTOR,6218 E 37TH AVE,,SPOKANE,WA,99223,(509) 475-9175,2021-10-11,2025-10-11,C,Corporation,01,GENERAL,,,604778460,"Dierks, Sarah K",S,SUSPENDED,2024-01-22,,Electrical,False,https://1st.net,,"1ST CHANCE ELECTRIC INC is an electrical contractor based in Spokane, WA, providing electrical services.",,,,,"Electrical, Electrical Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 05:27:17,False,,approved_download,,
225,1ST CHOICE CONSTRUCTION INC,1STCHCC921OE,CC,CONSTRUCTION CONTRACTOR,410 Main St,,Algona,WA,98001,(253) 569-4588,2008-09-05,2026-11-08,C,Corporation,01,GENERAL,,,602813635,"VOLYANSKIY, VITALIY V",A,ACTIVE,,True,Roofing,False,https://1stchoicehomeconstruction.com/,,"1st Choice Construction Inc is a roofing contractor based in Algona, WA, specializing in roof replacements, repairs, leak detection, gutters, and water damage restoration.",,,,"Roof Installation, Roof Repairs, Leak Repairs, Water Damage Restoration, Gutter Installation","Roofing, Roof Replacement and Repair",,,,,,,,,,1.00,,,completed,2025-07-23 05:27:48,False,,approved_download,,
237,1ST CHOICE LANDSCAPING,1STCHCL857MG,CC,CONSTRUCTION CONTRACTOR,13021 JORDAN TRAILS RD,,ARLINGTON,WA,98223,(360) 999-8926,2015-07-07,2019-07-27,I,Individual,01,GENERAL,,,602864335,"GONZALEZ, JOSE JUAN",R,RE-LICENSED,,True,Landscaping,False,https://1stchoicelandscapinginc.com/,,"1st Choice Landscaping Inc excels in a full suite of landscaping services, including lawn care, snow removal, and more.",,,,"Lawn mowing, Fertilizing, Trimming shrubs, Irrigation system installation, Snow removal","Landscaping, Lawn Care and Maintenance",,,,,,,,,,1.00,,,completed,2025-07-23 05:28:35,False,,approved_download,,
238,1ST CHOICE LANDSCAPING INC,1STCHCL822JK,CC,CONSTRUCTION CONTRACTOR,17902 29TH AVE NE,,Marysville,WA,98271,(360) 926-3004,2018-04-12,2025-01-13,C,Corporation,01,GENERAL,,,604220944,"GONZALEZ, JOSE JUAN",E,EXPIRED,2024-10-12,True,Landscaping,False,https://1stchoicelandscapinginc.com/,,"1st Choice Landscaping Inc excels in a full suite of landscaping services, including lawn care, snow removal, and more, dedicated to serving the community with professionalism and quality.",,,,"Lawn Care, Snow Removal, Irrigation Installation, Landscape Design, Shrub Trimming","Landscaping, Landscaping Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:28:37,False,,approved_download,,
242,1st Choice Plumbing & Rep. LLC,1STCHCP796DP,CC,CONSTRUCTION CONTRACTOR,40 Stohler Rd,,SELAH,WA,98942,(509) 895-4035,2021-03-17,2025-03-17,L,Limited Liability Company,01,GENERAL,,,604664586,"Benscoter, Joshua Todd",E,EXPIRED,,,Plumbing,False,https://1st.net,,"1st Choice Plumbing & Rep. LLC is a plumbing contractor based in Selah, WA, offering reliable plumbing services.",,,,"General plumbing repairs, Pipe installation, Drain cleaning, Leak detection, Water heater installation","Plumbing, General Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:28:49,False,,approved_download,,
241,1ST CHOICE PAINTING LLP,1STCHCP807LP,CC,CONSTRUCTION CONTRACTOR,17728 140TH AVE E,,PUYALLUP,WA,98374,(253) 548-6183,2020-06-19,2025-05-11,M,Limited Liability Partnership,CB,PAINTING/WALLCOVERING,,,604614844,"PERKINS, TYLER",E,EXPIRED,2024-01-08,,Painting,False,https://1st.net,,1ST CHOICE PAINTING LLP is a licensed construction contractor specializing in painting services.,,,,"Interior Painting, Exterior Painting, Residential Painting, Commercial Painting","Painting, Interior and Exterior Painting",,,,,,,,,,1.00,,,completed,2025-07-23 05:28:52,False,,approved_download,,
244,1ST CHOICE PLUMBING INC,1STCHCP788O2,PC,PLUMBING CONTRACTOR,PO BOX 3875,,EVERETT,WA,98213,(425) 876-8015,2022-09-22,2026-09-22,C,Corporation,01,JOURNEY LEVEL,,,601895478,"CAMPBELL, SCOTT TRACY",A,ACTIVE,,True,Plumbing,False,https://1st-choice-plumbing.com,,"1st Choice Plumbing offers fast, affordable plumbing services across Boca Raton, Delray Beach, and more.",,,,"Plumbing repairs, Drain cleaning, Leak detection, Water heater solutions, Emergency plumbing","Plumbing, Residential Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:29:00,False,,approved_download,,
245,1ST CHOICE PLUMBING INC,1STCHPI011BN,CC,CONSTRUCTION CONTRACTOR,PO BOX 3875,,EVERETT,WA,98213,(425) 750-7013,1999-01-15,2022-09-20,C,Corporation,AD,PLUMBING,,,601895478,"CAMPBELL, SCOTT TRACY",E,EXPIRED,,True,Plumbing,False,https://1st-choice-plumbing.com,,"1st Choice Plumbing offers fast, affordable plumbing services across Boca Raton, Delray Beach, and more, specializing in both residential and commercial plumbing solutions.",,,,"Plumbing repairs, Drain cleaning, Leak detection, Water heater solutions, Emergency plumbing","Plumbing, Residential and Commercial Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:29:09,False,,approved_download,,
250,1ST CHOICE ROOFING & SDNG LLC,1STCHCR783PO,CC,CONSTRUCTION CONTRACTOR,2111 N 19TH DR,,PASCO,WA,99301,(509) 845-6908,2022-10-20,2024-10-20,L,Limited Liability Company,01,GENERAL,,,604973872,"HERNADEZ SANCHEZ, JARIO E",E,EXPIRED,2024-10-13,,Roofing,False,https://1st.net,,"1ST CHOICE ROOFING & SDNG LLC is a roofing contractor based in Pasco, WA, specializing in roofing services.",,,,,"Roofing, Roofing Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 05:29:26,False,,approved_download,,
265,1ST GENERATION ELECTRIC LLC,1STGEGE782KE,EC,ELECTRICAL CONTRACTOR,1207 N LANDING WAY # 1075,,RENTON,WA,98057,(206) 910-1212,2022-05-05,2024-05-05,L,Limited Liability Company,01,GENERAL,,,604904076,"THANT, WIN M",O,OUT OF BUSINESS,,,Electrical,False,https://1st.net,,"1ST GENERATION ELECTRIC LLC is an electrical contractor based in Renton, WA, providing electrical services.",,,,,"Electrical, Electrical Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 05:30:40,False,,approved_download,,
259,1ST CLASS PAVING,1STCLCP812LO,CC,CONSTRUCTION CONTRACTOR,16821 SMOKEY POINT BLVD,APT 213,ARLINGTON,WA,98223,(360) 202-5200,2019-06-20,2021-06-20,I,Individual,SS,Paving/ Striping/ Seal Coating,,,603303729,"SMITH, JOSHUA W III",E,EXPIRED,2020-07-17,True,Concrete,False,https://www.a1asphaltpc.com/,,"1ST CLASS PAVING provides high-quality asphalt paving services to residents and businesses in Arlington, WA.",,,,"Asphalt paving, Driveway paving, Parking lot maintenance, Excavation services","Concrete, Asphalt Paving",,,,,,,,,,1.00,,,completed,2025-07-23 17:57:30,False,,approved_download,,
271,1ST PLACE STRIPING,1STPLPS948M8,CC,CONSTRUCTION CONTRACTOR,13612 60TH AVE SE,,EVERETT,WA,98208,(425) 357-8249,2006-07-28,2026-07-28,I,Individual,SS,Paving/ Striping/ Seal Coating,,,601354900,"CORNELIUS, BRET",A,ACTIVE,,False,Concrete,False,http://www.1stplacestriping.com/services.cfm,,"1st Place Striping is a professional striping company based in Everett, WA, specializing in pavement marking services for various types of properties.",,,,"Striping, Seal Coating, Curbing, Sign Installation, Concrete Repair, Asphalt Resurfacing, Pressure Washing, Speed Bump Installation, Wheel Stop Installation, Patching, ADA Improvements, Consulting","Concrete, Pavement Marking and Maintenance",,,,,,,,,,1.00,,,completed,2025-07-23 18:15:41,False,,approved_download,,
281,1ST RESPONSE PLUMBING,1STRERP781D8,PC,PLUMBING CONTRACTOR,9917 N EDNA ST,,SPOKANE,WA,99208,(509) 847-8372,2022-04-08,2026-04-08,I,Individual,01,JOURNEY LEVEL,,,602976951,"LANDIN, JARED",A,ACTIVE,,True,Plumbing,False,https://1stresponseplumbing.com,,Full Service Plumbing - Locally owned and operated.,,,,,"Plumbing, Full Service Plumbing",,,,,,,,,,1.00,,,completed,2025-07-23 18:16:03,False,,approved_download,,
298,2 BROTHERS CONCRETE LLC,2BROTBC780DW,CC,CONSTRUCTION CONTRACTOR,4040 AUBURN WAY S TRLR 59,,AUBURN,WA,98092,(206) 941-8858,2022-01-25,2026-02-22,L,Limited Liability Company,01,GENERAL,,,604782759,"ALVARADO MENDOZA, ARTURO",A,ACTIVE,,True,Concrete,False,https://www.2brothersconcrete.org/,,"2 Brothers Concrete LLC is a family-operated business specializing in high-quality concrete services, including driveways, patios, sidewalks, and more, with a focus on customer satisfaction.",,,,"Driveways, Patios, Sidewalks, Basketball Courts, Stamped/Colored Concrete, Concrete Fire Pits, Retaining Walls, Foundations, Warehouse Floor Repair and Replacement","Concrete, Flatwork and Decorative Concrete",,,,,,,,,,1.00,,,completed,2025-07-23 18:17:37,False,,approved_download,,
327,2 GUYS PLUMBING LLC,2GUYSGP786KB,PC,PLUMBING CONTRACTOR,PO BOX 1386,,CASTLE ROCK,WA,98611,(360) 274-3453,2022-05-26,2026-05-26,P,Partnership,02,RESIDENTIAL,,,604265404,"ELLIS, WILLIAM GIMM WANEMAH",A,ACTIVE,,True,Plumbing,False,https://www.2guysplumbing.com/drain-cleaning,,"2 Guys Plumbing provides high-quality plumbing services to the local community, specializing in drain cleaning and other plumbing solutions.",,,,"Drain Cleaning, Clogged Drain Service","Plumbing, Drain Cleaning",,,,,,,,,,1.00,,,completed,2025-07-23 18:18:41,False,,approved_download,,
328,2 GUYS PLUMBING LLC,2GUYSGP820JD,CC,CONSTRUCTION CONTRACTOR,PO BOX 1386,,CASTLE ROCK,WA,98611,(360) 747-9205,2018-04-04,2022-04-04,L,Limited Liability Company,AD,PLUMBING,,,604265404,"VEACH, JONATHAN JAMES",R,RE-LICENSED,2022-03-01,True,Plumbing,False,https://www.2guysplumbing.com/drain-cleaning,,"2 Guys Plumbing provides high-quality plumbing services, specializing in drain cleaning and resolving clogged drain issues for the local community.",,,,"Drain Cleaning, Clogged Drain Service","Plumbing, Drain Cleaning",,,,,,,,,,1.00,,,completed,2025-07-23 18:18:54,False,,approved_download,,
336,2 PALMS DECORATIVE CNCRT LLC,2PALMPD840L3,CC,CONSTRUCTION CONTRACTOR,1309 S GREAT BLUE RD,,RIDGEFIELD,WA,98642,(360) 693-7866,2016-06-23,2027-02-05,L,Limited Liability Company,01,GENERAL,,,604000004,"SOWDERS, TIMMOTHY MARTIN",A,ACTIVE,,True,Concrete,False,https://www.2palmsdc.com/,,"2 Palms Decorative Concrete LLC specializes in polishing, cleaning, maintenance, and restoration of decorative concrete surfaces, with over 40 years of experience in the industry.",,,,"Polishing, Cleaning, Maintenance, Restoration, Decorative Overlay System, Stamped Overlays","Concrete, Decorative Concrete Flooring",,,,,,,,,,1.00,,,completed,2025-07-23 18:19:51,False,,approved_download,,
343,2 SONS PLUMBING,2SONSSP757D5,EC,ELECTRICAL CONTRACTOR,106 FRONTAGE RD N,,PACIFIC,WA,98047,(206) 736-6300,2025-04-10,2027-04-10,L,Limited Liability Company,01,GENERAL,,,604877465,"BOVAN, ROWDY",A,ACTIVE,,True,Plumbing,False,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,,"2 Sons Plumbing is a local plumbing company in Pacific, WA, offering a range of plumbing services for both residential and commercial clients.",,,,"Plumbing Services, Heating Services, Cooling Services, Drain Cleaning, Excavation, Furnace Repair, Heat Pump Services, Leak Repair, Sewer Repair, Water Heater Services, Water Line Re-piping","Plumbing, Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 18:20:34,False,,approved_download,,
344,2 SONS PLUMBING,2SONSSP759CF,CC,CONSTRUCTION CONTRACTOR,106 FRONTAGE RD N,,PACIFIC,WA,98047,(206) 736-6300,2025-02-07,2027-02-07,L,Limited Liability Company,01,GENERAL,,,604877465,"BOVAN, ROWDY SCOTT",A,ACTIVE,,True,Plumbing,False,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,,"2 Sons Plumbing is a local plumbing company in Pacific, WA, offering a range of plumbing, heating, and cooling services for both residential and commercial clients.",,,,"Plumbing Services, Heating Services, Cooling Services, Drain Cleaning or Unclogging, Ductless Mini-Split Systems, Excavation, Furnace Repair or Installation, Heat Pump Services, Leak Repair Services, Remodel, Sewer Lining Services, Sewer Repair, Water Heater Services, Water Line Re-piping","Plumbing, Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 18:20:42,False,,approved_download,,
345,2 SONS PLUMBING,2SONSSP759TF,PC,PLUMBING CONTRACTOR,106 FRONTAGE RD N,,PACIFIC,WA,98047,(206) 736-6300,2025-03-02,2027-03-02,L,Limited Liability Company,01,JOURNEY LEVEL,,,604877465,"BOVAN, ROWDY SCOTT",A,ACTIVE,,True,Plumbing,False,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,,"2 Sons Plumbing is a local plumbing contractor in Pacific, WA, specializing in residential and commercial plumbing services, including sewer, septic, heating, and cooling solutions.",,,,"Plumbing Services, Heating Services, Cooling Services, Drain Cleaning, Sewer Repair, Water Heater Services, Leak Repair Services","Plumbing, Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 18:20:48,False,,approved_download,,
