business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at,exported_at,export_batch_id
2M CARPENTRY,2MCARMC925MQ,CONSTRUCTION CONTRACTOR,PO BOX 207,,SOUTH CLE ELUM,WA,98943,(509) 674-2206,"ALLENBAUGH, DAVID JR",https://yakimatimes.com/organizations,Handyman,,,0.80,0.85,0.80,,completed,approved_download,2025-08-06 02:36:33.755946,,2025-08-02 05:26:37.771459,,
3 BRIDGES ELECTRIC,3BRIDBE787LA,ELECTRICAL CONTRACTOR,1509 PROSPECT ST,,TACOMA,WA,98406,(253) 590-8973,"HUFF, DAVID J",https://panda-octahedron-3mz8.squarespace.com/,Electrician,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 21:39:50.583801,,2025-08-02 05:26:37.771459,,
3 BROTHERS DECKING LLC,3BROTBD817J6,CONSTRUCTION CONTRACTOR,17048 se 65th pl,,Bellevue,WA,98006,(206) 775-4897,"Nestor, Anthony Steven M",https://3brothersdecking.com,Decks & Patios,,,0.90,0.75,0.90,,completed,approved_download,2025-08-06 19:19:52.466694,,2025-08-02 05:26:37.771459,,
3 C M STONE INC,3CMSTCM950LA,CONSTRUCTION CONTRACTOR,19980 SW 112TH AVE,,TUALATIN,OR,97062,(503) 626-5150,"TONE, JAMES DAVID",https://3cmstone.com,Countertops,,,0.80,0.60,0.80,,completed,approved_download,2025-08-06 02:36:54.485881,,2025-08-02 05:26:37.771459,,
3 Cities Refrigeration LLC,3CITICR814JA,ELECTRICAL CONTRACTOR,2839 W Kennewick Ave,Ste #352,KENNEWICK,WA,99336,(509) 581-5008,"SPORCICH, ANDREW D",https://3citiesrefrigeration.com/,Heating and Cooling,,,0.90,0.95,0.90,,completed,approved_download,2025-08-06 02:36:59.107792,,2025-08-02 05:26:37.771459,,
3 LINES ROOFING LLC,3LINELR792L8,CONSTRUCTION CONTRACTOR,31101 116TH AVE SE TRLR 10,,AUBURN,WA,98092,(206) 380-1627,"LUCAS, LUCIA RUIZ",https://3linesroofingllc.com/our-projects/,Roofing,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:13:08.956048,,2025-08-02 05:26:37.771459,,
3 MOUNTAINS PLUMBING,3MOUNMP857B3,CONSTRUCTION CONTRACTOR,5304 N. Albina Ave,,PORTLAND,OR,97217,(503) 670-1342,"KERRIGAN, WILLIAM MICHAEL",https://www.3mountainsplumbing.com/all-offers/,Plumbing,,,0.90,0.95,0.90,,completed,approved_download,2025-08-06 02:37:51.929513,,2025-08-02 05:26:37.771459,,
3 PHASE ELECTRIC LLC,3PHASPE826P4,ELECTRICAL CONTRACTOR,337 chandler rd,,CHEHALIS,WA,98532,(360) 219-3196,"Anderson, Jesse A",https://3phaseelectric.net,Electrician,,,0.90,0.40,0.90,,completed,approved_download,2025-08-06 02:37:57.483854,,2025-08-02 05:26:37.771459,,
3 RIVERS CUTTING INC,3RIVERC858LA,CONSTRUCTION CONTRACTOR,PO BOX 250,,DARRINGTON,WA,98241,(360) 436-0705,"Anderson, Jason",https://3riverscutting.com,Tree Service,,,0.80,0.80,0.80,,completed,approved_download,2025-08-06 19:26:49.963222,,2025-08-02 05:26:37.771459,,
360 CONCRETE DESIGN LLC,360COCD823RJ,CONSTRUCTION CONTRACTOR,7045 101st Ave SW,,OLYMPIA,WA,98512,(360) 339-3225,"Cereghino, Alfred Walter",https://360concretedesign.com/,Concrete,,,0.90,0.85,0.90,,completed,approved_download,2025-08-03 23:22:02.966437,,2025-08-02 05:26:37.771459,,
360 HOUSE REMODELING LLC,360HOHR762BR,CONSTRUCTION CONTRACTOR,16232 Bothell Everett Hwy,#1188,BOTHELL,WA,98012,(206) 939-8750,"Maxhuni, Arber",https://www.360houseremodeling.com/,Bathroom/Kitchen Remodel,,,0.90,0.40,0.90,,completed,approved_download,2025-08-06 19:27:32.469816,,2025-08-02 05:26:37.771459,,
360 PAVING OF WASHINGTON CORP,360PAPW798OW,CONSTRUCTION CONTRACTOR,11410 NE 72ND AVE,,VANCOUVER,WA,98686,(360) 310-9902,"GILL, BEATRICE",https://360pavingofwa.com/,Concrete,,,0.80,0.95,0.80,,completed,approved_download,2025-08-06 02:25:16.645091,,2025-08-02 05:26:37.771459,,
410 QUARRY LLC,410QUQL761PC,CONSTRUCTION CONTRACTOR,PO BOX 1043,,ENUMCLAW,WA,98022,(253) 329-2694,"EUTENEIER, JILL ARLEEN",https://410landscapesupply.com/,Landscaping,,,0.80,0.95,0.80,,completed,approved_download,2025-08-03 23:15:48.952242,,2025-08-02 05:26:37.771459,,
425 HANDYMAN SERVICES LLC,425HAHS756L5,CONSTRUCTION CONTRACTOR,14751 N KELSEY ST,STE 105 PMB225,MONROE,WA,98272,(425) 242-8631,"KHUN, THA BUN",https://www.425handymanservices.com/,Handyman,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 20:37:25.441404,,2025-08-02 05:26:37.771459,,
47 NORTH CUSTOM HOMES LLC,47NORNC773PP,CONSTRUCTION CONTRACTOR,1360 N LOUISIANNA ST A #733,,KENNEWICK,WA,99336,(509) 845-9242,"MATTILA, JORDAN LEIGH",https://www.paradeofhomestricities.com/23-47-north-custom-homes.html,Home Builder,,,0.80,0.60,0.80,,completed,approved_download,2025-08-06 02:29:07.668921,,2025-08-02 05:26:37.771459,,
4R BUILDERS INC,4RBUIBI771KD,CONSTRUCTION CONTRACTOR,704 228TH AVE NE,#363,SAMMAMISH,WA,98074,(425) 864-8599,"BLEECK, ERIC J",https://4rbuilders.com/,Bathroom/Kitchen Remodel,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 20:42:30.682212,,2025-08-02 05:26:37.931274,,
5 CORNERS PLUMBING LLC,5CORNCP792NG,PLUMBING CONTRACTOR,9307 NE 140th ST,,KIRKLAND,WA,98034,(206) 508-7972,"FUJII, KENJI",https://5cornersplumbing.com,,,,0.90,,0.90,,completed,approved_download,2025-08-04 01:09:58.606782,,2025-08-02 05:26:37.931274,,
5 STAR GARAGE INTERIORS,5STARSG909DT,CONSTRUCTION CONTRACTOR,404 PRIEST POINT DR NW,,TULALIP,WA,98271,(425) 387-2263,"ROMERO, CLARENCE ALLEN",https://5stargarageinteriors.com/,,,,0.90,,0.90,,completed,approved_download,2025-08-04 01:12:52.288916,,2025-08-02 05:26:37.931274,,
5 STAR WINDOW CLEANING LLC,5STARSW819NT,CONSTRUCTION CONTRACTOR,31600 126TH AVE SE  SPC 117,,AUBURN,WA,98092,(206) 747-1382,"CARMONA HERNANDEZ, PAULINO",https://www.5star-windows.com/,Window Cleaning,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 20:44:41.955359,,2025-08-02 05:26:37.931274,,
5 STARS DRYWALL LLC,5STARSD824DH,CONSTRUCTION CONTRACTOR,3001 S 288TH ST TRLR 78,,FEDERAL WAY,WA,98003,(206) 214-6912,"OSORIO RAMIREZ, KIMBERLY K",https://5starsdrywallllc.com,Dry Wall,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 20:45:02.341099,,2025-08-02 05:26:37.931274,,
5K ELECTRIC LLC,5KELEEL770MO,ELECTRICAL CONTRACTOR,805 176TH ST S,,SPANAWAY,WA,98387,(253) 507-6306,"KLEMETSON, ROBERT MICHAEL LEE",https://www.5kelectricpnw.com/,Electrician,,,0.85,0.70,0.85,,completed,approved_download,2025-08-06 20:47:40.690522,,2025-08-02 05:26:37.931274,,
7GLASS INC,7GLASGI813LP,CONSTRUCTION CONTRACTOR,2020 124th Ave NE # C-102,,Bellevue,WA,98005,(206) 707-5082,"KHODABANDEH SHAHRAKI, HAMID RE",https://www.7glass.us/,Window/Glass Repair,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 20:49:48.446107,,2025-08-02 05:26:37.931274,,
911 HANDYMAN SERVICES,911HAHS775DC,CONSTRUCTION CONTRACTOR,7112 83RD ST CT E,,PUYALLUP,WA,98371,(253) 331-3837,"FINLEY, ANDREW SHANE",https://911handymanservice.com/,Handyman,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 20:50:08.606112,,2025-08-02 05:26:37.931274,,
A & G ROOFING LLC,AGROORL806MZ,CONSTRUCTION CONTRACTOR,15082 NOOKACHAMPS ROAD,,MOUNT VERNON,,98273,(360) 842-6892,"FARIAS SABALA, GERARDO",https://agroofingcontractor.com/,Roofing,,,1.00,1.00,1.00,,completed,approved_download,2025-08-06 20:41:32.227696,,2025-08-02 05:26:37.931274,,
A BETTER ROOFING COMPANY INC,BETTERC052DT,CONSTRUCTION CONTRACTOR,4126 AIRPORT WAY S,,SEATTLE,WA,98108,(206) 935-1575,"MACMILLAN, SCOTT ALLEN",https://www.abetterroofing.com/,Roofing,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 20:39:38.019115,,2025-08-02 05:26:37.931274,,
A Better Crawl INC,BETTEBC914CD,CONSTRUCTION CONTRACTOR,6610 Kitsap Way,Ste. 101,BREMERTON,WA,98312,(360) 434-4222,"Baird, Melvin VAILE",https://www.crawlspacespecialist.com/,Attic & Crawl Space,,,0.95,1.00,0.95,,completed,approved_download,2025-08-06 20:38:46.061256,,2025-08-02 05:26:37.931274,,
A C ELECTRIC SERVICE,CELECCE873OZ,ELECTRICAL CONTRACTOR,20012 35 AVE S,,SEATAC,WA,98198,(206) 468-8668,"Hansen, Alyne",https://acelectricnw.com,Electrician,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 20:40:05.645185,,2025-08-02 05:26:37.931274,,
A C MOATE INDUSTRIES INC,ACMOAII965D2,CONSTRUCTION CONTRACTOR,2118 A STREET SE,,Auburn,WA,98002,(253) 887-9501,"MOATE, ALEJANDRA CAMACHO",https://acmoate.com,Concrete,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 20:40:23.278233,,2025-08-02 05:26:37.931274,,
A MILLICAN CRANE SERVICE INC,MILLICS934C2,CONSTRUCTION CONTRACTOR,180 NW Beaver Ridge Ln,,POULSBO,WA,98370,(360) 779-6723,"MILLICAN, ANDREW",https://millicancrane.com,Crane Service,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 20:44:23.532300,,2025-08-02 05:26:38.076378,,
A NU LOOK REMODELING LLC,NULOONL874N8,CONSTRUCTION CONTRACTOR,12010 116TH AVE CT E,,PUYALLUP,WA,98374,(253) 208-6871,"YATES, VERNE STEVEN",https://www.anulookremodeling.com/,Bathroom/Kitchen Remodel,,,0.85,0.90,0.85,,completed,approved_download,2025-08-06 20:45:22.291512,,2025-08-02 05:26:38.076378,,
A PAINTER'S EDGE INC,APAINEI776MC,CONSTRUCTION CONTRACTOR,335 MELISSA ST,,CAMANO ISLAND,WA,98282,(425) 750-3338,"DEVORA MCNABB, MICHELE P",https://apaintersedgeinc.com,Painting,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 20:45:47.736748,,2025-08-02 05:26:38.076378,,
A PLUS CONCRETE LLC,PLUSCPC753CC,CONSTRUCTION CONTRACTOR,4758 MT BAKER LOOP,,MOUNT VERNON,WA,98273,(360) 853-9651,"ARIAS GONZALEZ, ANDRES",https://www.aplusconcrete.biz/,Concrete,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 20:46:08.791921,,2025-08-02 05:26:38.076378,,
A PLUS HANDYMAN,APLUSH*817OZ,CONSTRUCTION CONTRACTOR,23159 Buchanan St,,Mount Vernon,WA,98273,(360) 961-1711,"MCDANIEL, CORY MICHAEL",https://www.aplushandymanskagit.com/,Handyman,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 21:03:45.273100,,2025-08-02 05:26:38.076378,,
A ROOFING,ROOFIR*764KM,CONSTRUCTION CONTRACTOR,12300 N.E. WOODINVILLE DR.,,WOODINVILLE,WA,98072,(425) 867-9643,"RUBIN, TRACIE RENEE",https://aroofing.us/,Roofing,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 20:47:52.403888,,2025-08-02 05:26:38.076378,,
A TO Z PLUMBING LLC,ZPLUMZP788NR,PLUMBING CONTRACTOR,2880 aegean ct ne,,Bremerton,WA,98311,(360) 979-8055,"CADY, ALEX KELLEY",https://atozplumbingco.com/,Plumbing,,,0.80,0.70,0.80,,completed,approved_download,2025-08-06 22:15:52.321684,,2025-08-02 05:26:38.076378,,
