business_name,phone_number,city,state,website_url,confidence_score,is_home_contractor,mailer_category
180 ELECTRIC LLC,(509) 475-1350,SPOKANE VALLEY,WA,https://www.spokanevalleyed.org/DocumentCenter/View/2374,1.000,,Electrical
12TH HANDYMAN,(707) 364-3996,SEATTLE,WA,https://www.12thhandyman.com/,1.000,True,Handyman
1 CHANCE CONCRETE & LNDSNG LLC,(360) 451-7021,OLYMPIA,WA,https://www.1chanceconcreteandlndsng.com,1.000,,Concrete
@HOME ESSENTIAL SERVICES LLC,(360) 919-6806,BELLINGHAM,WA,https://www.homeessentialservices.com,1.000,True,Handyman
23 CONCRETE LLC,(206) 640-4723,LAKE FOREST PARK,WA,https://www.23concrete.com,1.000,,Concrete
2001-WLD BRAES PARK LLC,(425) 576-9390,KIRKLAND,WA,https://www.2001wldbraespark.com,1.000,,Handyman
11210 LLC,(425) 453-8886,BELLEVUE,WA,https://www.11210.com,1.000,,Handyman
1ST RATE CONST & DRN WZD INC,(253) 347-7015,PUYALLUP,WA,https://www.1strateconstanddrnwzd.com,1.000,,Handyman
20/20 EXTERIORS,(509) 688-4480,DEER PARK,WA,https://www.2020exteriors.net,1.000,True,Roofing
+SUN TREE SERVICE LLC,(253) 468-0554,Parkland,WA,https://www.suntreeservice.com,1.000,True,Landscaping
2-SHEA'S PAINTING LLC,(360) 649-3783,TRACYTON,WA,https://www.2sheaspainting.com/,1.000,True,Painting
1 LEG ENTERPRISES LLC,(509) 378-6926,KENNEWICK,WA,https://www.1legenterprises.com,1.000,,Handyman
1 MAN & A TRACTOR,(253) 258-4703,BREMERTON,WA,https://www.1manandatractor.net,1.000,,Handyman
21st Century Electric LLC,(509) 670-1724,EAST WENATCHEE,WA,https://www.chelanpud.org/environment/solar-power,1.000,True,Electrical
2 SONS PLUMBING,(206) 736-6300,PACIFIC,WA,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,1.000,True,Plumbing
21ST CENTURY ELECTRIC,(360) 990-5012,BREMERTON,WA,https://www.21stcenturyelectric.net,1.000,,Electrical
2 SONS PLUMBING,(206) 736-6300,PACIFIC,WA,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,1.000,True,Plumbing
110% LLC,(360) 259-7189,YELM,WA,https://www.110.com,1.000,,Handyman
2 SONS PLUMBING,(206) 736-6300,PACIFIC,WA,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,1.000,True,Plumbing
123 Electric Service Inc,(425) 455-2027,Bellevue,WA,https://123electricservice.com/,1.000,True,Electrical
(TCHS) TRI-CITIES HOMES SERV,(509) 907-2154,WEST RICHLAND,WA,https://www.tchstricitieshomesserv.net,1.000,True,Handyman
1 BLOCK BROS LLC,(425) 367-7706,EVERETT,WA,https://www.1blockbros.com,1.000,,Handyman
2 PALMS DECORATIVE CNCRT LLC,(360) 693-7866,RIDGEFIELD,WA,https://www.2palmsdc.com/,1.000,True,Concrete
#1 CONSTRUCTION,(206) 383-3737,FEDERAL WAY,WA,https://www.1construction.com,1.000,,General Contractor
2 GUYS PLUMBING LLC,(360) 747-9205,CASTLE ROCK,WA,https://www.2guysplumbing.com/drain-cleaning,1.000,True,Plumbing
1 TOM PLUMBER STTL & GRTR ES,(425) 256-3408,WOODINVILLE,WA,https://us.nextdoor.com/pages/1-tom-plumber-woodinville-wa/,1.000,True,Plumbing
2 GUYS PLUMBING LLC,(360) 274-3453,CASTLE ROCK,WA,https://www.2guysplumbing.com/drain-cleaning,1.000,True,Plumbing
2 GRADE LLC,(360) 461-3992,PORT ANGELES,WA,https://www.2grade.com,1.000,,Handyman
1ST PLACE CONCRETE LLC,(509) 302-5679,KENNEWICK,WA,https://www.1stplaceconcrete.com,1.000,,Concrete
1ST CLASS PAVING,(360) 202-5200,ARLINGTON,WA,https://www.a1asphaltpc.com/,1.000,True,Concrete
1 TOM PLUMBER,(509) 727-3413,KENNEWICK,WA,https://www.1tomplumber.com/tri-cities/,1.000,True,Plumbing
2 GENERATIONS CONSTRUCTION LLC,(509) 302-0274,Kennewick,WA,https://www.2generationsconstruction.com,1.000,,Handyman
&RU ENTERPRISES LLC,(509) 475-2600,SPOKANE,WA,https://www.andruenterprises.com,1.000,,Handyman
2 RIVERS ABATEMENT LLC,(509) 221-8207,KENNEWICK,WA,https://www.2riversabatement.com,1.000,,Asbestos Abatement
1-2-3 PLUMBING LLC,(253) 882-4845,TACOMA,WA,https://www.123plumbing.com,1.000,,Plumbing
1ST CHOICE LANDSCAPING INC,(360) 926-3004,Marysville,WA,https://1stchoicelandscapinginc.com/,1.000,True,Landscaping
1LIFE CONSTRUCTION INC,(206) 676-2192,SEATTLE,WA,https://thepipedr.com/12345-lake-city-way-ne-ste-311-seattle-wa-98125/,1.000,True,Plumbing
1-16 INSTALLATION LLC,(253) 886-3937,EDGEWOOD,WA,https://www.116installation.com,1.000,,Handyman
2 CANNON RIVER CONST LLC,(509) 520-3138,DAYTON,WA,https://www.2cannonriverconst.com,1.000,,Handyman
1958 TUDOR LLC,(425) 628-8211,GIG HARBOR,WA,https://www.1958tudor.com,1.000,,Handyman
2 BROTHERS STONE MASONRY LLC,(509) 528-1032,PASCO,WA,https://www.2brothersstonemasonry.com,1.000,,Concrete
20th Century Contracting,(360) 606-8451,VANCOUVER,WA,https://www.20thcenturyroofing.com/,1.000,True,Roofing
2 BROTHERS CONTRACTING LLC,(360) 909-2265,VANCOUVER,WA,https://www.2brotherscontracting.com,1.000,True,Roofing
1 CALL CONSTRUCTION LLC,(360) 957-3383,KELSO,WA,https://www.1callconstruction.com,1.000,,Handyman
12TH MAN FLOORING LLC,(509) 993-4545,YELM,WA,https://www.thurstoncountywa.gov/departments/public-health-and-social-services/environmental-health/food-safety/food-safety-look-up,1.000,True,Flooring
2 BEARS DEVELOPME & CONST LLC,(360) 787-3465,VANCOUVER,WA,https://www.2bearsdevelopmeandconst.com,1.000,,Handyman
1UP FLOORS LLC,(253) 292-6775,SUMNER,WA,https://www.1upfloors.com,1.000,True,Flooring
@ YOUR SERVICE HOME APPL RPR,(425) 814-9462,KIRKLAND,WA,https://www.yourservicehomeapplrpr.net,1.000,True,Handyman
1 WAY ELECTRICAL SERVS LLC,(206) 694-9024,SEATTLE,WA,https://www.1wayelectricalservs.com,1.000,,Electrical
1ST RESPONSE HTG/AIR SLTNS LLC,(206) 643-1525,LAKE STEVENS,WA,https://www.1stresponsehtgairsltns.com,1.000,True,HVAC
+1 Construction LLC,(509) 679-2915,WENATCHEE,WA,https://www.1construction.com,1.000,,Handyman
#6 Productions LLC,(509) 859-3466,ELLENSBURG,WA,https://www.6productions.com,1.000,,
1ST PROPANE OF WHATCOM CTY INC,(360) 332-3121,BLAINE,WA,https://www.1stpropaneofwhatcomcty.com,1.000,,HVAC
1ST PRECISION PAINTING,(208) 757-0710,SPOKANE VALLEY,WA,https://www.1stprecisionpainting.com,1.000,,Painting
2 SONS PLUMBING LLC,(206) 736-6300,HOBART,WA,https://www.2sonsplumbing.com,1.000,True,Plumbing
12921 DEVELOPMENT LLC,(425) 443-2152,SUQUAMISH,WA,https://www.12921development.com,1.000,,Handyman
12 HAWK CONTRACTING LLC,(425) 750-7444,EVERETT,WA,https://www.12hawkcontracting.com,1.000,,Handyman
1ST PLACE STRIPING,(425) 357-8249,EVERETT,WA,http://www.1stplacestriping.com/services.cfm,1.000,False,Concrete
1528 NE 89TH STREET LLC,(425) 212-2210,EVERETT,WA,https://www.1528ne89thstreet.com,1.000,,Handyman
1812 EXTERIOR SOLUTIONS LLC,(253) 797-7172,Tacoma,WA,https://www.1812exteriorsolutions.com,1.000,,Roofing
#1 SIDING LLC,(360) 721-4342,LONGVIEW,WA,https://www.1siding.com,1.000,,Siding
1ST GENERATION ELECTRIC LLC,(206) 910-1212,RENTON,WA,https://1st.net,1.000,,Electrical
24 HOUR LOCK AND KEY LLC,(971) 720-9939,Vancouver,WA,https://www.24hourlockandkey.com,1.000,True,Handyman
2 G CONSTRUCTION,(509) 524-3404,WALLA WALLA,WA,https://www.2gconstruction.com,1.000,,Handyman
1-800-PLUMBER + AIR,(425) 298-6969,REDMOND,WA,https://1800plumber.com/,1.000,True,Plumbing
1 CROWN FLOORING LLC,(253) 301-7276,Gig Harbor,WA,https://www.1crownflooring.com,1.000,True,Flooring
1ST CHOICE ROOFING & SDNG LLC,(509) 845-6908,PASCO,WA,https://1st.net,1.000,,Roofing
#1 AQUA MATTERS,(206) 931-2595,MARYSVILLE,WA,https://www.1aquamatters.net,1.000,,Plumbing
1 RV PAINTING & RMDLNG LLC,(206) 602-0148,BURIEN,WA,https://www.1rvpaintingandrmdlng.com,1.000,True,Painting
1 Savanni LLC,(425) 220-1777,EDMONDS,WA,https://www.1savanni.com,1.000,,Handyman
101 ROOF CLEANING,(360) 531-3321,SEQUIM,WA,https://nextdoor.com/pages/101-roof-cleaning-port-townsend-wa/,1.000,True,Roofing
1 SON MASONRY LLC,(360) 880-4370,ONALASKA,WA,https://www.1sonmasonry.com,1.000,,Concrete
1 STUMP AT A TIME,(206) 354-9491,Stanwood,WA,https://www.1stumpatatime.net,1.000,True,Landscaping
1-2-3 CONSTRUCTION LLC,(360) 720-1125,OAK HARBOR,WA,https://www.1-2-3construction.com/,1.000,True,Kitchen & Bath
12 BROTHERS CONSTRUCTION LLC,(206) 922-9441,Renton,WA,https://www.12brothersconstruction.com,1.000,,Handyman
1-800 WATER DAMAGE/S PGT SD,(253) 927-4165,MILTON,WA,https://www.1800waterdamagespgtsd.net,1.000,True,Water Damage Restoration
2 Monkeys Enterprises,(360) 277-7758,SILVERDALE,WA,https://www.2monkeysenterprises.net,0.950,,Handyman
1 EZ SEPTIC SYSTEM INSTLR LLC,(509) 520-1586,MILTON FREEWATER,OR,https://www.1ezseptic.com/,0.950,True,Septic Services
1121 - 34TH AVE TOWNHOMES GC,(206) 347-3472,SEATTLE,WA,https://www.112134thavetownhomesgc.net,0.950,,Handyman
12 STONE CONTRACTING GROUP,(435) 703-8653,SAINT GEORGE,UT,https://www.12stonecontractinggroup.net,0.950,,General Contracting
2 OLD DOGS MILLWRK & CBNT INST,(425) 362-8594,RENTON,WA,https://www.2olddogsmillwrkandcbntins.net,0.950,,Handyman
237 SPLICING,(253) 278-0139,PUYALLUP,WA,https://www.237splicing.net,0.950,,Handyman
11 DEGREES RESIN,(425) 585-8293,LAKE STEVENS,WA,https://www.11degreesresin.net,0.950,,Handyman
11211 STERLING GC,(509) 943-1588,RICHLAND,WA,https://www.11211sterlinggc.net,0.950,,General Contractor
2 THE POINT,(206) 861-4380,BURIEN,WA,https://www.2thepoint.net,0.950,,Handyman
A & B PAINTING FLOORING,(509) 205-2911,KENNEWICK,WA,https://www.aandbpaintingfloorin.com,0.900,True,Painting
24 HOUR FLOOD RESPONSE,(206) 380-4986,SEATTLE,WA,https://24hourfloodresponse.com,0.900,True,Water Damage Restoration
ABSOLUTE PLUMBING & REMODELING,(206) 841-5184,REDMOND,WA,https://www.absoluteplumbingandr.com,0.900,True,Plumbing
1ST CHOICE TESTING LLC,(425) 273-3106,MOUNTLAKE TERRACE,WA,https://1stchoicetesting.com,0.900,True,Plumbing
10 STAR CONSTRUCTION LLC,(425) 772-8264,LYNNWOOD,WA,https://10starconstruction.com/,0.900,True,Handyman
2 BROTHERS INC,(360) 332-6300,BLAINE,WA,https://www.2brothers.com,0.900,,Handyman
1ST AVE KITCHEN & BATH INC,(206) 402-3582,SEATTLE,WA,https://1st.net,0.900,True,Kitchen & Bath
1ST AIR MECHANICAL INC,(509) 218-2124,MEAD,WA,https://1st.net,0.900,,Electrical
12DECKS LLC,(206) 487-6747,MOUNTLAKE TERRACE,WA,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD,0.900,True,Decking
1407-WLD STARLIGHT 13 LLC,(425) 576-9390,KIRKLAND,WA,https://www.southwindfloors.com/,0.900,True,Flooring
1ST CHOICE RESTORATION INC,(509) 734-7737,KENNEWICK,WA,https://1stchoicerestoration.com,0.900,True,Restoration
360 ROOFING & CONSTRUCTION LLC,(360) 670-7086,PORT ANGELES,WA,https://www.360roofingandconstru.com,0.900,True,Roofing
"2 OLD GUYS CONSTRUCTION, LLC",(425) 971-4074,EVERETT,WA,https://3guysconstruction.com/,0.900,True,Concrete
A C ROOFING CONTRACTOR LLC,(425) 496-9121,RENTON,WA,https://www.acroofingcontractorl.com,0.900,True,Roofing
A&R FLOORING CONSTRUCTION LLC,(360) 949-5508,Woodland,WA,https://www.aandrflooringconstru.com,0.900,True,Flooring
1855SLABJACK,(509) 888-4600,EAST WENATCHEE,WA,https://slabjackgeotechnical.com/geotech/,0.900,True,Concrete
1ST PROSERVICE LLC,(206) 495-2060,Bonney Lake,WA,https://www.1stproservice.com/areas-we-serve,0.900,True,Handyman
100 PROOF DRYWALL LLC,(360) 317-3229,SOUTHWORTH,WA,https://www.100proofdrywall.com/,0.900,True,Drywall
1ST CHOICE CUSTOM HOMES LLC,(425) 941-3533,FALL CITY,WA,https://1stchoicecustomhomes.com,0.900,True,Custom Homebuilder
AB ROOFING & PAINTING LLC,(509) 306-1814,Inyokern,CA,https://www.abroofingandpainting.com,0.900,True,Roofing
1 STRUCTURE LLC,(360) 694-2552,VANCOUVER,WA,https://1structure.com/,0.900,False,Commercial Contractors
12 GENERAL CONSTRUCTION LLC,(253) 391-1178,Spanaway,WA,https://www.12generalconstructionllc.com/,0.900,True,Roofing
1ST CHOICE PLUMBING/REPAIR LLC,(509) 966-0385,SELAH,WA,https://1stchoiceplumbingrepair.com,0.900,,Plumbing
112TH LLC,(360) 652-7745,NORTH LAKEWOOD,WA,https://www.masterbrandcabinets.com/dealers/wa/lakewood/16694/,0.900,True,Kitchen & Bath
AAA ELECTRICAL CONTRACTORS INC,(509) 775-3051,REPUBLIC,WA,https://www.aaaelectricalcontrac.com,0.900,True,Electrical
12TH MAN ROOFING LLC,(425) 219-8488,BOTHELL,WA,https://www.lni.wa.gov/licensing-permits/other-licenses-permits/asbestos-certification,0.900,True,Roofing
215-WLD DOWNFIELD LLC,(425) 576-9390,KIRKLAND,WA,https://www.215wlddownfield.com,0.900,,Handyman
11347 20TH AVE NE LLC,(425) 212-2210,EVERETT,WA,https://www.1134720thavene.com,0.900,,Handyman
1-800-BOARDUP,(206) 522-9570,Bremerton,WA,https://1-800boardup.com/store/seattle/,0.900,True,Handyman
ACTION ROOFING & REMODELING,(425) 471-0006,EVERETT,WA,https://www.actionroofingandremo.com,0.900,True,Roofing
1871 Woodworks,(509) 991-0552,SPOKANE,WA,https://apps.sd.gov/hc65bidletting/SupplierDefault.aspx,0.900,True,Handyman
1794 EXCAVATING LLC,(253) 255-1794,ENUMCLAW,WA,https://apps.ecology.wa.gov/paris/PermitsBySIC-NAICS.aspx?ctl00_ContentPlaceHolder1_RadGridPermitSearchResultsChangePage=194_50,0.900,,Excavation
3D CONSTRUCTION & ROOFING LLC,(360) 600-1809,VANCOUVER,WA,https://www.3dconstructionandroo.com,0.900,True,Roofing
1800 ROOF PRO LLC,(360) 386-8846,ARLINGTON,WA,https://www.servpro.com/,0.900,,Roofing
1 Epic Installation LLC,(206) 423-9071,TUKWILA,WA,https://www.1epicinstallation.com,0.900,,Handyman
12 FRAMERS LLC,(253) 285-8730,FEDERAL WAY,WA,https://www.thebluebook.com/iProView/1576322/puget-sound-framing-llc/subcontractors/,0.900,True,Framing
ACCURATE PLUMBING & HVAC LLC,(360) 944-8952,VANCOUVER,WA,https://www.accurateplumbingandh.com,0.900,True,Plumbing
1-800-BOARDUP OF CLARK COUNTY,(248) 594-1144,BIRMINGHAM,MI,https://1-800boardup.com/locations/,0.900,True,Handyman
16D LLC,(206) 354-0876,VASHON,WA,https://www.graysharbor.us/howdoi/small_works_projects_awarded.php,0.900,,Electrical
3 FOLD CONSTRUCTION/PAINTING,(541) 806-0642,HOOD RIVER,OR,https://www.3foldconstruction/pa.com,0.900,True,Painting
211-WLD KILBIRNIE LLC,(425) 576-9390,KIRKLAND,WA,https://www.211wldkilbirnie.com,0.900,,Handyman
168 KITCHEN & BATH CORP,(206) 495-3376,SEATTLE,WA,https://www.redfin.com/WA/Seattle/168-18th-Ave-98122/unit-A/home/8190308,0.900,True,Kitchen & Bath
12th Can Painting,(253) 802-1969,AUBURN,WA,https://www.auburnwa.gov/city_hall/parks_arts_recreation/arts_and_entertainment/postmark_center_for_the_arts/postmark_center_events,0.900,True,Painting
1ST CAST PAINTING & RENVTN LLC,(360) 931-3192,KELSO,WA,https://1st.net,0.900,,Painting
101 GENERAL CONTRACTING LLC,(360) 477-6460,Port Angeles,WA,https://101generalcontracting.com/,0.900,True,Concrete
AAT PAINTING & REMODELING LLC,(971) 295-3069,TROUTDALE,OR,https://www.aatpaintingandremode.com,0.900,True,Painting
1-800-BOARDUP,(360) 345-1095,CHEHALIS,WA,https://1-800boardup.com/locations/,0.900,True,Handyman
1MANHANDYMAN LLC,(360) 244-3257,YAKIMA,WA,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD&api_foundry=true,0.900,True,Handyman
10TH CASTLE LLC,(503) 860-0598,VANCOUVER,WA,https://www.10thcastle.com/,0.900,True,Kitchen & Bath
1st Choice Plumbing & Repair,(509) 895-9565,SELAH,WA,https://1stchoiceplumbingrepair.com,0.900,True,Plumbing
123 IRRIGATION LLC,(425) 548-0154,BOTHELL,WA,https://www.redfin.com/WA/Leavenworth/123-Jaybird-Ln-98826/home/75144668,0.900,True,Landscaping
1ST CLASS CONSTRUCTION INC,(253) 426-8109,Marysville,WA,https://1stclassconstruction.com,0.900,True,Kitchen & Bath
132ND CONSTRUCTS LLC,(206) 380-1099,Bothell,WA,https://132ndconstructs.com/about-us/,0.900,True,Kitchen & Bath
2 THE POINT LLC,(206) 861-4380,LAKE TAPPS,WA,https://www.2thepoint.com,0.900,,
1LOVE PAINTING LLC,(360) 787-3725,VANCOUVER,WA,https://nextdoor.com/pages/columbia-home-repair-vancouver-wa/,0.900,True,Painting
1ONE CONSTRUCTION LLC,(425) 478-8893,SEATTLE,WA,https://1oneconstruction.com,0.900,True,Remodeling
132R LLC,(253) 680-9064,KENT,WA,https://www.132r.com,0.900,,Handyman
A B M PAINTING CONTRACTOR,(360) 574-8324,VANCOUVER,WA,https://www.abmpaintingcontracto.com,0.900,True,Painting
504 PAINTING AND CONSTRUCTION,(971) 506-2608,VANCOUVER,WA,https://www.504paintingandconstr.com,0.900,True,Painting
1ST AMERICAN PLUMBING INC,(509) 952-1734,YAKIMA,WA,https://1stamericanplumbing.com,0.900,True,Plumbing
2 BROTHERS PAINTING LLC,(206) 231-8589,SEATTLE,WA,https://2brotherspaintingllc.com/project/west-seattle-1/,0.900,True,Painting
