id,business_name,phone_number,address_line_1,city,state,zip_code,website_url,confidence_score,is_home_contractor,mailer_category,contractor_license_type_code_desc,processing_status,last_processed
343,2 SONS PLUMBING,(206) 736-6300,,PACIFIC,WA,,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,1.00,True,Plumbing,ELECTRICAL CONTRACTOR,completed,2025-07-23 18:20:34
122,123 Electric Service Inc,(425) 455-2027,,Bellevue,WA,,https://123electricservice.com/,1.00,True,Electrical,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:54:08
14,(TCHS) TRI-CITIES HOMES SERV,(509) 907-2154,,WEST RICHLAND,WA,,https://www.tchstricitieshomesserv.net,1.00,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:15:57
23,1 BLOCK BROS LLC,(425) 367-7706,,EVERETT,WA,,https://www.1blockbros.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:17
336,2 PALMS DECORATIVE CNCRT LLC,(360) 693-7866,,RIDGEFIELD,WA,,https://www.2palmsdc.com/,1.00,True,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:19:51
4,#1 CONSTRUCTION,(206) 383-3737,,FEDERAL WAY,WA,,https://www.1construction.com,1.00,,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:12:22
328,2 GUYS PLUMBING LLC,(360) 747-9205,,CASTLE ROCK,WA,,https://www.2guysplumbing.com/drain-cleaning,1.00,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:54
44,1 TOM PLUMBER STTL & GRTR ES,(425) 256-3408,,WOODINVILLE,WA,,https://us.nextdoor.com/pages/1-tom-plumber-woodinville-wa/,1.00,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 03:17:26
327,2 GUYS PLUMBING LLC,(360) 274-3453,,CASTLE ROCK,WA,,https://www.2guysplumbing.com/drain-cleaning,1.00,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 18:18:41
322,2 GRADE LLC,(360) 461-3992,,PORT ANGELES,WA,,https://www.2grade.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:48
270,1ST PLACE CONCRETE LLC,(509) 302-5679,,KENNEWICK,WA,,https://www.1stplaceconcrete.com,1.00,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:15:53
259,1ST CLASS PAVING,(360) 202-5200,,ARLINGTON,WA,,https://www.a1asphaltpc.com/,1.00,True,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 17:57:30
43,1 TOM PLUMBER,(509) 727-3413,,KENNEWICK,WA,,https://www.1tomplumber.com/tri-cities/,1.00,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 03:17:15
321,2 GENERATIONS CONSTRUCTION LLC,(509) 302-0274,,Kennewick,WA,,https://www.2generationsconstruction.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:27
12,&RU ENTERPRISES LLC,(509) 475-2600,,SPOKANE,WA,,https://www.andruenterprises.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:12:25
340,2 RIVERS ABATEMENT LLC,(509) 221-8207,,KENNEWICK,WA,,https://www.2riversabatement.com,1.00,,Asbestos Abatement,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:20:28
48,1-2-3 PLUMBING LLC,(253) 882-4845,,TACOMA,WA,,https://www.123plumbing.com,1.00,,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 03:17:35
238,1ST CHOICE LANDSCAPING INC,(360) 926-3004,,Marysville,WA,,https://1stchoicelandscapinginc.com/,1.00,True,Landscaping,CONSTRUCTION CONTRACTOR,completed,2025-07-23 05:28:37
200,1LIFE CONSTRUCTION INC,(206) 676-2192,,SEATTLE,WA,,https://thepipedr.com/12345-lake-city-way-ne-ste-311-seattle-wa-98125/,1.00,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 05:17:43
46,1-16 INSTALLATION LLC,(253) 886-3937,,EDGEWOOD,WA,,https://www.116installation.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:17:27
307,2 CANNON RIVER CONST LLC,(509) 520-3138,,DAYTON,WA,,https://www.2cannonriverconst.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:07
193,1958 TUDOR LLC,(425) 628-8211,,GIG HARBOR,WA,,https://www.1958tudor.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:58:35
305,2 BROTHERS STONE MASONRY LLC,(509) 528-1032,,PASCO,WA,,https://www.2brothersstonemasonry.com,1.00,,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:18
387,20th Century Contracting,(360) 606-8451,,VANCOUVER,WA,,https://www.20thcenturyroofing.com/,1.00,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:25:15
301,2 BROTHERS CONTRACTING LLC,(360) 909-2265,,VANCOUVER,WA,,https://www.2brotherscontracting.com,1.00,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:44
24,1 CALL CONSTRUCTION LLC,(360) 957-3383,,KELSO,WA,,https://www.1callconstruction.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:30
133,12TH MAN FLOORING LLC,(509) 993-4545,,YELM,WA,,https://www.thurstoncountywa.gov/departments/public-health-and-social-services/environmental-health/food-safety/food-safety-look-up,1.00,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:55:26
294,2 BEARS DEVELOPME & CONST LLC,(360) 787-3465,,VANCOUVER,WA,,https://www.2bearsdevelopmeandconst.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:29
289,1UP FLOORS LLC,(253) 292-6775,,SUMNER,WA,,https://www.1upfloors.com,1.00,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:17:17
18,@ YOUR SERVICE HOME APPL RPR,(425) 814-9462,,KIRKLAND,WA,,https://www.yourservicehomeapplrpr.net,1.00,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:16:09
45,1 WAY ELECTRICAL SERVS LLC,(206) 694-9024,,SEATTLE,WA,,https://www.1wayelectricalservs.com,1.00,,Electrical,ELECTRICAL CONTRACTOR,completed,2025-07-23 03:17:20
280,1ST RESPONSE HTG/AIR SLTNS LLC,(206) 643-1525,,LAKE STEVENS,WA,,https://www.1stresponsehtgairsltns.com,1.00,True,HVAC,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:16:09
15,+1 Construction LLC,(509) 679-2915,,WENATCHEE,WA,,https://www.1construction.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:15:54
8,#6 Productions LLC,(509) 859-3466,,ELLENSBURG,WA,,https://www.6productions.com,1.00,,,CONSTRUCTION CONTRACTOR,completed,2025-07-23 02:35:15
274,1ST PROPANE OF WHATCOM CTY INC,(360) 332-3121,,BLAINE,WA,,https://www.1stpropaneofwhatcomcty.com,1.00,,HVAC,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:15:58
273,1ST PRECISION PAINTING,(208) 757-0710,,SPOKANE VALLEY,WA,,https://www.1stprecisionpainting.com,1.00,,Painting,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:15:48
347,2 SONS PLUMBING LLC,(206) 736-6300,,HOBART,WA,,https://www.2sonsplumbing.com,1.00,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:20:56
127,12921 DEVELOPMENT LLC,(425) 443-2152,,SUQUAMISH,WA,,https://www.12921development.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:54:48
109,12 HAWK CONTRACTING LLC,(425) 750-7444,,EVERETT,WA,,https://www.12hawkcontracting.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 03:20:42
271,1ST PLACE STRIPING,(425) 357-8249,,EVERETT,WA,,http://www.1stplacestriping.com/services.cfm,1.00,False,Concrete,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:15:41
155,1528 NE 89TH STREET LLC,(425) 212-2210,,EVERETT,WA,,https://www.1528ne89thstreet.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:56:48
181,1812 EXTERIOR SOLUTIONS LLC,(253) 797-7172,,Tacoma,WA,,https://www.1812exteriorsolutions.com,1.00,,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-07-23 04:58:03
6,#1 SIDING LLC,(360) 721-4342,,LONGVIEW,WA,,https://www.1siding.com,1.00,,Siding,CONSTRUCTION CONTRACTOR,completed,2025-07-23 02:35:15
265,1ST GENERATION ELECTRIC LLC,(206) 910-1212,,RENTON,WA,,https://1st.net,1.00,,Electrical,ELECTRICAL CONTRACTOR,completed,2025-07-23 05:30:40
416,24 HOUR LOCK AND KEY LLC,(971) 720-9939,,Vancouver,WA,,https://www.24hourlockandkey.com,1.00,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:59:51
319,2 G CONSTRUCTION,(509) 524-3404,,WALLA WALLA,WA,,https://www.2gconstruction.com,1.00,,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-07-23 18:18:35
56,1-800-PLUMBER + AIR,(425) 298-6969,,REDMOND,WA,,https://1800plumber.com/,1.00,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-07-23 03:18:06
