business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
A A ANDERSON CO INC,AAANDCI131LT,CONSTRUCTION CONTRACTOR,1409 N FOREST ST,,BELLINGHAM,WA,98225,(360) 734-7710,"WENDLING, SHARON ANN",https://www.whatcomlocal.com/l/wa/heating-contractors,HVAC,"A A Anderson Co Inc is a family-owned and operated business specializing in HVAC and electrical services for both residential and commercial clients in Bellingham, WA.","Heating installation and repair, Air conditioning installation and repair, Sheet metal fabrication, Service calls",0.81,0.75,0.90,,completed,approved_download,2025-07-24 04:53:56.902285,,2025-07-22 23:37:37.330647
A B PLUMBING LLC,BPLUMBP761OE,CONSTRUCTION CONTRACTOR,P.O. Box 647,,MCKENNA,WA,98558,(360) 481-5520,"BOSTWICK, ANDREW M",http://www.ezwaterheater.com/states/wa/plumbersWA.html,Plumbing,"A B Plumbing LLC is a plumbing contractor based in McKenna, WA, providing various plumbing services.","Residential plumbing, Drain cleaning, Pipe installation and repair, Leak detection and repair",0.81,0.75,0.90,,completed,approved_download,2025-07-24 04:54:31.659656,,2025-07-22 23:37:37.330647
A BETTER ROOFING COMPANY INC,BETTERC052DT,CONSTRUCTION CONTRACTOR,4126 AIRPORT WAY S,,SEATTLE,WA,98108,(206) 935-1575,"MACMILLAN, SCOTT ALLEN",https://westseattle.wschamber.com/list/member/a-better-roofing-company-inc-592,Roofing,"A Better Roofing Company, Inc is a family-owned roofing contractor based in Seattle, specializing in residential roof replacement and installation.","Roof Replacement, Roof Installation, Roof Repair",0.81,0.75,0.90,,completed,approved_download,2025-07-24 04:54:52.368407,,2025-07-22 23:37:37.330647
A Better Crawl INC,BETTEBC914CD,CONSTRUCTION CONTRACTOR,6610 Kitsap Way,Ste. 101,BREMERTON,WA,98312,(360) 434-4222,"Baird, Melvin VAILE",https://www.abettercrawlinc.com/,Basement Waterproofing,"A Better Crawl, Inc. specializes in crawlspace and basement repair services, providing affordable permanent solutions to common problems such as moisture, mildew, and structural issues.","Crawlspace Encapsulation, Basement Waterproofing, Cleanup & Restoration, Water Mitigation, Attic Insulation",0.85,0.75,1.00,,completed,approved_download,2025-07-24 04:54:37.256882,,2025-07-22 23:37:37.330647
A C MOATE INDUSTRIES INC,ACMOAII965D2,CONSTRUCTION CONTRACTOR,2118 A STREET SE,,Auburn,WA,98002,(253) 887-9501,"MOATE, ALEJANDRA CAMACHO",https://www.acmoate.com/contact/,Concrete,"A.C. Moate Industries Inc. is a full-service parking lot construction and maintenance company specializing in asphalt paving, sealcoating, and repairs.","Asphalt Paving, Sealcoating, Crack Filling, Pothole Repairs, Striping, Curb Installation, Concrete Slab Installation, Sweeping Services, Winter Services",0.81,0.75,0.90,,completed,approved_download,2025-07-24 04:54:55.812698,,2025-07-22 23:37:37.330647
A D MASTER CONSTRUCTION LLC,ADMASMC771RR,CONSTRUCTION CONTRACTOR,5407 VILLAGE PARK DR SE,APT 3214,BELLEVUE,WA,98006,(206) 960-1898,"APONCHUK, DMYTRO",https://admasterconstruction.com,Remodeling,"A.D.Master Construction LLC specializes in all stages of construction and remodeling, offering a full range of services for both exterior and interior work on homes.","Complete Kitchen Renovation, Complete Bathroom Renovation, Drywall, Flooring, Roofing, Siding, Decks, Doors & Windows, Painting, Framing",0.90,,0.90,,completed,approved_download,2025-07-24 04:55:26.223566,,2025-07-22 23:37:37.330647
A DESIGN STUDIO SEATTLE,DESIGDS802CK,CONSTRUCTION CONTRACTOR,PO Box 496,,Snohomish,WA,98291,(360) 929-3077,"MUELLER, GRACIA ANN",https://adesignstudioseattle.com,Signage,"A Design Studio Seattle specializes in signage design, brand identity, and wayfinding solutions.","Signage Design, Brand Implementation, Wayfinding Solutions, ADA Signage, Graphic Design, Project Management",0.90,,0.90,,completed,approved_download,2025-07-24 04:55:32.612292,,2025-07-22 23:37:37.330647
A DESIGN STUDIO SEATTLE,DESIGDS782CP,ELECTRICAL CONTRACTOR,PO BOX 496,,SNOHOMISH,WA,982910496,(360) 929-3077,"MUELLER, GRACIA",https://adesignstudioseattle.com,Electrical,"A Design Studio Seattle specializes in signage design, including wayfinding, brand identity, and ADA signage, serving a variety of clients from local businesses to national development groups.","Signage Design, Wayfinding, ADA Signage, Brand Identity, Project Management, Fabrication, Installation",0.90,,0.90,,completed,approved_download,2025-07-24 04:55:35.604876,,2025-07-22 23:37:37.330647
A GLASS ENTERPRISE INC,GLASSEI936C6,CONSTRUCTION CONTRACTOR,212 SOUTH TOWER,,CENTRALIA,WA,98531,(360) 736-1141,"IVIE, CURTIS JAMES",https://www.aglassenterprise.com/,Auto Glass,"A Glass Enterprise Inc is a family-owned glass service provider in Centralia, WA, offering a wide range of glass sales, installations, and services for residential and commercial clients.","Glass sales, Glass installations, Auto glass services, Shower doors and mirrors, Windows and doors, Heavy equipment glass services, Emergency glass services",0.81,0.75,0.90,,completed,approved_download,2025-07-24 04:56:00.607904,,2025-07-22 23:37:37.330647
A MILLICAN CRANE SERVICE INC,MILLICS934C2,CONSTRUCTION CONTRACTOR,180 NW Beaver Ridge Ln,,POULSBO,WA,98370,(360) 779-6723,"MILLICAN, ANDREW",https://www.millicancrane.com/contact-us/,Crane Service,"Millican Crane Service provides reliable crane and heavy-duty truck rentals in the Pacific Northwest, focusing on safety and customer satisfaction since 1997.","Crane rental, Truck rental, Diesel engine repair, Heavy equipment maintenance",0.81,0.75,0.90,,completed,approved_download,2025-07-24 04:56:57.386420,,2025-07-22 23:37:37.460889
A NEFF IS ENOUGH LLC,ANEFFIE809CE,CONSTRUCTION CONTRACTOR,17602 Dusty Court SW,,TENINO,WA,98589,(360) 269-2989,"Neff, Johan A",https://aneffisenough.com,Handyman,"A Neff is Enough provides fast, friendly home improvement and repair services in Olympia, Lacey, and all of Thurston County.","General contracting, Fire and flood damage restoration, Kitchen and bath remodeling, New construction",1.00,,1.00,,completed,approved_download,2025-07-24 04:57:20.827998,,2025-07-22 23:37:37.460889
A NU LOOK REMODELING LLC,NULOONL874N8,CONSTRUCTION CONTRACTOR,12010 116TH AVE CT E,,PUYALLUP,WA,98374,(253) 208-6871,"YATES, VERNE STEVEN",https://anulookremodeling.com,Kitchen & Bath,"A Nu Look Remodeling specializes in home remodeling projects, including kitchen and bathroom renovations, with a focus on quality workmanship and customer satisfaction.","Kitchen Remodeling, Bathroom Remodeling, Room Additions, Custom Deck Construction, Home Accessibility Remodeling",0.90,,0.90,,completed,approved_download,2025-07-24 04:57:24.526311,,2025-07-22 23:37:37.460889
A ROOFING,ROOFIR*764KM,CONSTRUCTION CONTRACTOR,12300 N.E. WOODINVILLE DR.,,WOODINVILLE,WA,98072,(425) 867-9643,"RUBIN, TRACIE RENEE",https://aroofing.us/,Roofing,"A Roofing has been providing quality roofing, skylights, and gutter services to residents throughout Washington for over 40 years.","Roof installation, Roof repair, Skylight installation, Gutter installation and replacement",0.85,0.75,1.00,,completed,approved_download,2025-07-24 04:58:19.204944,,2025-07-22 23:37:37.460889
A Rightway Painting LLC,RIGHTRP892OL,CONSTRUCTION CONTRACTOR,1123 Wright Rd Se,,TENINO,WA,98589,(360) 464-8591,"Slinkard, Christian Andrew",https://www.procore.com/network/p/a-rightway-painting-tenino,Painting,"A Rightway Painting LLC is a contractor based in Tenino, WA, specializing in interior and exterior painting services for residential and commercial clients.","Interior painting, Exterior painting, House trimming, Fence installation",0.81,0.75,0.90,,completed,approved_download,2025-07-24 04:58:23.465505,,2025-07-22 23:37:37.460889
A WESCO SEPTIC SERVICE INC,AWESCSS997RG,CONSTRUCTION CONTRACTOR,16607 SR 9 SE,,SNOHOMISH,WA,98296,(360) 668-6561,"BUNT, LEWIS",https://www.awescoseptic.com/,Plumbing,"A Wesco Septic is a second-generation family-owned and operated septic services business proudly serving Snohomish County, King County, and Camano Island.","Septic Tank Pumping, Septic Inspection, Septic Repairs and Maintenance",0.85,0.75,1.00,,completed,approved_download,2025-07-24 04:59:26.585069,,2025-07-22 23:37:37.460889
A YOUR TOWN CHIMNEY INC,AYOURTC021OT,CONSTRUCTION CONTRACTOR,2126 E St,,Washougal,WA,98671,(360) 835-1366,"DILLEY, DANIEL HUGH",https://ayourtownchimney.com,Chimney Services,"A Your Town Chimney Inc offers affordable chimney cleaning, sweep services, and stove installations in the Vancouver, WA area, ensuring safety and functionality for homeowners.","Chimney Cleaning, Chimney Sweep, Gas Fireplace Repair, Wood Stove Installation and Repair, Pellet Stove Installation and Repair, Chimney Inspections, Dryer Vent Cleaning",1.00,,1.00,,completed,approved_download,2025-07-24 04:59:38.640617,,2025-07-22 23:37:37.460889
A&D PRO PAINTING LLC,DPROPPP762C9,CONSTRUCTION CONTRACTOR,1807 SHAW RD,,PUYALLUP,WA,98372,(253) 355-7178,"ROMERO CRUZ, MARIANA",https://adpropainting.com,Painting,"A&D Pro Painting offers expert painting, drywall, and carpentry services for homeowners in Puyallup, Tacoma, Bonney Lake, and nearby areas.","Interior House Painting, Exterior House Painting, Drywall Repair, Deck and Fence Staining, Custom Carpentry Work",1.00,,1.00,,completed,approved_download,2025-07-24 05:00:12.883208,,2025-07-22 23:37:37.460889
A&E SIDING LLC,ESIDISL848KO,CONSTRUCTION CONTRACTOR,6904 165th Street Ct E,,Puyallup,WA,98375,(253) 888-0236,"German, Aleksandr Pavlovich",https://aesiding.com,Siding,"A&E Siding LLC is a family-owned siding company based in Puyallup, WA, specializing in residential and commercial siding installation and repair. They focus on high-quality craftsmanship and exceptional customer service.","New Construction Siding, Siding Replacement, ColorPlus® Technology Siding Solutions",1.00,,1.00,,completed,approved_download,2025-07-24 05:00:19.970048,,2025-07-22 23:37:37.460889
A&F CONCRETE LLC,FCONCCL767JS,CONSTRUCTION CONTRACTOR,2321 CHESNEY RD E,,TACOMA,WA,98445,(253) 302-6382,"VALENCIA RAMOS, FERNANDO",https://www.anfconcrete24.com/,Concrete,"A&F Concrete is a leading concrete construction company in Tacoma, WA, specializing in flat work and committed to customer satisfaction.","Concrete Floor Installation, Concrete Steps Design and Build, Concrete Sidewalks and Paths",0.83,0.75,0.95,,completed,approved_download,2025-07-24 05:00:15.980297,,2025-07-22 23:37:37.460889
A&G ACTIVE INSULATION LLC,AGACTAI814QH,CONSTRUCTION CONTRACTOR,6611 WORLINE RD,,BOW,WA,98232,(360) 982-9100,"CHAVELAS GARCIA, GABRIEL",https://agactiveinsulation.com,Insulation,"A&G Active Insulation is a family-owned insulation business in Skagit County, specializing in energy-efficient insulation solutions for homes.","Attic Insulation, Wall Insulation, Crawl Space Insulation, Soundproofing, Air & Duct Seals, Rodent Exclusion, Drill & Fill, Sanitizing & Deodorizing, Insulation Removal, Free Estimates",1.00,,1.00,,completed,approved_download,2025-07-24 05:00:32.144865,,2025-07-22 23:37:37.460889
A-1 SECURITY METAL FAB INC,A1SECMF090MG,CONSTRUCTION CONTRACTOR,6123 NE 63RD ST,,VANCOUVER,WA,986611906,(360) 696-2722,"THOMAS, PATRICK JOHN",https://www.columbian.com/news/2010/dec/04/a-1-security-metal-fab-inc/,Fencing,"A-1 Security Metal Fab Inc. is a welding shop specializing in ornamental iron railing, fences, and light metal fabrication.","Ornamental Iron Railing, Fences, Light Metal Fabrication, Aluminum Railing Systems",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:02:30.797526,,2025-07-22 23:37:37.460889
A-GRADE SEALCOATING,GRADES*821QN,CONSTRUCTION CONTRACTOR,18716 NE 25TH ST,,VANCOUVER,WA,98684,(360) 600-7352,"SHANNON, ROBERT MARTIN",https://agradesealcoating.com,Concrete,"A-Grade Sealcoating offers asphalt sealcoating, paving, and parking lot striping services in Vancouver, WA, ensuring customer satisfaction with every job.","Asphalt Sealcoating, Paving, Parking Lot Striping, Crack Sealing, Pothole Repair, Sign Installation, Asphalt Cleaning, Curb Painting",1.00,,1.00,,completed,approved_download,2025-07-24 05:03:09.205776,,2025-07-22 23:37:37.460889
A1 ASPHALT PAVING INC,A1ASPAP957DC,CONSTRUCTION CONTRACTOR,25210 45th Pl S,,KENT,WA,98032,(253) 630-6676,"GHAG, AMRIK SINGH",https://www.a1asphaltpc.com/,Concrete,"A1 Asphalt Paving Inc provides high-quality asphalt paving services to residents and businesses in Kent, Washington.","Asphalt paving, Driveway paving, Parking lot maintenance, Asphalt repair, Excavation services",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:04:18.380588,,2025-07-22 23:37:37.591709
A1 SEPTIC ON LOPEZ LLC,A1SEPSL810RJ,CONSTRUCTION CONTRACTOR,6382 FISHERMAN BAY RD,,LOPEZ ISLAND,WA,98261,(360) 622-6354,"KRAMER, JASON DALE",http://www.a1septiconlopez.com/contact-a1.html,Plumbing,A1 Septic on Lopez provides septic system services for residential and commercial properties on Lopez Island and surrounding areas.,"Septic system installation, Septic system pumping, Septic inspections, Outer island work",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:04:55.550115,,2025-07-22 23:37:37.591709
A1DESIGNBUILD,A1DES**755LZ,CONSTRUCTION CONTRACTOR,3310 Northwest Ave,,BELLINGHAM,WA,98225,(360) 734-5249,"MARTIN, PATRICK JOHN",https://sustainableconnections.org/a1-designbuild/,Home Builder,"A1DesignBuild is a designer and builder of homes in Bellingham and Whatcom County, specializing in home remodels and custom homes with a focus on sustainable practices.","Home Remodeling, Custom Home Building, Sustainable Design, Residential Construction",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:05:04.567121,,2025-07-22 23:37:37.591709
AAA METAL RAILINGS LLC,AAAMEMR790JK,CONSTRUCTION CONTRACTOR,7015 NE 181st,,Kenmore,WA,98028,(425) 247-9826,"AMAYA, MELANIE STEPHANIE",https://www.procore.com/network/p/aaa-metal-railings-llc-kenmore,Metal Fabrication,"AAA Metal Railings LLC specializes in custom metal railings for various applications including interior, exterior, stairs, and decks.","Custom Metal Railings, Interior Railings, Exterior Railings, Stair Railings, Deck Railings",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:07:03.391474,,2025-07-22 23:37:37.591709
