business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
10 PENNY CONSTRUCTION,10PENPC794JZ,CONSTRUCTION CONTRACTOR,3618 BURCHVALE RD,,WENATCHEE,WA,98801,(509) 699-6534,"SMYTHE, JASON FORREST",,Handyman,"10 Penny Construction is a contractor business located in Wenatchee, WA, specializing in various construction and repair services.",,0.70,,,,completed,pending_review,2025-07-23 03:18:21.945048,,2025-07-22 23:37:37.197793
101 WEST LLC,101WEWL795L8,CONSTRUCTION CONTRACTOR,PO BOX 2289,,SNOHOMISH,WA,98291,(425) 329-8202,"HANSON, RICHARD D",,Handyman,"101 WEST LLC is a construction contractor based in Snohomish, WA, potentially offering general repair services.",,0.70,,,,completed,pending_review,2025-07-23 03:19:04.591669,,2025-07-22 23:37:37.197793
10733 MERIDIAN AVE NE LLC,10733MA845QS,CONSTRUCTION CONTRACTOR,6501 EAGLE ROCK NE,STE B5,ALBUQUERQUE,NM,87113,(425) 290-2755,"KASSAM, FAIZEL",,Handyman,"10733 MERIDIAN AVE NE LLC is a contractor business based in Albuquerque, NM, specializing in general repair services.","General Repairs, Home Maintenance",0.70,,,,completed,pending_review,2025-07-23 03:19:32.228658,,2025-07-22 23:37:37.197793
108 Contractors,108COC*861NR,CONSTRUCTION CONTRACTOR,34407 8th CT SW,,FEDERAL WAY,WA,98023,(253) 347-7547,"Sripha, Thon",,Handyman,"108 Contractors is a construction contractor based in Federal Way, WA, specializing in various handyman services.","General Repairs, Home Maintenance, Remodeling",0.70,,,,completed,pending_review,2025-07-23 03:19:32.233516,,2025-07-22 23:37:37.197793
11 DEGREES RESIN,11DEGDR767PD,CONSTRUCTION CONTRACTOR,826 RHODORA HEIGHTS RD,,LAKE STEVENS,WA,98258,(425) 585-8293,"AVILA, CESAR OLIVER",,Handyman,"11 Degrees Resin specializes in resin-based projects and repairs, likely focusing on artistic and functional resin applications.","Resin installation, Resin repair, Custom resin projects",0.70,,,,completed,pending_review,2025-07-23 03:19:38.668424,,2025-07-22 23:37:37.197793
110% LLC,110LLL*812CA,CONSTRUCTION CONTRACTOR,206 W YELM AVE,,YELM,WA,98597,(360) 259-7189,"Schmier, Adam",,Handyman,"110% LLC is a construction contractor based in Yelm, WA, offering a range of handyman services.","General repairs, Home maintenance, Remodeling",0.70,,,,completed,pending_review,2025-07-23 03:19:59.354732,,2025-07-22 23:37:37.197793
11202 LLC,11202L*815KL,CONSTRUCTION CONTRACTOR,7900 SE 28TH ST STE 412,,MERCER ISLAND,WA,98040,(206) 797-9700,"NORTHWEST BUILDERS FINANCE, LL",,Handyman,"11202 LLC is a construction contractor based in Mercer Island, WA, specializing in various handyman services.","General Repairs, Home Maintenance, Minor Renovations",0.70,,,,completed,pending_review,2025-07-23 03:20:04.854091,,2025-07-22 23:37:37.197793
1121 - 34TH AVE TOWNHOMES GC,112133A833JG,CONSTRUCTION CONTRACTOR,1115A 34TH AVE,,SEATTLE,WA,98122,(206) 347-3472,"RHODES, LAURA R",,Handyman,"1121 - 34TH AVE TOWNHOMES GC is a construction contractor based in Seattle, WA, specializing in residential townhome projects.","General Repairs, Townhome Construction, Renovations",0.70,,,,completed,pending_review,2025-07-23 03:20:04.851939,,2025-07-22 23:37:37.197793
11210 LLC,11210L*833M8,CONSTRUCTION CONTRACTOR,10608 NE 2nd St Suite 202,,BELLEVUE,WA,98004,(425) 453-8886,SU LAND INC,,Handyman,"11210 LLC is a contractor business located in Bellevue, WA, licensed as a construction contractor.",,0.70,,,,completed,pending_review,2025-07-23 03:20:13.697491,,2025-07-22 23:37:37.197793
11211 STERLING GC,11211SG892QB,CONSTRUCTION CONTRACTOR,890 GEORGE WASHINGTON WAY,,RICHLAND,WA,99352,(509) 943-1588,"STERLING, JAMES J",,General Contractor,"11211 STERLING GC is a construction contractor based in Richland, WA, providing various construction services.","General construction, Remodeling, Renovation",0.70,,,,completed,pending_review,2025-07-23 03:20:09.311742,,2025-07-22 23:37:37.197793
11336 20TH AVE NE LLC,113362A842DA,CONSTRUCTION CONTRACTOR,"3726 BROADWAY, SUITE 301",,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT CHARLES",,Handyman,"11336 20TH AVE NE LLC is a contractor business based in Everett, WA, specializing in handyman services.","General Repairs, Home Maintenance, Minor Renovations",0.70,,,,completed,pending_review,2025-07-23 03:20:20.497313,,2025-07-22 23:37:37.197793
1134 LAKESIDE SOUTH LLC,1134LLS862PF,CONSTRUCTION CONTRACTOR,1111 3RD AVE STE 3000,,SEATTLE,WA,98101,(206) 254-5606,"KENNEDY, PATRICK F",,Handyman,"1134 Lakeside South LLC is a construction contractor based in Seattle, WA, specializing in general repair services.","General Repairs, Home Renovations, Maintenance Services",0.70,,,,completed,pending_review,2025-07-23 03:20:13.695450,,2025-07-22 23:37:37.197793
1170 REPUBLICAN ASSOCIATES LLC,1170RRA815KW,CONSTRUCTION CONTRACTOR,752 108TH AVE NE,,BELLEVUE,WA,98004,(425) 502-9199,"CORBETT, KEVIN JAMES",https://www.shoresmith.com/,Handyman,"1170 Republican Associates LLC is a contractor business located in Bellevue, WA, specializing in handyman services and general repairs.",,0.70,,,,completed,pending_review,2025-07-23 03:20:18.210257,,2025-07-22 23:37:37.197793
11737 40TH AVE NE LLC,117374A758J3,CONSTRUCTION CONTRACTOR,210 E BOSTON ST,,SEATTLE,WA,98102,(425) 344-3048,"MCKINNON, CAMERON NEIL",,Handyman,"11737 40TH AVE NE LLC is a licensed construction contractor based in Seattle, WA, potentially offering general repair services.",,0.70,,,,completed,pending_review,2025-07-23 03:20:22.614543,,2025-07-22 23:37:37.197793
12 STONE CONTRACTING GROUP,12STOSC821JL,CONSTRUCTION CONTRACTOR,2394 E MOUNTAIN LEDGE DR,,SAINT GEORGE,UT,84790,(435) 703-8653,"PRICE, SCOTT EDWARD",,General Contracting,"12 Stone Contracting Group is a construction contractor based in Saint George, UT, specializing in various construction services.","General Contracting, Construction Management, Remodeling, New Construction",0.70,,,,completed,pending_review,2025-07-23 03:20:54.471497,,2025-07-22 23:37:37.197793
12 TOOLS CUSTOM BUILDS,12TOOTC750K2,CONSTRUCTION CONTRACTOR,449 NW NESVIK WAY,,POULSBO,WA,98370,(360) 516-7728,"ONARHEIM, BERNT JOSEPH",https://lni.wa.gov/licensing-permits/contractors/hiring-a-contractor/verify-contractor-tradesperson-business,Handyman,"12 TOOLS CUSTOM BUILDS specializes in custom construction projects, likely focusing on residential services.","Custom builds, Home repairs, General handyman services",0.70,,,,completed,pending_review,2025-07-23 04:54:06.194654,,2025-07-22 23:37:37.197793
12'S IMPACT CONSTRUCTION LLC,12SIMIC790CJ,CONSTRUCTION CONTRACTOR,16915 SE 272ND ST,SUITE 100-102,KENT,WA,98042,(206) 348-0516,"GARCIA, SERGIO RIVERA",https://www.codepublishing.com/WA/Kent/html/Kent12/Kent1213.html,Handyman,"12'S IMPACT CONSTRUCTION LLC is a contractor business located in Kent, WA, specializing in various construction and repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:53:55.798130,,2025-07-22 23:37:37.197793
1202 5TH AVE N LLC,120255A836JS,CONSTRUCTION CONTRACTOR,3726 BROADWAY  STE 301,,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT C",https://www.treasury.gov/auctions/treasury/rp/bidresults.shtml,Handyman,"1202 5TH AVE N LLC is a contractor business located in Everett, WA, specializing in general repair services.","General Repairs, Home Maintenance, Residential Services",0.70,,,,completed,pending_review,2025-07-23 04:54:00.774119,,2025-07-22 23:37:37.197793
12051 20TH AVE NE LLC,120512A837RL,CONSTRUCTION CONTRACTOR,3726 BROADWAY  STE 301,,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT C",,Handyman,"12051 20TH AVE NE LLC is a contractor business located in Everett, WA, specializing in general repair services.","General Repairs, Home Maintenance",0.70,,,,completed,pending_review,2025-07-23 04:54:11.942401,,2025-07-22 23:37:37.197793
12921 DEVELOPMENT LLC,12921DL762DA,CONSTRUCTION CONTRACTOR,18978 ANGELINE AVE NE,,SUQUAMISH,WA,98392,(425) 443-2152,"SHAKERI, MOHAMMAD",,Handyman,"12921 DEVELOPMENT LLC is a contractor business located in Suquamish, WA, specializing in various handyman services.","General Repairs, Home Improvement, Maintenance Services",0.70,,,,completed,pending_review,2025-07-23 04:54:48.722962,,2025-07-22 23:37:37.197793
1301-WLD PERRA LLC,1301WPL868PS,CONSTRUCTION CONTRACTOR,1010 MARKET ST,,KIRKLAND,WA,98033,(425) 576-9390,"DONNER, MARK STEPHEN",https://www.redfin.com/WA/Bothell/19315-38th-Dr-SE-98012/home/112744991,Handyman,"1301-WLD PERRA LLC is a construction contractor based in Kirkland, WA, specializing in various handyman services.","General Repairs, Home Maintenance",0.70,,,,completed,pending_review,2025-07-23 04:55:05.662922,,2025-07-22 23:37:37.197793
1305-WLD LAKE SERENE LLC,1305WLS869PS,CONSTRUCTION CONTRACTOR,1010 MARKET ST,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS INC,https://snohomishcountywa.gov/DocumentCenter/View/136849,Handyman,"1305-WLD LAKE SERENE LLC is a contractor business located in Kirkland, WA, specializing in general repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:55:23.952236,,2025-07-22 23:37:37.197793
13528 1ST AVE NW LLC,135281A822Q7,CONSTRUCTION CONTRACTOR,3726 BROADWAY  STE 301,,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT C",https://www.redfin.com/WA/Seattle/13528-Burke-Ave-N-98133/home/102243,Handyman,"13528 1ST AVE NW LLC is a contractor business based in Everett, WA, specializing in general repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:55:32.056017,,2025-07-22 23:37:37.197793
1501-WLD SIERRA LLC,1501WSL841KL,CONSTRUCTION CONTRACTOR,1010 MARKET STREET,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS INC,https://www.snoco.org/proptax/search.aspx?parcel_number=01166200000600,Handyman,"1501-WLD SIERRA LLC is a contractor business located in Kirkland, WA, specializing in general repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:56:40.931916,,2025-07-22 23:37:37.197793
1514 NE 97TH ST LLC,1514NN9760O5,CONSTRUCTION CONTRACTOR,210 E BOSTON ST,,SEATTLE,WA,98102,(425) 344-3048,"MCKINNON, CAMERON NEIL",https://www.redfin.com/WA/Seattle/1514-NE-97th-St-98115/home/107241,Handyman,"1514 NE 97TH ST LLC is a licensed construction contractor based in Seattle, WA, potentially offering general repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:56:21.102521,,2025-07-22 23:37:37.197793
1528 NE 89TH STREET LLC,1528NN8841PS,CONSTRUCTION CONTRACTOR,3726 BROADWAY  STE 301,,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT C",,Handyman,"1528 NE 89TH STREET LLC is a contractor business based in Everett, WA, specializing in general repair services.","General Repairs, Home Maintenance, Minor Renovations",0.70,,,,completed,pending_review,2025-07-23 04:56:48.509789,,2025-07-22 23:37:37.197793
1602-WLD SF P1 LLC,1602WSP843QN,CONSTRUCTION CONTRACTOR,1010 MARKET ST,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS. INC,https://www.snoco.org/proptax/(S(epvo5pctctnrk2pojilmxzbt))/search.aspx?parcel_number=01167600005600,Handyman,"1602-WLD SF P1 LLC is a construction contractor based in Kirkland, WA, specializing in various home repair and improvement services.",,0.70,,,,completed,pending_review,2025-07-23 04:56:46.306620,,2025-07-22 23:37:37.197793
161ST AVE DEVELOPMENT LLC,161STAD831PJ,CONSTRUCTION CONTRACTOR,"1417 116TH AVE NE, SUITE 208",,BELLEVUE,WA,98004,(425) 828-3003,"HYATT, SEAN GEORGE",https://www.redmond.gov/406/Projects,Handyman,"161ST AVE DEVELOPMENT LLC is a contractor business located in Bellevue, WA, specializing in various construction and development services.",,0.70,,,,completed,pending_review,2025-07-23 04:57:10.344508,,2025-07-22 23:37:37.197793
1701-WLD ELK RUN 8 P1 LLC,1701WER821DF,CONSTRUCTION CONTRACTOR,1010 MARKET STREET,,KIRKLAND,WA,98033,(425) 576-9390,"DONNER, MARK STEPHEN",https://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol46/46-31/1345.html,Handyman,"1701-WLD ELK RUN 8 P1 LLC is a contractor business located in Kirkland, WA, specializing in general repair services.","General Repairs, Home Maintenance",0.70,,,,completed,pending_review,2025-07-23 04:57:27.768843,,2025-07-22 23:37:37.197793
1702-WLD ER 8 P23 LLC,1702WE8823DF,CONSTRUCTION CONTRACTOR,1010 MARKET STREET,,KIRKLAND,WA,98033,(425) 576-9390,"DONNER, MARK STEPHEN",https://washingtonobserver.substack.com/p/gambling-revenge-play-goes-sideways,Handyman,"1702-WLD ER 8 P23 LLC is a construction contractor based in Kirkland, WA, potentially offering general repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:57:17.064663,,2025-07-22 23:37:37.197793
1721 REMODEL CONSTRUCTION,1721RRC838DC,CONSTRUCTION CONTRACTOR,1721 217TH AVE CT E,,LAKE TAPPS,WA,98391,(253) 241-7525,"BLUMENTHAL, CLIFFORD LYNN",https://www.tacoma.uw.edu/campus-map/dou,Handyman,"1721 Remodel Construction is a contractor business located in Lake Tapps, WA, specializing in various remodeling and repair services.","Home Remodeling, General Repairs, Renovations",0.70,,,,completed,pending_review,2025-07-23 04:57:20.498910,,2025-07-22 23:37:37.197793
180 CONSTRUCTION LLC,180COCL793NU,CONSTRUCTION CONTRACTOR,13215 SE MILL PLAIN BLVD,C8234,VANCOUVER,WA,98684,(360) 449-9014,"SANTOS, STEVEN BETTENCOURT",https://apps.sos.wa.gov/corps/limitedliabilitycompaniesllconlineandpaperregistrations.aspx,Handyman,"180 CONSTRUCTION LLC is a construction contractor based in Vancouver, WA, offering a range of general repair and construction services.",,0.70,,,,completed,pending_review,2025-07-23 04:57:32.191084,,2025-07-22 23:37:37.197793
1809 39TH AVE E LLC,180933A830DU,CONSTRUCTION CONTRACTOR,1111 3RD AVE STE 3000,,SEATTLE,WA,98101,(206) 254-5606,"KENNEDY, PATRICK F",https://www.redfin.com/WA/Seattle/1827-39th-Ave-E-98112/home/139476,Handyman,"1809 39TH AVE E LLC is a contractor business located in Seattle, WA, specializing in general repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:57:56.786490,,2025-07-22 23:37:37.197793
184TH STREET INC,184THSI836LE,CONSTRUCTION CONTRACTOR,PO BOX 2231,,EVERETT,WA,98213,(206) 669-8628,"JOHNSON, HENRY LEE",https://www.alderwoodmall.com/en/,Handyman,"184TH STREET INC is a contractor business located in Everett, WA, specializing in general repair services.",,0.70,,,,completed,pending_review,2025-07-23 04:57:59.263994,,2025-07-22 23:37:37.197793
18507 104TH AVE NE LLC,185071A816P3,CONSTRUCTION CONTRACTOR,3726 BROADWAY  STE 301,,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT CHARLES",https://www.seedtable.com/best-startups-in-everett-washington,Handyman,"18507 104TH AVE NE, LLC is a contractor business based in Everett, Washington, founded in 2019.",,0.70,,,,completed,pending_review,2025-07-23 04:58:14.770243,,2025-07-22 23:37:37.197793
185TH BOTHELL LLC,185THBL790K6,CONSTRUCTION CONTRACTOR,3417 NW 68TH ST,,SEATTLE,WA,98117,(206) 949-6716,"PRYDE, CURT ANTHONY",https://www.redfin.com/WA/Bothell/4529-185th-Pl-SE-98012/home/110263902,Handyman,"185TH BOTHELL LLC is a construction contractor based in Seattle, WA, potentially offering a range of handyman services.",,0.70,,,,completed,pending_review,2025-07-23 04:58:08.961686,,2025-07-22 23:37:37.197793
1889 BUILDING CONSTRUCTION LLC,1889BBC787RO,CONSTRUCTION CONTRACTOR,PO BOX 113,,CURLEW,WA,99118,(509) 779-4232,"SMITH, DARREN TODD",https://www.yakimaherald.com/news/local/happened/it-happened-here-davidson-building-becomes-an-ellensburg-landmark/article_0f2442d7-8deb-512e-93b5-9624ff8224a9.html,Handyman,"1889 BUILDING CONSTRUCTION LLC is a contractor business located in Curlew, WA, specializing in construction services.",,0.70,,,,completed,pending_review,2025-07-23 04:58:24.736344,,2025-07-22 23:37:37.197793
1901-WLD KENMORE 68TH LLC,1901WK6793NE,CONSTRUCTION CONTRACTOR,1010 MARKET ST,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS & INVSTM INC,,Handyman,"1901-WLD KENMORE 68TH LLC is a construction contractor based in Kirkland, WA, specializing in general repair services.","General Repairs, Home Maintenance",0.70,,,,completed,pending_review,2025-07-23 04:58:31.272335,,2025-07-22 23:37:37.197793
1958 NELSON LLC,1958NNL858NQ,CONSTRUCTION CONTRACTOR,11624 SE 5TH STREET SUITE 710,,BELLEVUE,WA,98005,(425) 559-2300,"GOW, PAMELA N",https://www.belcan.com/,Handyman,"1958 NELSON LLC is a construction contractor based in Bellevue, WA.",,0.70,,,,completed,pending_review,2025-07-23 04:58:27.483547,,2025-07-22 23:37:37.197793
1958 TUDOR LLC,1958TTL809NK,CONSTRUCTION CONTRACTOR,9714 Chapman Dr NW,,GIG HARBOR,WA,98332,(425) 628-8211,"Lambrecht, Sandra Lee",,Handyman,"1958 TUDOR LLC is a contractor business located in Gig Harbor, WA, specializing in general repair services.","General Repairs, Home Maintenance",0.70,,,,completed,pending_review,2025-07-23 04:58:35.869410,,2025-07-22 23:37:37.197793
1977 CONSTRUCTION,1977CC*825P6,CONSTRUCTION CONTRACTOR,7619 230th st sw apt 11,,Edmonds,WA,98026,(425) 458-8220,"CASTRO RAMON, RENE ALFREDO",https://myedmondsnews.com/2020/08/looking-back-a-building-fire-in-summer-1977-and-some-other-edmonds-history/,Handyman,"1977 Construction is a contractor business located in Edmonds, WA, specializing in various construction and repair services.",,0.60,,,,completed,pending_review,2025-07-23 05:10:36.371433,,2025-07-22 23:37:37.197793
1A LLC,1ALLCL*842OH,CONSTRUCTION CONTRACTOR,4537 OLD HWY 99 N RD,,BURLINGTON,WA,98233,(206) 419-7386,"POWER, TIPTON MARK",https://burlingtonwa.gov/105/Community-Development,Handyman,"1A LLC is a construction contractor based in Burlington, WA, offering a range of general repair services.","General Repairs, Home Maintenance, Renovations",0.70,,,,completed,pending_review,2025-07-23 05:10:35.146274,,2025-07-22 23:37:37.197793
1EARTH DESIGN LLC,1EARTDL778KD,CONSTRUCTION CONTRACTOR,9816 25TH AVE SW,,SEATTLE,WA,98106,(206) 280-8507,"SAMPELAYO, KERRIE ANNE",https://www7.eere.energy.gov/buildings/residential/explorezerh/partners?name=&term_node_tid_depth=3490&combine=All&sort_by=field_certified_doe_zerh_value&page=4,Landscaping,"1EARTH DESIGN LLC is a contractor business based in Seattle, WA, specializing in landscaping design and installation services.","Landscape Design, Installation of Plants and Hardscapes, Irrigation Systems",0.70,,,,completed,pending_review,2025-07-23 05:17:46.434953,,2025-07-22 23:37:37.197793
1Nation Construction,1NATIC*832JM,CONSTRUCTION CONTRACTOR,29 N L St,,TOPPENISH,WA,98948,(509) 314-9675,"Morfin, Cain",https://yakama.com/about/,Handyman,"1Nation Construction is a contractor business located in Toppenish, WA, specializing in general repair services.","General Repairs, Home Maintenance",0.70,,,,completed,pending_review,2025-07-23 05:19:28.735786,,2025-07-22 23:37:37.197793
1ST AIR MECHANICAL INC,1STAIAM950J2,CONSTRUCTION CONTRACTOR,PO BOX 1539,,MEAD,WA,99021,(509) 468-1964,"DAVIS, TIM D",https://1st.net,HVAC,"1ST AIR MECHANICAL INC specializes in HVAC services, providing heating and cooling solutions.","Heating Installation, Cooling Installation, HVAC Maintenance, Air Conditioning Repair",0.70,,,,completed,pending_review,2025-07-23 05:26:47.375025,,2025-07-22 23:37:37.197793
1ST CHOICE AUTO & RSDNTL GLSS,1STCHCA752LB,CONSTRUCTION CONTRACTOR,1971 BALTIC WAY STE 109,,FERNDALE,WA,98248,(360) 935-1540,"SABALA, TIMOTHY PAUL",https://1st.net,Windows & Doors,"1ST CHOICE AUTO & RSDNTL GLSS is a contractor business specializing in glass services, likely focusing on both automotive and residential glass solutions.","Auto Glass Installation, Residential Glass Installation",0.70,,,,completed,pending_review,2025-07-23 05:27:23.699821,,2025-07-22 23:37:37.197793
1ST CHOICE BOBCAT SERVICE,1STCHCB912CC,CONSTRUCTION CONTRACTOR,PO BOX 429,,COLBERT,WA,99005,(509) 496-3831,"GRAVOS, DAVID BRIAN",https://1st.net,Handyman,"1ST CHOICE BOBCAT SERVICE provides bobcat and excavation services in Colbert, WA.","Bobcat services, Excavation",0.70,,,,completed,pending_review,2025-07-23 05:27:30.170463,,2025-07-22 23:37:37.197793
1ST CHOICE CONSTRUCTION,1STCHC*045QA,CONSTRUCTION CONTRACTOR,339 Villa Real Dr,,SUNNYSIDE,WA,98944,(509) 949-1194,"VILLA, ERNESTO",https://www.yakimafed.com/,Handyman,"1st Choice Construction is a contractor business located in Sunnyside, WA, specializing in various construction and repair services.",,0.70,,,,completed,pending_review,2025-07-23 05:27:41.047211,,2025-07-22 23:37:37.197793
1ST RATE CONST & DRN WZD INC,1STRARC829DL,CONSTRUCTION CONTRACTOR,4227 S MERIDAN STE C#209,,PUYALLUP,WA,98373,(253) 347-7015,"ARDRY, FREDERICK J",,Handyman,"1ST RATE CONST & DRN WZD INC is a contractor business located in Puyallup, WA, specializing in various construction and repair services.","General repairs, Home improvement, Remodeling",0.70,,,,completed,pending_review,2025-07-23 18:16:56.962178,,2025-07-22 23:37:37.197793
1st Choice Home Const Co,1STCHCH889BZ,CONSTRUCTION CONTRACTOR,11023 18th st ne,,Lake Stevens,WA,98258,(425) 293-5267,"Barber, Shay Dee",https://1st.net,Handyman,"1st Choice Home Const Co is a contractor business based in Lake Stevens, WA, specializing in home repair and improvement services.",,0.70,,,,completed,pending_review,2025-07-23 05:28:08.476107,,2025-07-22 23:37:37.197793
1st Group Contracting LLC,1STGRGC838RO,CONSTRUCTION CONTRACTOR,5006 N CORRIGAN RD,,OTIS ORCHARDS,WA,99027,(509) 590-4253,"RACUS, MICHAEL SCOTT",https://centerplacespokanevalley.com/Archive/ViewFile/Item/143,Handyman,"1st Group Contracting LLC is a construction contractor based in Otis Orchards, WA, offering various general repair services.",,0.70,,,,completed,pending_review,2025-07-23 18:13:25.225071,,2025-07-22 23:37:37.197793
2 BEARS DEVELOPME & CONST LLC,2BEARBD754D5,CONSTRUCTION CONTRACTOR,2610 NE 51ST ST,,VANCOUVER,WA,98663,(360) 787-3465,"STRASSENBERG, THOMAS ALAN",,Handyman,"2 BEARS DEVELOPME & CONST LLC is a construction contractor based in Vancouver, WA, offering a range of handyman services.","General Repairs, Home Renovations, Maintenance Services",0.70,,,,completed,pending_review,2025-07-23 18:17:29.747925,,2025-07-22 23:37:37.197793
2 G CONSTRUCTION,2GCONGC858OH,CONSTRUCTION CONTRACTOR,611 E ROSE ST,,WALLA WALLA,WA,99362,(509) 524-3404,"GONZALES, JOSE G",,Handyman,"2 G Construction is a licensed construction contractor based in Walla Walla, WA, offering a range of general repair and construction services.","General Repairs, Home Renovations, Construction Services",0.70,,,,completed,pending_review,2025-07-23 18:18:35.246105,,2025-07-22 23:37:37.197793
