business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
3 Little Pigs Masonry LLC,3LITTLP906J3,CONSTRUCTION CONTRACTOR,15 Covington Court,,SEQUIM,WA,98382,(206) 326-8418,"Peterson, Jason E",https://3littlepigsmasonry.com,Masonry,"3 Little Pigs Masonry LLC is a premier masonry contractor specializing in stone, block, and brick work, offering services for both residential and commercial projects in Sequim, WA.","Stone Carving & Inlay, CMU, Stone & Brick Walls, Paver Driveways, Fireplaces & Chimneys, Restoration & Repair, Patios, Outdoor Kitchens, Walkways, Steps & Stairs",1.00,,1.00,,completed,approved_download,2025-07-31 19:46:13.792376,,2025-07-31 19:40:28.977388
3 RIVERS HOME SERVICES LLC,3RIVEHS755CC,CONSTRUCTION CONTRACTOR,2401 NE 78TH CT,,VANCOUVER,WA,98664,(360) 773-0769,"SAWYER, JUSTIN GRANT",https://3rivershomeservices.com,Handyman,"3 Rivers Home Services LLC is a Vancouver, WA-based home services company specializing in a wide range of home repair services including decks, siding, fences, windows, doors, and more.","Decks, Siding, Fences, Windows, Doors, Permanent Lighting, Home Repairs",0.90,,0.90,,completed,approved_download,2025-07-31 19:46:18.890151,,2025-07-31 19:40:28.977388
345 CONSTRUCTION & FLOORING CO,345COCF826CE,CONSTRUCTION CONTRACTOR,15405 Manor way,,Lynnwood,WA,98087,(425) 879-7646,"RIGDON, STEPHEN JOSEPH",https://www.procore.com/network/p/345-construction-and-flooring-co-lynnwood,Flooring,"345 Construction and Flooring Co is a construction company based in Lynnwood, WA, specializing in various flooring solutions including resilient flooring, wood flooring, ceramic tiling, and carpeting.","Resilient Flooring, Wood Flooring, Ceramic Tiling, Fluid Applied Flooring, Carpeting, Flooring Treatment",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:46:32.453593,,2025-07-31 19:40:28.977388
360 Dirt Works LLC,360DIDW835NJ,CONSTRUCTION CONTRACTOR,2210 W Main St Ste 107 PMB330,,BATTLE GROUND,WA,98604,(360) 624-1676,"Bessette, Vickie Lou",https://www.roadrunnerpavingllc.com/,Excavation,"360 Dirt Works LLC is a family-operated excavation company specializing in site preparation, RV pads, and road construction, serving Cowlitz and Clark County, Washington.","Excavation, Site Preparation, Dirt Delivery, Gravel Delivery, Road Construction",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:46:42.341648,,2025-07-31 19:40:28.977388
360 FLOORS & DESIGN LLC,360FLFD818D1,CONSTRUCTION CONTRACTOR,2906 E ST,,WASHOUGAL,WA,98671,(360) 335-0700,"LINDBERG, RACHEL SILVER",https://www.360floorsdesign.com/,Flooring,"360 Floors and Design is a family-owned flooring store in Washougal, WA, offering a wide range of flooring products and installation services.","Flooring sales, Flooring installation, Custom shower construction, Flooring samples",0.85,0.75,1.00,,completed,approved_download,2025-07-31 19:46:47.192565,,2025-07-31 19:40:28.977388
3D DRYWALL INC,3DDRYDI912KN,CONSTRUCTION CONTRACTOR,30909 164TH AVE SE,,AUBURN,WA,98092,(253) 630-1492,"WASKIEWICZ, DUSTIN J",https://nextdoor.com/pages/3d-drywall-auburn-wa/,Drywall,"3D Drywall Inc. is a family-owned and operated drywall contractor based in Auburn, WA, with over 40 years of combined experience.","Drywall Installation, Drywall Repair, Texturing, Finishing",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:47:14.979966,,2025-07-31 19:40:28.977388
3HJ CONTRACTING LLC,3HJCOCL776O1,CONSTRUCTION CONTRACTOR,26409 SE 31ST ST,,SAMMAMISH,WA,98075,(425) 281-1030,"FELIX, JOSEPH DANIEL",https://3hjcontracting.com,Handyman,"3HJ Contracting LLC specializes in turning your dream home into reality with a focus on residential projects, including repairs, remodels, and additions.","Kitchen Remodels, Bathroom Remodels, Decks, Pergolas, Fences, Handyman Services, Flooring, Doors, Windows, Siding",0.90,,0.90,,completed,approved_download,2025-07-31 19:47:36.486966,,2025-07-31 19:40:28.977388
3MICHAEL'S EXVTNG & LNDSCP LLC,3MICHEL811OT,CONSTRUCTION CONTRACTOR,14492 CHERRY CREEK PL SW,,PORT ORCHARD,WA,98367,(206) 554-9380,"WELSH, MICHAEL TERRANCE",https://3michaels.com,Kitchen & Bath,"3Michael's Exvting & Landscp LLC specializes in high-quality construction, remodeling, and renovation services, focusing on kitchen and bathroom remodels, patio construction, and custom carpentry.","Kitchen Remodeling, Bathroom Remodeling, Home Renovations, Custom Home Builds, Patio Construction, Flooring Installation, Painting Services, Fixtures Installation",0.90,,0.90,,completed,approved_download,2025-07-31 19:47:31.709958,,2025-07-31 19:40:28.977388
4 A's Tree Services LLC,4ASTRAT923OT,CONSTRUCTION CONTRACTOR,2906 ST JOHNS BLVD,,VANCOUVER,WA,98661,(360) 513-5150,"CRUZ, VICENTE VASQUEZ",https://4astreeservices.com/,Landscaping,"4 A's Tree Services LLC offers complete tree, shrub, and stump services with over 20 years of experience, ensuring safe and professional care for your outdoor spaces.","Tree Trimming, Tree Removal, Stump Grinding, Emergency Tree Removal, Debris Hauling, Shrub Removal and Trimming, Lot Cleaning",0.85,0.75,1.00,,completed,approved_download,2025-07-31 19:47:50.754214,,2025-07-31 19:40:28.977388
4 ACES RESTORATION LLC,4ACESAR838DF,CONSTRUCTION CONTRACTOR,2003 S 216TH AVE,,DES MOINES,WA,98198,(206) 335-9409,"Guillen Torres, Oscar",https://4acesrestoration.com,Asbestos Removal,"4 Aces Restoration specializes in asbestos removal, demolition, and water restoration services, serving the SeaTac and Tacoma areas.","Asbestos removal, Asbestos testing, Water restoration, Mold remediation, Demolition, Lead abatement, Insulation, Crime scene cleanup",0.90,,0.90,,completed,approved_download,2025-07-31 19:48:03.876100,,2025-07-31 19:40:28.977388
4 GEN CONTRACTORS LLC,4GENCGC761DH,CONSTRUCTION CONTRACTOR,23710 NE STATE RTE 3,UNIT A,BELFAIR,WA,98528,(360) 649-5386,"LINCOLN, CHRISTOPHER THOMAS",https://business.kitsapbuilds.com/list/member/4-gen-contractors-llc-41480,Excavation,"4 Gen Contractors LLC specializes in custom homes, full remodels, shoreline protection, decks, and hardscapes across Mason, Kitsap, and Pierce Counties, WA.","Bulkhead & Retaining Wall, Basement/Crawlspace Waterproofing, New Construction, Carpentry/Finish Work, Concrete/Construction, Excavation Services, Land Clearing, Site Preparation, Remodeling (Commercial & Residential), Restoration/Preservation",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:47:59.473352,,2025-07-31 19:40:28.977388
4 SEASONS EXTERIORS LLC,4SEASSE805BM,CONSTRUCTION CONTRACTOR,20537 SE 272nd St,,KENT,WA,98042,(253) 736-4578,"Mejia Aguas, Benjamin",https://www.instantroofer.com/washington-roof-replacement-cost/kent/,Siding,"4 Seasons Exteriors is a family-owned business dedicated to transforming homes in Kent, Washington, with a focus on quality and craftsmanship in siding services.","Siding Installation, Siding Repair, Home Exterior Renovation",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:48:17.576800,,2025-07-31 19:40:28.977388
4EVERGREEN FABRICATORS LLC,4EVERFL925K9,CONSTRUCTION CONTRACTOR,1402 LAKE TAPPS PKWY E,,AUBURN,WA,98092,(253) 691-6752,"HANSEN, TRAVIS JASON",https://4evergreenfabricators.com,Kitchen & Bath,"4EVERGREEN FABRICATORS LLC specializes in the custom fabrication and installation of granite, quartz, and other natural stone countertops for residential and commercial properties.","Custom countertop design, Granite countertop fabrication, Quartz countertop fabrication, Installation of natural stone countertops, Eco-friendly countertop options",1.00,,1.00,,completed,approved_download,2025-07-31 19:49:06.636877,,2025-07-31 19:40:29.116600
4PROS WATER DAMAGE LLC,4PROSWD752KB,CONSTRUCTION CONTRACTOR,PO BOX 3041,,FEDERAL WAY,WA,98063,(206) 295-1461,"SALGADO, JUAN ORLANDO",https://4proswaterdamage.com,Water Damage Restoration,"4Pros Water Damage LLC provides 24/7 emergency disaster restoration services, specializing in water damage restoration, fire and smoke damage restoration, mold removal, and more in the Greater Seattle area.","Water Damage Restoration, Fire & Smoke Damage Restoration, Mold Removal & Remediation, Crawlspace Cleaning, Sewage Cleanup, Biohazard Cleanup",1.00,,1.00,,completed,approved_download,2025-07-31 19:49:18.756906,,2025-07-31 19:40:29.116600
5 CORNERS PLUMBING LLC,5CORNCP792NG,PLUMBING CONTRACTOR,9307 NE 140th ST,,KIRKLAND,WA,98034,(206) 508-7972,"FUJII, KENJI",https://5cornersplumbing.com/,Plumbing,"5 Corners Plumbing is a licensed and insured plumbing contractor in Kirkland, WA, providing expert plumbing services with a focus on integrity, craftsmanship, and customer satisfaction.","Bathroom Remodeling, Water Repiping, Shower Replacement, Toilet Replacement, Sink Installation, Faucet Installation, Garbage Disposal Installation",0.85,0.75,1.00,,completed,approved_download,2025-07-31 19:49:31.236413,,2025-07-31 19:40:29.116600
5 STAR NW CONSTRUCTION LLC,5STARSN761L8,CONSTRUCTION CONTRACTOR,10605 SE 240TH ST,,KENT,WA,98031,(253) 397-9471,"YONKO, SAL JOSEPH",https://5starnwconstruction.com,Concrete,"5 Star NW Construction specializes in residential and commercial asphalt maintenance, including sealcoating, paving, pothole repair, crack filling, and parking lot striping.","Asphalt Paving, Asphalt Sealcoating, Pothole Repair, Crack Filling, Parking Lot Striping",0.90,,0.90,,completed,approved_download,2025-07-31 19:49:51.000315,,2025-07-31 19:40:29.116600
A & A MASONRY & CONSTRUCTION,AAMASC*022PE,CONSTRUCTION CONTRACTOR,37629 51ST AVE S,,AUBURN,WA,98001,(253) 939-3729,"ARNDT, LESTER DEAN",https://aamasonryconstruction.com,Masonry,"A&A Masonry & Construction specializes in masonry services with a focus on chimney repair, boasting over 30 years of experience in the field.","Masonry, Chimney Repair, Restoration",0.90,,0.90,,completed,approved_download,2025-07-31 19:51:09.659908,,2025-07-31 19:40:29.116600
A & B FABRICATORS INC,BFABRBF946L6,CONSTRUCTION CONTRACTOR,231 D STREET NW,,AUBURN,WA,98001,(206) 763-2600,"THOMAS, TROY MICHAEL",https://abfabricators.com/,Metal Fabrication,"A & B Fabricators, Inc. is an industry-leading company specializing in custom metal fabrication, design, and installation of architectural elements such as stair guardrails and handrails.","Custom Metal Fabrication, Design and Engineering, Project Management, Installation of Metal Components, Quality Control",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:51:21.498942,,2025-07-31 19:40:29.116600
A & D LANDSCAPE SPRINKLERS,ADLANS*055DZ,CONSTRUCTION CONTRACTOR,20612 SE 331ST ST,,AUBURN,WA,98092,(253) 850-5985,"KINDZERSKI, ALLEN D",https://nextdoor.com/pages/a-d-landscape-sprinklers-kent-wa/,Landscaping,"A & D Landscape Sprinklers specializes in sprinkler installation and repair services in Auburn, WA.","Sprinkler installation, Sprinkler repair, Irrigation system maintenance",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:51:30.574077,,2025-07-31 19:40:29.116600
A & J WA TREE SERVICES LLC,JWATRJW767M5,CONSTRUCTION CONTRACTOR,3713 S 257TH ST,,KENT,WA,98032,(206) 476-9259,"REYES RODRIGUEZ, ANTONIO DAVID",https://ajwatreeservices.com,Landscaping,"A&J WA Tree Services offers expert tree care, removal, and maintenance services in Des Moines, WA, focusing on safety, sustainability, and customer satisfaction.","Tree Removal, Tree Trimming, Stump Removal, Fall Clean Up, Shrub Trimming, Mulch Installation",1.00,,1.00,,completed,approved_download,2025-07-31 19:51:57.697675,,2025-07-31 19:40:29.116600
A A ANDERSON CO,AAANDC*385BA,ELECTRICAL CONTRACTOR,1409 FOREST ST,,BELLINGHAM,WA,98225,(360) 734-7710,"WENDLING, SHARON A",http://mobile.forestst.comcastbiz.net/contact-us,Electrical,"A A Anderson Co. is a full-service electrical and HVAC contractor based in Bellingham, WA, offering services for both residential and commercial clients.","Electrical repairs, Remodels, Service upgrades, HVAC services, Sheet metal fabrication",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:52:41.032885,,2025-07-31 19:40:29.116600
A B PLUMBING LLC,BPLUMBP761OE,CONSTRUCTION CONTRACTOR,P.O. Box 647,,MCKENNA,WA,98558,(360) 481-5520,"BOSTWICK, ANDREW M",http://www.ezwaterheater.com/states/wa/plumbersWA.html,Plumbing,"A B Plumbing LLC is a plumbing contractor based in McKenna, WA, providing various plumbing services.",,0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:52:58.476068,,2025-07-31 19:40:29.116600
A Better Crawl INC,BETTEBC914CD,CONSTRUCTION CONTRACTOR,6610 Kitsap Way,Ste. 101,BREMERTON,WA,98312,(360) 434-4222,"Baird, Melvin VAILE",https://www.abettercrawlinc.com/,Basement Waterproofing,"A Better Crawl, Inc. specializes in crawlspace and basement repair services, providing affordable permanent solutions to common issues such as dampness, odors, and insulation problems.","Crawlspace Encapsulation, Basement Waterproofing, Cleanup & Restoration, Water Mitigation, Attic Insulation",0.85,0.75,1.00,,completed,approved_download,2025-07-31 19:53:04.330849,,2025-07-31 19:40:29.116600
A C MOATE INDUSTRIES INC,ACMOAII965D2,CONSTRUCTION CONTRACTOR,2118 A STREET SE,,Auburn,WA,98002,(253) 887-9501,"MOATE, ALEJANDRA CAMACHO",https://www.acmoate.com/contact/,Concrete,"A.C. Moate Industries is a licensed, bonded, and insured contractor specializing in asphalt paving and parking lot repair services.","Asphalt Paving, Sealcoating, Crack Filling, Pothole Repairs, Striping, Curb Installation, Concrete Slab Installation, Maintenance and Repairs",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:53:18.178104,,2025-07-31 19:40:29.116600
A D MASTER CONSTRUCTION LLC,ADMASMC771RR,CONSTRUCTION CONTRACTOR,5407 VILLAGE PARK DR SE,APT 3214,BELLEVUE,WA,98006,(206) 960-1898,"APONCHUK, DMYTRO",https://admasterconstruction.com,Remodeling,"A.D.Master Construction LLC specializes in complete home remodeling and renovations, offering a full range of services for both interior and exterior work.","Complete Kitchen Renovation, Complete Bathroom Renovation, Drywall, Flooring, Roofing, Siding, Painting, Decks, Doors & Windows",0.90,,0.90,,completed,approved_download,2025-07-31 19:53:38.078284,,2025-07-31 19:40:29.116600
A DESIGN STUDIO SEATTLE,DESIGDS802CK,CONSTRUCTION CONTRACTOR,PO Box 496,,Snohomish,WA,98291,(360) 929-3077,"MUELLER, GRACIA ANN",https://adesignstudioseattle.com,Signage,"A Design Studio Seattle specializes in signage design, including wayfinding, brand identity, and ADA signage, offering a holistic approach to branding and project management.","Signage Design, Wayfinding, ADA Signage, Brand Identity, Graphic Design, Project Management",0.90,,0.90,,completed,approved_download,2025-07-31 19:53:43.834676,,2025-07-31 19:40:29.116600
A DESIGN STUDIO SEATTLE,DESIGDS782CP,ELECTRICAL CONTRACTOR,PO BOX 496,,SNOHOMISH,WA,982910496,(360) 929-3077,"MUELLER, GRACIA",https://adesignstudioseattle.com,Electrical,"A Design Studio Seattle specializes in signage design, including wayfinding, brand identity, and ADA signage, serving a variety of clients from local businesses to national development groups.","Signage Design, Brand Implementation, Wayfinding, ADA Signage, Project Management, Fabrication and Installation",0.90,,0.90,,completed,approved_download,2025-07-31 19:53:46.688366,,2025-07-31 19:40:29.116600
A GLASS ENTERPRISE INC,GLASSEI936C6,CONSTRUCTION CONTRACTOR,212 SOUTH TOWER,,CENTRALIA,WA,98531,(360) 736-1141,"IVIE, CURTIS JAMES",https://www.aglassenterprise.com/,Auto Glass,"A Glass Enterprise Inc is a family-owned glass service provider in Centralia, WA, offering a range of glass sales, installations, and services for both residential and commercial clients.","Glass sales, Glass installations, Auto glass services, Shower doors and mirrors, Windows and doors, Skylights and railings, Emergency glass services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:54:07.280945,,2025-07-31 19:40:29.116600
A MILLICAN CRANE SERVICE INC,MILLICS934C2,CONSTRUCTION CONTRACTOR,180 NW Beaver Ridge Ln,,POULSBO,WA,98370,(360) 779-6723,"MILLICAN, ANDREW",https://www.millicancrane.com/contact-us/,Crane Service,"Millican Crane Service provides reliable crane and heavy-duty truck rental services in the Pacific Northwest, focusing on safety and customer satisfaction since 1997.","Crane Rentals, Truck Rentals, Diesel Engine Repair, Site Preparation, Excavation, Land Clearing",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:54:51.446363,,2025-07-31 19:40:29.246584
A NU LOOK REMODELING LLC,NULOONL874N8,CONSTRUCTION CONTRACTOR,12010 116TH AVE CT E,,PUYALLUP,WA,98374,(253) 208-6871,"YATES, VERNE STEVEN",https://anulookremodeling.com,Kitchen & Bath,"A Nu Look Remodeling specializes in home remodeling projects, offering professional and organized services to transform kitchens, bathrooms, and other areas of the home.","Kitchen remodels, Bathroom remodels, Room additions, Custom deck construction, Home accessibility modifications",0.90,,0.90,,completed,approved_download,2025-07-31 19:55:04.800682,,2025-07-31 19:40:29.246584
A ROOFING,ROOFIR*764KM,CONSTRUCTION CONTRACTOR,12300 N.E. WOODINVILLE DR.,,WOODINVILLE,WA,98072,(425) 867-9643,"RUBIN, TRACIE RENEE",https://aroofing.us/,Roofing,"A Roofing has been providing quality roofing, skylights, and gutter services to residents throughout Washington for over 40 years.","Roof installation, Roof repair, Skylight installation, Gutter installation and replacement",0.85,0.75,1.00,,completed,approved_download,2025-07-31 19:55:37.354312,,2025-07-31 19:40:29.246584
A Rightway Painting LLC,RIGHTRP892OL,CONSTRUCTION CONTRACTOR,1123 Wright Rd Se,,TENINO,WA,98589,(360) 464-8591,"Slinkard, Christian Andrew",https://www.procore.com/network/p/a-rightway-painting-tenino,Painting,"A Rightway Painting LLC specializes in interior and exterior painting services in the Tenino, WA area, providing free estimates and a commitment to customer satisfaction.","Interior painting, Exterior painting, House trimming",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:55:39.620716,,2025-07-31 19:40:29.246584
A WESCO SEPTIC SERVICE INC,AWESCSS997RG,CONSTRUCTION CONTRACTOR,16607 SR 9 SE,,SNOHOMISH,WA,98296,(360) 668-6561,"BUNT, LEWIS",https://www.awescoseptic.com/,Plumbing,"A Wesco Septic is a second-generation family-owned and operated septic services business proudly serving Snohomish County, King County, and Camano Island.","Septic Tank Pumping, Septic Inspection, Septic Repairs and Maintenance",0.85,0.75,1.00,,completed,approved_download,2025-07-31 19:56:38.892589,,2025-07-31 19:40:29.246584
A YOUR TOWN CHIMNEY INC,AYOURTC021OT,CONSTRUCTION CONTRACTOR,2126 E St,,Washougal,WA,98671,(360) 835-1366,"DILLEY, DANIEL HUGH",https://nextdoor.com/pages/a-your-town-chimney-washougal-wa/,Chimney Sweep,"A Your Town Chimney Inc. offers chimney cleaning, gas fireplace repair, and wood stove services in Washougal, WA.","Chimney Cleaning, Gas Fireplace Repair, Wood Stove Sales and Services, Pellet Stove Sales and Services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:56:48.750651,,2025-07-31 19:40:29.246584
A&A Landscaping & Concrete LLC,AALANLC778NW,CONSTRUCTION CONTRACTOR,16932 Ash Way,,LYNNWOOD,WA,98037,(425) 375-8293,"Garcia Ramos, Ana Daisy",https://nextdoor.com/pages/landscape-and-concrete-redmond-wa/,Landscaping,"A&A Landscaping and Concrete LLC is a family-owned business offering landscaping and concrete services in Lynnwood, WA. They provide free quotes and are known for their reliable services.","Landscaping, Concrete work, Yard maintenance, Initial cleanup",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:57:01.261335,,2025-07-31 19:40:29.246584
A&D PRO PAINTING LLC,DPROPPP762C9,CONSTRUCTION CONTRACTOR,1807 SHAW RD,,PUYALLUP,WA,98372,(253) 355-7178,"ROMERO CRUZ, MARIANA",https://adpropainting.com,Painting,"A&D Pro Painting offers professional painting and carpentry services in Puyallup and the surrounding South Puget Sound area, focusing on quality craftsmanship and customer satisfaction.","Interior House Painting, Exterior House Painting, Drywall Repair, Deck and Fence Staining, Custom Carpentry Work",1.00,,1.00,,completed,approved_download,2025-07-31 19:57:13.693706,,2025-07-31 19:40:29.246584
A&E SIDING LLC,ESIDISL848KO,CONSTRUCTION CONTRACTOR,6904 165th Street Ct E,,Puyallup,WA,98375,(253) 888-0236,"German, Aleksandr Pavlovich",https://aesiding.com,Siding,"A&E Siding LLC is a family-owned siding company based in Puyallup, WA, specializing in residential and commercial siding installation and repair, with a focus on high-quality craftsmanship and customer service.","New Construction Siding, Siding Replacement, ColorPlus® Technology Siding",1.00,,1.00,,completed,approved_download,2025-07-31 19:57:18.007481,,2025-07-31 19:40:29.246584
A&F CONCRETE LLC,FCONCCL767JS,CONSTRUCTION CONTRACTOR,2321 CHESNEY RD E,,TACOMA,WA,98445,(253) 302-6382,"VALENCIA RAMOS, FERNANDO",https://www.anfconcrete24.com/,Concrete,"A&F Concrete is a leading concrete construction company in Tacoma, WA, specializing in flat work and providing high-quality concrete services for both residential and commercial projects.","Concrete Floor Installation, Concrete Steps Construction, Concrete Sidewalks and Paths",0.83,0.75,0.95,,completed,approved_download,2025-07-31 19:57:11.389458,,2025-07-31 19:40:29.246584
A&G ACTIVE INSULATION LLC,AGACTAI814QH,CONSTRUCTION CONTRACTOR,6611 WORLINE RD,,BOW,WA,98232,(360) 982-9100,"CHAVELAS GARCIA, GABRIEL",https://agactiveinsulation.com,Insulation,A&G Active Insulation is a family-owned business specializing in insulation services to enhance energy efficiency and comfort in homes.,"Attic Insulation, Wall Insulation, Crawl Space Insulation, Soundproofing, Air & Duct Seals, Rodent Exclusion, Drill & Fill, Sanitizing & Deodorizing, Insulation Removal, Free Estimates",1.00,,1.00,,completed,approved_download,2025-07-31 19:57:25.339576,,2025-07-31 19:40:29.246584
