business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at,exported_at,export_batch_id
12 DECKS & FENCES LLC,12DECDF813MN,CONSTRUCTION CONTRACTOR,13915 99TH AVE SE,,Snohomish,WA,98296,(206) 487-6747,"Mirbek, Taubayev",https://12decks.vercel.app/,Decks & Patios,"The business name '12 DECKS & FENCES LLC' clearly indicates a focus on decking and fencing services. The website content explicitly mentions providing a full range of decking and fencing services, including design, installation, and maintenance, which aligns with the 'Decks & Patios' category. The presence of a business license also supports its legitimacy. The focus on serving the Greater Seattle Area suggests a residential target market.",,0.90,0.80,0.90,True,completed,approved_download,2025-08-03 23:32:28.286360,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
12 GENERAL CONSTRUCTION LLC,12GENGC815JA,CONSTRUCTION CONTRACTOR,124 192ND ST CT E,,Spanaway,WA,98387,(253) 391-1178,"Yu, Chunae",https://www.12generalconstructionllc.com/,Painting,"The business name includes 'General Construction', which suggests a focus on construction services. The content mentions specific services such as painting, siding, remodel, roofing, fence, and deck projects, indicating a strong emphasis on residential construction. The confidence score is high due to the clear mention of relevant services.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-03 23:33:08.478321,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
12 TILE,12TILT*852LA,CONSTRUCTION CONTRACTOR,12907 E gibson rd,F101,Everett,WA,98204,(206) 422-1359,"FARNSWORTH, ERICK ALAN",,Roof Cleaning,"The business name '12 TILE' suggests a focus on tile work, but the website content primarily discusses roof cleaning, gutter cleaning, and moss removal services. These services are specific and align with the contractor category of roof cleaning. The presence of a contact number and a request for service indicates a legitimate business operation. The focus on residential services is supported by the language used in the content.",,0.80,0.65,0.80,True,completed,approved_download,2025-08-03 23:06:42.495142,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
123 Electric Service Inc,123ELES877DA,CONSTRUCTION CONTRACTOR,14725 NE 20TH STREET D-12,,Bellevue,WA,98007,(425) 455-2027,"LEBER, BRETT CHARLES",https://123electricservice.com/,Electrician,"The business name '123 Electric Service Inc' clearly indicates it operates as an electrician service. The website content mentions various electrical services, including heating and security systems, which align with the electrician category. The focus on residential services is implied through the use of 'home' in the context of their offerings, and the contact information suggests a legitimate business presence.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-03 23:35:43.891712,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
123 Electric Service Inc,123ELES892CP,ELECTRICAL CONTRACTOR,14725 NE 20TH ST D-12,,Bellevue,WA,98007,(425) 455-2027,"Leber, Brett",https://123electricservice.com/,Electrician,"The business name '123 Electric Service Inc' clearly indicates it operates in the electrical services sector. The website content mentions various electrical services, including air conditioning and security systems, which align with the Electrician category. The focus on residential services is inferred from the lack of commercial keywords and the general nature of the services listed.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-03 23:16:40.193939,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
168 KITCHEN & BATH CORP,168KIKB779N4,CONSTRUCTION CONTRACTOR,5133 S AVON ST,,SEATTLE,WA,98178,(206) 495-3376,"WU, ZHOUJUN",,Bathroom/Kitchen Remodel,"The business name '168 KITCHEN & BATH CORP' clearly indicates a focus on kitchen and bathroom services. The website content specifically mentions products related to bathroom vanities, shower doors, and kitchen sinks, which aligns with the category of Bathroom/Kitchen Remodel. The focus on these products suggests a residential target market, thus the high confidence score.",,0.90,0.50,0.90,True,completed,approved_download,2025-08-06 16:54:51.210780,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
1855SLABJACK,1855S**854DQ,CONSTRUCTION CONTRACTOR,720 BRIARWOOD TERRACE,,EAST WENATCHEE,WA,98802,(509) 888-4600,"SARGENT, JERALD PETER",https://anyflip.com/aniu/vocc/basic/51-84,Concrete,"The business name '1855SLABJACK' indicates a focus on slab jacking, which falls under the concrete category. The confidence score is high due to the specificity of the name and the likely residential focus of the services offered.",,0.80,0.90,0.80,True,completed,approved_download,2025-08-06 02:31:38.631359,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
1ST CHOICE HOME SOLUTIONS LLC,1STCHCH779BZ,CONSTRUCTION CONTRACTOR,20816 31ST PL W,,LYNNWOOD,WA,98036,(509) 303-9094,"RAMOS GARCIA, BARBARA",https://www.1stchoicehomesolutionsllc.com/,,"The business name '1ST CHOICE HOME SOLUTIONS LLC' suggests a focus on home services, and the website content explicitly mentions roofing services, which aligns with the category of Roofing. The presence of residential keywords and specific services indicates a primary focus on homeowners.",,0.80,,0.80,True,completed,approved_download,2025-08-03 23:51:23.118024,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
1ST PLACE STRIPING,1STPLPS948M8,CONSTRUCTION CONTRACTOR,13612 60TH AVE SE,,EVERETT,WA,98208,(425) 357-8249,"CORNELIUS, BRET",http://www.1stplacestriping.com/,Concrete,"The business name '1ST PLACE STRIPING' indicates a focus on striping services, which is related to concrete work, particularly in parking lots. The content emphasizes the importance of maintaining asphalt surfaces, which aligns with concrete services. The mention of protecting investments and maintaining functionality suggests a residential focus, as homeowners often care about their driveways and parking areas.",,0.80,0.80,0.80,True,completed,approved_download,2025-08-03 23:07:40.578810,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
1ST RESPONSE PLUMBING,1STRERP781D8,PLUMBING CONTRACTOR,9917 N EDNA ST,,SPOKANE,WA,99208,(509) 847-8372,"LANDIN, JARED",https://1stresponseplumber.com,Plumbing,"The business name '1ST RESPONSE PLUMBING' indicates a focus on plumbing services. The website content lists various plumbing-related services, including water leak detection, drain cleaning, and sewer line repair, which supports a strong categorization under Plumbing. The presence of residential services suggests a focus on homeowners.",,0.90,0.60,0.90,True,completed,approved_download,2025-08-06 02:32:06.558539,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
1STOP INTERIOR,1STOPI*772D8,CONSTRUCTION CONTRACTOR,345 Ohio St,,BELLINGHAM,WA,98225,(360) 676-6034,"Peralta, Fatima Patricia",https://1-stopinteriors.com,Flooring,"The business name '1STOP INTERIOR' and the website content indicate a strong focus on flooring products and installation services, which aligns with the specific category of 'Flooring'. The presence of various flooring types and related services suggests a residential focus, as these products are typically sought by homeowners. The confidence score is high due to the clear alignment between the business name, website content, and the specific services offered.",,0.90,0.75,0.90,True,completed,approved_download,2025-08-06 19:00:02.067973,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2 BROTHERS CONCRETE LLC,2BROTBC780DW,CONSTRUCTION CONTRACTOR,4040 AUBURN WAY S TRLR 59,,AUBURN,WA,98092,(206) 941-8858,"ALVARADO MENDOZA, ARTURO",https://2brothersconcretellc.com/,Concrete,"The business name '2 BROTHERS CONCRETE LLC' clearly indicates a focus on concrete services. The website content explicitly lists various concrete-related services, confirming the primary category as 'Concrete'. The mention of services like driveways, patios, and foundations suggests a residential focus, and the overall presentation indicates a legitimate business.",,0.90,0.75,0.90,True,completed,approved_download,2025-08-06 19:00:07.998217,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2 BROTHERS CONTRACTING LLC,2BROTBC853M3,CONSTRUCTION CONTRACTOR,7017 NE 124TH AVE,,VANCOUVER,WA,98682,(360) 909-2265,"PENNINGTON, CHARLES E",https://2broscontractingllc.com/,Roofing,"The business name '2 BROTHERS CONTRACTING LLC' suggests a contracting service, and the content mentions 'experienced roofing contractor', indicating a focus on roofing services. The confidence score is high due to the clear indication of roofing services, and the residential focus is confirmed by the context of the content.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-06 02:32:32.565354,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2 GUYS PLUMBING LLC,2GUYSGP786KB,PLUMBING CONTRACTOR,PO BOX 1386,,CASTLE ROCK,WA,98611,(360) 274-3453,"ELLIS, WILLIAM GIMM WANEMAH",https://www.2guysplumbing.com/,Plumbing,"The business name '2 Guys Plumbing LLC' clearly indicates a plumbing focus. The website content explicitly mentions various plumbing services such as installation, repairs, and cleaning, which aligns with the plumbing category. Additionally, the mention of prioritizing emergency calls suggests a residential focus, further supporting the categorization.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-06 02:33:33.020578,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2 GUYS PLUMBING LLC,2GUYSGP820JD,CONSTRUCTION CONTRACTOR,PO BOX 1386,,CASTLE ROCK,WA,98611,(360) 747-9205,"VEACH, JONATHAN JAMES",https://www.2guysplumbing.com/,Plumbing,"The business name '2 Guys Plumbing LLC' clearly indicates a plumbing focus. The website content explicitly mentions various plumbing services, including installation, repairs, and cleaning, which aligns with the plumbing category. Additionally, the mention of prioritizing emergency calls suggests a residential focus, further supporting the categorization.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-06 02:33:18.992322,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2 SONS PLUMBING,2SONSSP757D5,ELECTRICAL CONTRACTOR,106 FRONTAGE RD N,,PACIFIC,WA,98047,(206) 736-6300,"BOVAN, ROWDY",https://www.2sonsplumbing.com/plumbing-pacific-wa/,Plumbing,"The business name '2 SONS PLUMBING' clearly indicates a focus on plumbing services. The website content lists various plumbing-related services, confirming the primary category as Plumbing. The presence of specific plumbing keywords and the context suggest a residential focus, as these services are typically sought by homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-03 23:08:40.966709,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2 SONS PLUMBING LLC,2SONSSP779KT,ELECTRICAL CONTRACTOR,106 Frontage Rd N,,PACIFIC,WA,98047,(206) 736-6300,"SCHULES, TYLER R",https://www.2sonsplumbing.com/plumbing-pacific-wa/,Plumbing,"The business name '2 SONS PLUMBING LLC' clearly indicates a plumbing focus. The website content extensively lists various plumbing services, confirming the primary category as Plumbing. The presence of specific plumbing-related keywords supports a high confidence score, and the services offered suggest a residential focus.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-03 23:09:09.465281,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2020 Electric Company LLC,2020EEC804CQ,ELECTRICAL CONTRACTOR,PO BOX 150,,GREENBANK,WA,98253,(360) 661-1781,"Armour, David A",https://elcose.com,Electrician,"The business name '2020 Electric Company LLC' clearly indicates it operates in the electrical sector. The website content mentions services such as new installations, rewiring, and troubleshooting, which are specific to the electrician category. Additionally, the focus on serving the Seattle area suggests a residential focus, and the business appears to be legitimate based on the provided license number.",,0.90,0.50,0.90,True,completed,approved_download,2025-08-06 19:05:05.849747,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
206 CREW LLC,206CRCL775C4,CONSTRUCTION CONTRACTOR,PO BOX 31039,,SEATTLE,WA,98103,(206) 458-3780,"PANDHER, SIMRANJIT SINGH",https://206crew.com/,Junk Removal,"The website content prominently features junk removal services, specifically mentioning 'Eco-Friendly Junk Removal' as a main service. Additionally, the presence of other cleaning services indicates a focus on residential clients. The business name does not directly indicate a specific service, but the content aligns well with the junk removal category.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-03 23:17:50.778832,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
20th Century Contracting,20THCCC860B4,CONSTRUCTION CONTRACTOR,2417 NE 102nd St.,,VANCOUVER,WA,98686,(360) 606-8451,"Short, Mark Leon",https://www.20thcenturyroofing.com/,Roofing,"The business name '20th Century Contracting' includes 'Contracting', which is indicative of construction services. The website content specifically mentions 'Roofing' and related services such as 'Repairs', 'Windows', and 'Doors', which aligns with the Roofing category. The focus on residential services is supported by the mention of 'homeowners' and 'remodeling'. The confidence score is high due to the clear indication of roofing services and a legitimate business presence.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-06 02:34:18.683137,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
21ST CENTURY ELECTRIC,21STCCE753LT,ELECTRICAL CONTRACTOR,9187 W BELFAIR VALLEY RD,,BREMERTON,WA,98312,(360) 990-5012,"GLENN, CURTIS W",,Electrician,"The business name '21ST CENTURY ELECTRIC' clearly indicates it operates in the electrical sector. The content mentions services related to generators and installation, which align with the electrician category. The focus appears to be on residential services, as indicated by the nature of the services offered.",,0.90,0.90,0.90,True,completed,approved_download,2025-08-03 23:17:58.017576,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
222 ELECTRIC CO,222ELEC859RN,ELECTRICAL CONTRACTOR,11806 221ST AVE E,,BONNEY LAKE,WA,98391,(253) 222-4605,"ROACH, MARK T",https://www.thebluebook.com/iProView/1511741/222-electric-co/general-contractors/,Electrician,"The business name '222 Electric Co' clearly indicates it operates in the electrical sector. The website content mentions a wide range of electrical projects, including installations and remodels, which aligns with the Electrician category. Additionally, the focus on residential services is implied through the mention of remodels and installations, suggesting a primary service to homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-06 02:34:34.918860,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
23 CONCRETE LLC,23CONCL792N4,CONSTRUCTION CONTRACTOR,4970 NE 193RD ST,,LAKE FOREST PARK,WA,98155,(206) 640-4723,"BELLERT, TODD MICHAEL",,Concrete,"The business name '23 CONCRETE LLC' clearly indicates a focus on concrete services. Although the website content is limited, the presence of the term 'concrete' suggests that the primary service offered is related to concrete work. The confidence score is high due to the alignment of the business name with the specific category, and there are no indications that the business serves commercial clients primarily.",,0.80,0.80,0.80,True,completed,approved_download,2025-08-03 23:09:39.372063,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
24 HOUR ELECTRIC INC,24HOUHE926NE,ELECTRICAL CONTRACTOR,703 N A St,,COEUR D ALENE,ID,83814,(208) 651-0073,"REARDON, NAVARA D",https://24hourelectricianlasvegas.com,Electrician,"The business name '24 HOUR ELECTRIC INC' clearly indicates it operates in the electrical sector. The website content mentions specific services related to electrical work, such as 'Residential and Commercial Lighting' and 'Breaker Installation', which align with the Electrician category. The presence of a license number also supports the legitimacy of the business. The focus on residential services is inferred from the mention of 'Residential' in the services offered.",,0.90,0.70,0.90,True,completed,approved_download,2025-08-06 02:34:42.461965,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
24 HOUR LOCK AND KEY LLC,24HOUHL822L8,CONSTRUCTION CONTRACTOR,2512 E EVERGREEN BLVD #31,,Vancouver,WA,98661,(971) 720-9939,"SKYLES, ADAM",https://24-hourlockandkey.com,Security Systems,"The business name '24 HOUR LOCK AND KEY LLC' indicates a focus on locksmith services, which falls under the category of Security Systems. The content mentions 24/7 locksmith services, reinforcing this categorization. The presence of a business license also supports its legitimacy. The focus appears to be primarily residential, as locksmith services are often sought by homeowners.",,0.80,0.70,0.80,True,completed,approved_download,2025-08-06 02:34:47.559369,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
24-HOUR HOME CARE SERVICE LLC,24HOUHC782C5,CONSTRUCTION CONTRACTOR,6656 HOMESTEAD AVE,,TACOMA,WA,98404,(253) 579-8200,"ROS, PHEAROM",https://www.homewatchcaregivers.com/home-care-services/24-hour-care/,Senior Care,"The business name '24-HOUR HOME CARE SERVICE LLC' indicates a focus on home care services, specifically for seniors. The content mentions various care services, which aligns with the category of Senior Care. The focus on in-home care suggests a residential clientele, and the business appears legitimate based on the provided license and service offerings.",,0.80,0.80,0.80,True,completed,approved_download,2025-08-03 23:18:18.580230,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
24/7 HANDYMAN,247HAH*852JB,CONSTRUCTION CONTRACTOR,12020 SE 213TH ST,,KENT,WA,98031,(206) 715-4394,"HABERLACH, IRA RICHARD",,Plumbing,"The business name '24/7 HANDYMAN' indicates a handyman service, but the website content primarily focuses on plumbing services, which are explicitly mentioned. The presence of multiple plumbing-related keywords supports the categorization as Plumbing. The confidence score is high due to the clear mention of plumbing services, and the residential focus is indicated by the nature of the services offered.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-03 23:10:08.426918,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
24/7 RESTORATION LLC,247RERL860JH,CONSTRUCTION CONTRACTOR,4206 E MONTGOMERY,,SPOKANE,WA,99217,(509) 723-7258,"SLAWTER, EDWARD ILS",https://capstone247.com/,Restoration Cleaning,"The business name '24/7 Restoration LLC' indicates a focus on restoration services, which aligns with the content mentioning fire, water, and mold restoration. The presence of a specific license number also supports its legitimacy. The services offered are primarily residential in nature, as they cater to homeowners dealing with emergencies.",,0.85,0.95,0.85,True,completed,approved_download,2025-08-06 02:35:34.180784,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
24RESTECH LLC,24RESL*839OA,CONSTRUCTION CONTRACTOR,922 Valley Ave NW,Unit 107,Puyallup,WA,98371,(253) 238-0838,"ROESCH, MICHAEL LANE",https://www.24restech.com/,Water Damage Restoration,"The business name and website content indicate a focus on water and fire damage restoration services, which are specific contractor services. The presence of emergency services and a clear focus on restoration suggests a residential focus, as these services are often needed by homeowners. The confidence score is high due to the specificity of the services mentioned.",,0.80,1.00,0.80,True,completed,approved_download,2025-08-06 19:09:26.663399,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
253 Electric LLC,253ELEL775RH,ELECTRICAL CONTRACTOR,16023 234TH STREET CT E,,GRAHAM,WA,983387610,(253) 266-9571,"Robinson, Mike D",https://253electric.com/,Electrician,"The business name '253 Electric LLC' clearly indicates that it operates in the electrical services sector. The website content mentions 'Reliable Electrical Services', reinforcing the focus on electrical work. Additionally, the presence of a specific license number suggests legitimacy. The content does not indicate a commercial focus, implying a residential service orientation.",,0.90,1.00,0.90,True,completed,approved_download,2025-08-06 19:09:53.496173,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2A2SERVICES LLC,2A2SEL*771PC,CONSTRUCTION CONTRACTOR,2A2SERVICES LLC Regus Renton Triton Towers Three,707 S Grady Way,Renton,WA,98057,(253) 666-8687,"TUATOO, JAMES",https://www.2a2servicesllc.com/,Handyman,"The business name includes '2A2SERVICES LLC' which suggests a service-oriented company. The website content mentions 'Property Maintenance' and 'Handyman Services', indicating a focus on residential services. The presence of 'Janitorial Cleaning' also supports the handyman categorization. The confidence score is high due to the clear indication of handyman services and a legitimate business presence.",,0.80,0.75,0.80,True,completed,approved_download,2025-08-06 19:10:09.941217,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2HOUSE SOLUTIONS LLC,2HOUSSL784LP,CONSTRUCTION CONTRACTOR,3513 W 4TH AVE APT C,,KENNEWICK,WA,99336,(509) 873-6668,"CASADOS, JUAN ANTONIO",https://www.bizprofile.net/wa/kennewick/aj-s-hvac-electrical,Heating and Cooling,"The business name 'Aj's Hvac & Electrical LLC' indicates a focus on HVAC and electrical services. The content mentions the business is active and registered, supporting its legitimacy. The presence of 'HVAC' in the name suggests a primary focus on heating and cooling services, which aligns with the available categories.",,0.80,0.90,0.80,True,completed,approved_download,2025-08-06 02:36:02.293823,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
2M CARPENTRY,2MCARMC925MQ,CONSTRUCTION CONTRACTOR,PO BOX 207,,SOUTH CLE ELUM,WA,98943,(509) 674-2206,"ALLENBAUGH, DAVID JR",https://yakimatimes.com/organizations,Handyman,"The business name '2M CARPENTRY' suggests a focus on carpentry and handyman services. The website content does not provide specific details about services but implies a general contractor role, which aligns with handyman services. The confidence is high due to the specificity of the business name and the general nature of the services typically offered by a handyman.",,0.80,0.85,0.80,True,completed,approved_download,2025-08-06 02:36:33.755946,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
3 BRIDGES ELECTRIC,3BRIDBE787LA,ELECTRICAL CONTRACTOR,1509 PROSPECT ST,,TACOMA,WA,98406,(253) 590-8973,"HUFF, DAVID J",https://3bridgeselectric.com/,Electrician,"The business name '3 Bridges Electric' clearly indicates it operates in the electrical sector. The website content confirms that it provides a range of electrical services for both residential and commercial clients. Validation results show a good match for phone number, address, and principal name, contributing to a high confidence score. The presence of multiple contractor keywords in the content further supports the categorization as an electrician.",,0.85,0.80,0.85,True,completed,approved_download,2025-08-06 21:39:50.583801,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
3 BROTHERS DECKING LLC,3BROTBD817J6,CONSTRUCTION CONTRACTOR,17048 se 65th pl,,Bellevue,WA,98006,(206) 775-4897,"Nestor, Anthony Steven M",https://3brothersdecking.com,Decks & Patios,"The business name '3 BROTHERS DECKING LLC' indicates a focus on decking services. The website content explicitly mentions various deck-related services, confirming the primary category as 'Decks & Patios'. The presence of a contact number and email suggests legitimacy, and the focus on residential services is evident from the language used.",,0.90,0.75,0.90,True,completed,approved_download,2025-08-06 19:19:52.466694,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
3 C M STONE INC,3CMSTCM950LA,CONSTRUCTION CONTRACTOR,19980 SW 112TH AVE,,TUALATIN,OR,97062,(503) 626-5150,"TONE, JAMES DAVID",https://3cmstone.com,Countertops,"The business name '3 C M STONE INC' suggests a focus on stone products, and the website content specifically mentions engineered stone and natural stone sinks, which aligns with the countertops category. The presence of a physical address and contact information indicates legitimacy. The focus on stone products suggests a residential market, as homeowners often seek these materials for home improvement.",,0.80,0.60,0.80,True,completed,approved_download,2025-08-06 02:36:54.485881,,2025-08-02 05:26:37.771459,2025-08-07 17:07:38.560531,2
