id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at
133,12TH MAN FLOORING LLC,12THMMF845RH,CC,CONSTRUCTION CONTRACTOR,10439 Brighten St SE,,YELM,WA,98597,(509) 993-4545,2016-12-08,2018-12-08,L,Limited Liability Company,01,GENERAL,,,604062072,"Pfortmiller, Cenderella Anteni",E,EXPIRED,2017-06-07,True,Flooring,False,https://www.thurstoncountywa.gov/departments/public-health-and-social-services/environmental-health/food-safety/food-safety-look-up,,12TH MAN FLOORING LLC specializes in flooring installation services.,,,,"Flooring Installation, Flooring Repair, Flooring Consultation","Flooring, Flooring Installation",,,,,,,,,,1.00,,,completed,2025-07-23 04:55:26,False,,approved_download,,
344,2 SONS PLUMBING,2SONSSP759CF,CC,CONSTRUCTION CONTRACTOR,106 FRONTAGE RD N,,PACIFIC,WA,98047,(206) 736-6300,2025-02-07,2027-02-07,L,Limited Liability Company,01,GENERAL,,,604877465,"BOVAN, ROWDY SCOTT",A,ACTIVE,,True,Plumbing,False,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,,"2 Sons Plumbing is a local plumbing company in Pacific, WA, offering a range of plumbing, heating, and cooling services for both residential and commercial clients.",,,,"Plumbing Services, Heating Services, Cooling Services, Drain Cleaning or Unclogging, Ductless Mini-Split Systems, Excavation, Furnace Repair or Installation, Heat Pump Services, Leak Repair Services, Remodel, Sewer Lining Services, Sewer Repair, Water Heater Services, Water Line Re-piping","Plumbing, Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 18:20:42,False,,approved_download,,
123,123 Electric Service Inc,123ELES892CP,EC,ELECTRICAL CONTRACTOR,14725 NE 20TH ST D-12,,Bellevue,WA,98007,(425) 455-2027,2011-02-17,2027-02-17,C,Corporation,01,GENERAL,,,602762749,"Leber, Brett",A,ACTIVE,,True,Electrical,False,https://123electricservice.com/,,"123 Electric Service is a licensed, bonded, and insured electrical contractor based in Bellevue, WA, specializing in electrical, heating, and air conditioning repairs.",,,,"Electrical Wiring, Remodels and Additions, Panel and Sub Panel Installation, Heating Services, Air Conditioning Services, Security Systems, Troubleshooting","Electrical, Electrical Services",,,,,,,,,,1.00,,,completed,2025-07-23 04:54:19,False,,approved_download,,
122,123 Electric Service Inc,123ELES877DA,CC,CONSTRUCTION CONTRACTOR,14725 NE 20TH STREET D-12,,Bellevue,WA,98007,(425) 455-2027,2013-03-01,2025-09-25,C,Corporation,01,GENERAL,,,602762749,"LEBER, BRETT CHARLES",A,ACTIVE,,True,Electrical,False,https://123electricservice.com/,,"123 Electric Service is a licensed, bonded, and insured electrician based in Bellevue, WA, specializing in electrical, heating, and air conditioning repairs.",,,,"Electrical Wiring, Remodels and Additions, Panel and Sub Panel Installations, Heating Services, Air Conditioning Services, Security Systems, Troubleshooting","Electrical, Electrical Repairs and Installations",,,,,,,,,,1.00,,,completed,2025-07-23 04:54:08,False,,approved_download,,
57,1-800-STRIPER OF BELLEVUE,1800SB*767M5,CC,CONSTRUCTION CONTRACTOR,11112 NE 124TH LN APT D213,,KIRKLAND,WA,98034,(425) 532-5401,2024-07-25,2026-07-25,L,Limited Liability Company,SS,Paving/ Striping/ Seal Coating,,,605548197,"HESS, KIERAN MATTHEW",A,ACTIVE,,False,Painting,False,https://1800striper.com/striper-of-bellevue/,,"1-800-STRIPER of Bellevue specializes in professional line striping services for parking lots, sports courts, and more in the Greater Puget Sound area.",,,,"Parking lot striping, Restriping, ADA compliance striping, Sport court and playground markings, Fire lane striping, Interior striping","Painting, Line Striping",,,,,,,,,,1.00,,,completed,2025-07-23 03:17:58,False,,approved_download,,
47,1-2-3 CONSTRUCTION LLC,123COCL847CZ,CC,CONSTRUCTION CONTRACTOR,2265 Aviator Ln,,OAK HARBOR,WA,98277,(360) 720-1125,2016-02-09,2026-05-23,L,Limited Liability Company,01,GENERAL,,,603581687,"THOMPSON, NATHAN ALAN",A,ACTIVE,,True,Kitchen & Bath,False,https://www.1-2-3construction.com/,,"1-2-3 Construction LLC is a general contractor specializing in high-quality construction and remodeling services, dedicated to customer satisfaction.",,,,"Kitchen Remodeling, Bathroom Remodeling, Custom Home Builds","Kitchen & Bath, Remodeling",,,,,,,,,,1.00,,,completed,2025-07-23 03:17:26,False,,approved_download,,
376,206 ELECTRIC LLC,206ELEL762NM,EC,ELECTRICAL CONTRACTOR,109 198TH ST SE,,BOTHELL,WA,98012,(206) 877-2759,2024-08-14,2026-08-14,L,Limited Liability Company,02,RESIDENTIAL,,,605501341,"POGOSYAN, SERGEY",A,ACTIVE,,,Electrical,False,https://ibew46.com/resource-library/signatories/,,"206 ELECTRIC LLC is an electrical contractor based in Bothell, WA, specializing in electrical services.",,,,"Electrical installation, Electrical repair, Residential electrical services, Commercial electrical services","Electrical, Electrical Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 18:23:58,False,,approved_download,,
298,2 BROTHERS CONCRETE LLC,2BROTBC780DW,CC,CONSTRUCTION CONTRACTOR,4040 AUBURN WAY S TRLR 59,,AUBURN,WA,98092,(206) 941-8858,2022-01-25,2026-02-22,L,Limited Liability Company,01,GENERAL,,,604782759,"ALVARADO MENDOZA, ARTURO",A,ACTIVE,,True,Concrete,False,https://www.2brothersconcrete.org/,,"2 Brothers Concrete LLC is a family-operated business specializing in high-quality concrete services, including driveways, patios, sidewalks, and more, with a focus on customer satisfaction.",,,,"Driveways, Patios, Sidewalks, Basketball Courts, Stamped/Colored Concrete, Concrete Fire Pits, Retaining Walls, Foundations, Warehouse Floor Repair and Replacement","Concrete, Flatwork and Decorative Concrete",,,,,,,,,,1.00,,,completed,2025-07-23 18:17:37,False,,approved_download,,
345,2 SONS PLUMBING,2SONSSP759TF,PC,PLUMBING CONTRACTOR,106 FRONTAGE RD N,,PACIFIC,WA,98047,(206) 736-6300,2025-03-02,2027-03-02,L,Limited Liability Company,01,JOURNEY LEVEL,,,604877465,"BOVAN, ROWDY SCOTT",A,ACTIVE,,True,Plumbing,False,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,,"2 Sons Plumbing is a local plumbing contractor in Pacific, WA, specializing in residential and commercial plumbing services, including sewer, septic, heating, and cooling solutions.",,,,"Plumbing Services, Heating Services, Cooling Services, Drain Cleaning, Sewer Repair, Water Heater Services, Leak Repair Services","Plumbing, Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 18:20:48,False,,approved_download,,
281,1ST RESPONSE PLUMBING,1STRERP781D8,PC,PLUMBING CONTRACTOR,9917 N EDNA ST,,SPOKANE,WA,99208,(509) 847-8372,2022-04-08,2026-04-08,I,Individual,01,JOURNEY LEVEL,,,602976951,"LANDIN, JARED",A,ACTIVE,,True,Plumbing,False,https://1stresponseplumbing.com,,Full Service Plumbing - Locally owned and operated.,,,,,"Plumbing, Full Service Plumbing",,,,,,,,,,1.00,,,completed,2025-07-23 18:16:03,False,,approved_download,,
10,$AVER HARDWOOD FLOORS LLC,AVERHHF946CM,CC,CONSTRUCTION CONTRACTOR,17442 116th Ave SE,,RENTON,WA,98058,(206) 372-5166,2006-02-14,2025-02-24,L,Limited Liability Company,SK,Floor Covering and Counter Tops,,,602582149,"LE, SON T",O,OUT OF BUSINESS,2023-05-06,True,Flooring,False,,,"Install new and refinish wood floors, stair cases with the best quality at the affordable price. We serve Seattle and surrounding areas since 2002.",,,,"Hardwood floor installation, Hardwood floor refinishing, Staircase installation","Flooring, Hardwood Floor Installation and Refinishing",,,,,,,,,,1.00,,,completed,2025-07-23 02:35:15,False,,approved_download,,
259,1ST CLASS PAVING,1STCLCP812LO,CC,CONSTRUCTION CONTRACTOR,16821 SMOKEY POINT BLVD,APT 213,ARLINGTON,WA,98223,(360) 202-5200,2019-06-20,2021-06-20,I,Individual,SS,Paving/ Striping/ Seal Coating,,,603303729,"SMITH, JOSHUA W III",E,EXPIRED,2020-07-17,True,Concrete,False,https://www.a1asphaltpc.com/,,"1ST CLASS PAVING provides high-quality asphalt paving services to residents and businesses in Arlington, WA.",,,,"Asphalt paving, Driveway paving, Parking lot maintenance, Excavation services","Concrete, Asphalt Paving",,,,,,,,,,1.00,,,completed,2025-07-23 17:57:30,False,,approved_download,,
238,1ST CHOICE LANDSCAPING INC,1STCHCL822JK,CC,CONSTRUCTION CONTRACTOR,17902 29TH AVE NE,,Marysville,WA,98271,(360) 926-3004,2018-04-12,2025-01-13,C,Corporation,01,GENERAL,,,604220944,"GONZALEZ, JOSE JUAN",E,EXPIRED,2024-10-12,True,Landscaping,False,https://1stchoicelandscapinginc.com/,,"1st Choice Landscaping Inc excels in a full suite of landscaping services, including lawn care, snow removal, and more, dedicated to serving the community with professionalism and quality.",,,,"Lawn Care, Snow Removal, Irrigation Installation, Landscape Design, Shrub Trimming","Landscaping, Landscaping Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:28:37,False,,approved_download,,
200,1LIFE CONSTRUCTION INC,1LIFECI861M5,CC,CONSTRUCTION CONTRACTOR,12345 LAKE CITY WAY #311,,SEATTLE,WA,98125,(206) 676-2192,2014-07-25,2026-08-15,C,Corporation,01,GENERAL,,,603421718,"FARIS, TRISHA DAWN",A,ACTIVE,,True,Plumbing,False,https://thepipedr.com/12345-lake-city-way-ne-ste-311-seattle-wa-98125/,,"1LIFE CONSTRUCTION INC specializes in plumbing services, particularly sewer repair and cleaning, serving the Seattle area.",,,,"Sewer Repair, Sewer Cleaning, Drain Cleaning","Plumbing, Sewer Repair and Cleaning",,,,,,,,,,1.00,,,completed,2025-07-23 05:17:43,False,,approved_download,,
347,2 SONS PLUMBING LLC,2SONSSP833OF,CC,CONSTRUCTION CONTRACTOR,PO Box 371,,HOBART,WA,98025,(206) 736-6300,2017-09-06,2025-09-06,L,Limited Liability Company,01,GENERAL,,,604160920,"SCHULTES, TYLER R",S,SUSPENDED,2024-12-10,True,Plumbing,False,,,"2 SONS PLUMBING LLC is a plumbing contractor based in Hobart, WA, providing a range of plumbing services to the local community.",,,,"Sewer services, Drain cleaning, Pipe installation and repair, Water heater services","Plumbing, General Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 18:20:56,False,,approved_download,,
225,1ST CHOICE CONSTRUCTION INC,1STCHCC921OE,CC,CONSTRUCTION CONTRACTOR,410 Main St,,Algona,WA,98001,(253) 569-4588,2008-09-05,2026-11-08,C,Corporation,01,GENERAL,,,602813635,"VOLYANSKIY, VITALIY V",A,ACTIVE,,True,Roofing,False,https://1stchoicehomeconstruction.com/,,"1st Choice Construction Inc is a roofing contractor based in Algona, WA, specializing in roof replacements, repairs, leak detection, gutters, and water damage restoration.",,,,"Roof Installation, Roof Repairs, Leak Repairs, Water Damage Restoration, Gutter Installation","Roofing, Roof Replacement and Repair",,,,,,,,,,1.00,,,completed,2025-07-23 05:27:48,False,,approved_download,,
356,2-SHEA'S PAINTING LLC,2SHEAPL937L2,CC,CONSTRUCTION CONTRACTOR,P.O. Box 44,,TRACYTON,WA,983930044,(360) 649-3783,2007-06-22,2027-08-03,L,Limited Liability Company,01,GENERAL,,,602730669,"SHEA, MICHAEL Allen",A,ACTIVE,,True,Painting,False,https://www.2sheaspainting.com/,,"2-Shea's Painting & Remodeling in Bremerton, WA, offers a wide range of painting and remodeling services for both residential and commercial clients.",,,,"Residential Painting, Commercial Painting, Interior Remodeling, Exterior Remodeling, Cabinet Painting, Flooring Installation, Siding Installation, Excavation","Painting, Residential & Commercial Painting and Remodeling",,,,,,,,,,1.00,,,completed,2025-07-23 18:21:42,False,,approved_download,,
271,1ST PLACE STRIPING,1STPLPS948M8,CC,CONSTRUCTION CONTRACTOR,13612 60TH AVE SE,,EVERETT,WA,98208,(425) 357-8249,2006-07-28,2026-07-28,I,Individual,SS,Paving/ Striping/ Seal Coating,,,601354900,"CORNELIUS, BRET",A,ACTIVE,,False,Concrete,False,http://www.1stplacestriping.com/services.cfm,,"1st Place Striping is a professional striping company based in Everett, WA, specializing in pavement marking services for various types of properties.",,,,"Striping, Seal Coating, Curbing, Sign Installation, Concrete Repair, Asphalt Resurfacing, Pressure Washing, Speed Bump Installation, Wheel Stop Installation, Patching, ADA Improvements, Consulting","Concrete, Pavement Marking and Maintenance",,,,,,,,,,1.00,,,completed,2025-07-23 18:15:41,False,,approved_download,,
218,1ST CHANCE ELECTRIC INC,1STCHCE790ON,EC,ELECTRICAL CONTRACTOR,6218 E 37TH AVE,,SPOKANE,WA,99223,(509) 475-9175,2021-10-11,2025-10-11,C,Corporation,01,GENERAL,,,604778460,"Dierks, Sarah K",S,SUSPENDED,2024-01-22,,Electrical,False,https://1st.net,,"1ST CHANCE ELECTRIC INC is an electrical contractor based in Spokane, WA, providing electrical services.",,,,,"Electrical, Electrical Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 05:27:17,False,,approved_download,,
265,1ST GENERATION ELECTRIC LLC,1STGEGE782KE,EC,ELECTRICAL CONTRACTOR,1207 N LANDING WAY # 1075,,RENTON,WA,98057,(206) 910-1212,2022-05-05,2024-05-05,L,Limited Liability Company,01,GENERAL,,,604904076,"THANT, WIN M",O,OUT OF BUSINESS,,,Electrical,False,https://1st.net,,"1ST GENERATION ELECTRIC LLC is an electrical contractor based in Renton, WA, providing electrical services.",,,,,"Electrical, Electrical Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 05:30:40,False,,approved_download,,
327,2 GUYS PLUMBING LLC,2GUYSGP786KB,PC,PLUMBING CONTRACTOR,PO BOX 1386,,CASTLE ROCK,WA,98611,(360) 274-3453,2022-05-26,2026-05-26,P,Partnership,02,RESIDENTIAL,,,604265404,"ELLIS, WILLIAM GIMM WANEMAH",A,ACTIVE,,True,Plumbing,False,https://www.2guysplumbing.com/drain-cleaning,,"2 Guys Plumbing provides high-quality plumbing services to the local community, specializing in drain cleaning and other plumbing solutions.",,,,"Drain Cleaning, Clogged Drain Service","Plumbing, Drain Cleaning",,,,,,,,,,1.00,,,completed,2025-07-23 18:18:41,False,,approved_download,,
250,1ST CHOICE ROOFING & SDNG LLC,1STCHCR783PO,CC,CONSTRUCTION CONTRACTOR,2111 N 19TH DR,,PASCO,WA,99301,(509) 845-6908,2022-10-20,2024-10-20,L,Limited Liability Company,01,GENERAL,,,604973872,"HERNADEZ SANCHEZ, JARIO E",E,EXPIRED,2024-10-13,,Roofing,False,https://1st.net,,"1ST CHOICE ROOFING & SDNG LLC is a roofing contractor based in Pasco, WA, specializing in roofing services.",,,,,"Roofing, Roofing Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 05:29:26,False,,approved_download,,
328,2 GUYS PLUMBING LLC,2GUYSGP820JD,CC,CONSTRUCTION CONTRACTOR,PO BOX 1386,,CASTLE ROCK,WA,98611,(360) 747-9205,2018-04-04,2022-04-04,L,Limited Liability Company,AD,PLUMBING,,,604265404,"VEACH, JONATHAN JAMES",R,RE-LICENSED,2022-03-01,True,Plumbing,False,https://www.2guysplumbing.com/drain-cleaning,,"2 Guys Plumbing provides high-quality plumbing services, specializing in drain cleaning and resolving clogged drain issues for the local community.",,,,"Drain Cleaning, Clogged Drain Service","Plumbing, Drain Cleaning",,,,,,,,,,1.00,,,completed,2025-07-23 18:18:54,False,,approved_download,,
43,1 TOM PLUMBER,1TOMPTP773O8,PC,PLUMBING CONTRACTOR,6250 W CLEARWATER AVE STE 101,,KENNEWICK,WA,99336,(509) 727-3413,2023-10-11,2025-10-11,L,Limited Liability Company,02,RESIDENTIAL,,,605297288,"GOIRI, SCOTT A",A,ACTIVE,,True,Plumbing,False,https://www.1tomplumber.com/tri-cities/,,"1-Tom-Plumber offers reliable and fast plumbing services in the Tri-Cities area, specializing in emergency plumbing and water damage restoration.",,,,"Emergency Plumbing, Drain Cleaning, Water Damage Restoration, Excavation","Plumbing, Emergency Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 03:17:15,False,,approved_download,,
13,(H)ANDYMAN LLC,HANDYL*845B8,CC,CONSTRUCTION CONTRACTOR,10248 1ST AVENUE SOUTHWEST,,SEATTLE,WA,98146,(206) 963-7622,2016-01-28,2026-07-01,L,Limited Liability Company,01,GENERAL,,,603450912,"RICE, ANDREW CHARLES",A,ACTIVE,,True,Handyman,False,,,"H)ANDYMAN LLC offers a range of handyman services in Seattle, WA, focusing on home repairs and improvements.",,,,"Cabinet installation, Door repair, Deck refurbishment, Furniture assembly, Molding and trim installation","Handyman, General Repair Services",,,,,,,,,,1.00,,,completed,2025-07-23 03:12:15,False,,approved_download,,
48,1-2-3 PLUMBING LLC,123PLPL767OF,PC,PLUMBING CONTRACTOR,8115 18TH AVE CT E,,TACOMA,WA,98404,(253) 882-4845,2024-09-06,2026-09-06,L,Limited Liability Company,01,JOURNEY LEVEL,,,605597570,"SANCHEZ BAZAIL, RICARDO",A,ACTIVE,,,Plumbing,False,,,"1-2-3 PLUMBING LLC is a plumbing contractor based in Tacoma, WA, providing plumbing services.",,,,,"Plumbing, Plumbing Contractor",,,,,,,,,,1.00,,,completed,2025-07-23 03:17:35,False,,approved_download,,
245,1ST CHOICE PLUMBING INC,1STCHPI011BN,CC,CONSTRUCTION CONTRACTOR,PO BOX 3875,,EVERETT,WA,98213,(425) 750-7013,1999-01-15,2022-09-20,C,Corporation,AD,PLUMBING,,,601895478,"CAMPBELL, SCOTT TRACY",E,EXPIRED,,True,Plumbing,False,https://1st-choice-plumbing.com,,"1st Choice Plumbing offers fast, affordable plumbing services across Boca Raton, Delray Beach, and more, specializing in both residential and commercial plumbing solutions.",,,,"Plumbing repairs, Drain cleaning, Leak detection, Water heater solutions, Emergency plumbing","Plumbing, Residential and Commercial Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:29:09,False,,approved_download,,
244,1ST CHOICE PLUMBING INC,1STCHCP788O2,PC,PLUMBING CONTRACTOR,PO BOX 3875,,EVERETT,WA,98213,(425) 876-8015,2022-09-22,2026-09-22,C,Corporation,01,JOURNEY LEVEL,,,601895478,"CAMPBELL, SCOTT TRACY",A,ACTIVE,,True,Plumbing,False,https://1st-choice-plumbing.com,,"1st Choice Plumbing offers fast, affordable plumbing services across Boca Raton, Delray Beach, and more.",,,,"Plumbing repairs, Drain cleaning, Leak detection, Water heater solutions, Emergency plumbing","Plumbing, Residential Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:29:00,False,,approved_download,,
242,1st Choice Plumbing & Rep. LLC,1STCHCP796DP,CC,CONSTRUCTION CONTRACTOR,40 Stohler Rd,,SELAH,WA,98942,(509) 895-4035,2021-03-17,2025-03-17,L,Limited Liability Company,01,GENERAL,,,604664586,"Benscoter, Joshua Todd",E,EXPIRED,,,Plumbing,False,https://1st.net,,"1st Choice Plumbing & Rep. LLC is a plumbing contractor based in Selah, WA, offering reliable plumbing services.",,,,"General plumbing repairs, Pipe installation, Drain cleaning, Leak detection, Water heater installation","Plumbing, General Plumbing Services",,,,,,,,,,1.00,,,completed,2025-07-23 05:28:49,False,,approved_download,,
105,12 DECKS & FENCES LLC,12DECDF813MN,CC,CONSTRUCTION CONTRACTOR,13915 99TH AVE SE,,Snohomish,WA,98296,(206) 487-6747,2019-07-15,2027-07-15,L,Limited Liability Company,01,GENERAL,,,604470991,"Mirbek, Taubayev",A,ACTIVE,,True,Fencing,False,https://12decks.vercel.app/,,"12 Decks & Fences LLC specializes in constructing decks and fences using wood and composite materials, serving the Greater Seattle Area with a focus on environmentally sustainable practices.",,,,"Deck Installation, Fence Installation, Design and Planning, Material Selection, Project Planning, Disposal of Old Materials","Fencing, Deck and Fence Installation",,,,,,,,,,1.00,,,completed,2025-07-23 03:20:36,False,,approved_download,,
