id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at,address_line_1,zip_code
1405,A & A SANTOS DRYWALL,,,CONSTRUCTION CONTRACTOR,,,YAKIMA,WA,,(509) 388-3839,,,,,,,,,,,,,,True,General Contractor,,https://www.aandasantosdrywall.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:49,,,,,,,
1406,A & A SEPTIC DSGNS & PMPG INC,,,CONSTRUCTION CONTRACTOR,,,FALL CITY,WA,,(425) 222-5388,,,,,,,,,,,,,,True,General Contractor,,https://www.aandasepticdsgnsandp.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:50,,,,,,,
1407,A & A WELL DRILLING INC,,,CONSTRUCTION CONTRACTOR,,,LOPEZ ISLAND,WA,,(360) 468-2587,,,,,,,,,,,,,,True,General Contractor,,https://www.aandawelldrillinginc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:50,,,,,,,
1414,A & B BUILDERS,,,CONSTRUCTION CONTRACTOR,,,WENATCHEE,WA,,(509) 860-4510,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbbuilders.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:52,,,,,,,
1416,A & B CONCRETE MASTERS LLC,,,CONSTRUCTION CONTRACTOR,,,DEER PARK,WA,,(509) 434-6765,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbconcretemasters.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:53,,,,,,,
1419,A & B CRAFTSMEN LLP,,,CONSTRUCTION CONTRACTOR,,,SPOKANE,WA,,(360) 430-2203,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbcraftsmenllp.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:53,,,,,,,
1420,A & B ELECTRIC INC,,,ELECTRICAL CONTRACTOR,,,KENNEWICK,WA,,(509) 551-6983,,,,,,,,,,,,,,True,Electrical,,https://www.aandbelectricinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:53,,,,,,,
1424,A & B HOME IMPROVEMENT,,,CONSTRUCTION CONTRACTOR,,,BELLINGHAM,WA,,(360) 592-4303,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbhomeimprovement.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:55,,,,,,,
1430,A & B PROCESS SYSTEMS CORP,,,CONSTRUCTION CONTRACTOR,,,STRATFORD,WI,,(715) 687-4332,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbprocesssystemsc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:56,,,,,,,
1432,A & B SHEET METAL WORKS LLC,,,CONSTRUCTION CONTRACTOR,,,PORTLAND,OR,,(503) 254-5584,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbsheetmetalworks.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:58,,,,,,,
1433,A & B TRANSPORTATION,,,CONSTRUCTION CONTRACTOR,,,OTHELLO,WA,,(509) 750-3648,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbtransportation.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:58,,,,,,,
1434,A & B TREE SERVICE,,,CONSTRUCTION CONTRACTOR,,,OLYMPIA,WA,,(360) 701-3838,,,,,,,,,,,,,,True,General Contractor,,https://www.aandbtreeservice.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:58,,,,,,,
1437,A & C CONCRETE,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(360) 260-5872,,,,,,,,,,,,,,True,General Contractor,,https://www.aandcconcrete.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:59,,,,,,,
1438,A & C CONCRETE SPECIALIST LLC,,,CONSTRUCTION CONTRACTOR,,,LAKEWOOD,WA,,(253) 693-8431,,,,,,,,,,,,,,True,General Contractor,,https://www.aandcconcretespecial.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:59,,,,,,,
1442,A & C ELECTRIC LLC,,,ELECTRICAL CONTRACTOR,,,OROVILLE,WA,,(253) 740-2729,,,,,,,,,,,,,,True,Electrical,,https://www.aandcelectricllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:01,,,,,,,
1446,A & C GLASSWERKS LLC,,,CONSTRUCTION CONTRACTOR,,,RENTON,WA,,(206) 243-5013,,,,,,,,,,,,,,True,General Contractor,,https://www.aandcglasswerksllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:02,,,,,,,
1500,A & F DRYWALL LLC,,,CONSTRUCTION CONTRACTOR,,,PASCO,WA,,(509) 302-1458,,,,,,,,,,,,,,True,General Contractor,,https://www.aandfdrywallllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:17,,,,,,,
1507,A & G ELECTRIC LLC,,,ELECTRICAL CONTRACTOR,,,LA CENTER,WA,,(360) 624-3048,,,,,,,,,,,,,,True,Electrical,,https://www.aandgelectricllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:20,,,,,,,
1650,A & R Trucking LLC,,,CONSTRUCTION CONTRACTOR,,,YAKIMA,WA,,(509) 833-9522,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrtruckingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:03,,,,,,,
1622,A & P HOLDINGS LLC,,,CONSTRUCTION CONTRACTOR,,,LAKE STEVENS,WA,,(425) 508-2465,,,,,,,,,,,,,,True,General Contractor,,https://www.aandpholdingsllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:55,,,,,,,
1578,A & L HARDWOOD FLOORS,,,CONSTRUCTION CONTRACTOR,,,REDMOND,WA,,(425) 883-0326,,,,,,,,,,,,,,True,Flooring,,https://www.aandlhardwoodfloors.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:42,,,,,,,
1580,A & L RENOVATIONS LLC,,,CONSTRUCTION CONTRACTOR,,,SPOKANE,WA,,(207) 522-6894,,,,,,,,,,,,,,True,General Contractor,,https://www.aandlrenovationsllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:42,,,,,,,
1591,A & M FLOORING,,,CONSTRUCTION CONTRACTOR,,,WEST RICHLAND,WA,,(951) 533-7243,,,,,,,,,,,,,,True,Flooring,,https://www.aandmflooring.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:46,,,,,,,
1596,A & M HOMES LLC,,,CONSTRUCTION CONTRACTOR,,,SEATTLE,WA,,(206) 261-7590,,,,,,,,,,,,,,True,General Contractor,,https://www.aandmhomesllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:48,,,,,,,
1599,A & M MAINTENANCE LLC,,,CONSTRUCTION CONTRACTOR,,,PUYALLUP,WA,,(206) 832-5084,,,,,,,,,,,,,,True,General Contractor,,https://www.aandmmaintenancellc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:48,,,,,,,
1600,A & M MASONRY INC,,,CONSTRUCTION CONTRACTOR,,,SEATTLE,WA,,(206) 909-1813,,,,,,,,,,,,,,True,General Contractor,,https://www.aandmmasonryinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:48,,,,,,,
1610,A & N DEMOLITION LLC,,,CONSTRUCTION CONTRACTOR,,,SPANAWAY,WA,,(253) 302-7173,,,,,,,,,,,,,,True,General Contractor,,https://www.aandndemolitionllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:51,,,,,,,
1612,A & ONE SEPTIC SERVICE LLC,,,CONSTRUCTION CONTRACTOR,,,UNION GAP,WA,,(509) 367-0892,,,,,,,,,,,,,,True,General Contractor,,https://www.aandonesepticservice.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:52,,,,,,,
1618,A & P CREATIVE CURBING LLC,,,CONSTRUCTION CONTRACTOR,,,ELLENSBURG,WA,,(509) 899-9999,,,,,,,,,,,,,,True,General Contractor,,https://www.aandpcreativecurbing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:54,,,,,,,
1629,A & R CONSTRUCTION,,,CONSTRUCTION CONTRACTOR,,,KENNEWICK,WA,,(509) 947-5535,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrconstruction.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:57,,,,,,,
1508,A & G LANDWORKS LLC,,,CONSTRUCTION CONTRACTOR,,,LONGVIEW,WA,,(503) 753-1964,,,,,,,,,,,,,,True,General Contractor,,https://www.aandglandworksllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:20,,,,,,,
1630,A & R CONSTRUCTION INC,,,CONSTRUCTION CONTRACTOR,,,LEWISTON,ID,,(208) 746-3394,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrconstructioninc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:57,,,,,,,
1632,A & R EXTERIOR MAINTENANCE,,,CONSTRUCTION CONTRACTOR,,,OLYMPIA,WA,,(360) 481-2265,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrexteriormainten.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:58,,,,,,,
1635,A & R INSULATION LLC,,,CONSTRUCTION CONTRACTOR,,,MARYSVILLE,WA,,(360) 386-9120,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrinsulationllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:58,,,,,,,
1636,A & R MECHANICAL INC,,,ELECTRICAL CONTRACTOR,,,MOSES LAKE,WA,,(206) 300-1483,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrmechanicalinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:00,,,,,,,
1639,A & R Painting,,,CONSTRUCTION CONTRACTOR,,,EVERETT,WA,,(425) 299-5189,,,,,,,,,,,,,,True,Painting,,https://www.aandrpainting.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:00,,,,,,,
1640,A & R PRECISION REMODELING LLC,,,CONSTRUCTION CONTRACTOR,,,RICHLAND,WA,,(509) 947-0037,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrprecisionremode.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:00,,,,,,,
1644,A & R SAWING & DRILLING CO,,,CONSTRUCTION CONTRACTOR,,,KENT,WA,,(253) 872-0714,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrsawinganddrilli.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:01,,,,,,,
1646,A & R SPEC CNCRT & CONST INC,,,CONSTRUCTION CONTRACTOR,,,LONGVIEW,WA,,(360) 423-2439,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrspeccncrtandcon.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:03,,,,,,,
1647,A & R SPECIALTY CONST LLC,,,CONSTRUCTION CONTRACTOR,,,ROY,WA,,(253) 905-2220,,,,,,,,,,,,,,True,General Contractor,,https://www.aandrspecialtyconstl.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:03,,,,,,,
1577,A & L FLOORING,,,CONSTRUCTION CONTRACTOR,,,DES MOINES,WA,,(253) 221-6120,,,,,,,,,,,,,,True,Flooring,,https://www.aandlflooring.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:42,,,,,,,
1576,A & L FENCING,,,CONSTRUCTION CONTRACTOR,,,LONGVIEW,WA,,(360) 703-8218,,,,,,,,,,,,,,True,General Contractor,,https://www.aandlfencing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:42,,,,,,,
1573,A & L CONTRACTING LLC,,,CONSTRUCTION CONTRACTOR,,,LAKE STEVENS,WA,,(425) 583-6388,,,,,,,,,,,,,,True,General Contractor,,https://www.aandlcontractingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:40,,,,,,,
1572,A & L CONSTRUCTION R LLC,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(503) 758-0206,,,,,,,,,,,,,,True,General Contractor,,https://www.aandlconstructionrll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:40,,,,,,,
1510,A & G RENEWAL,,,CONSTRUCTION CONTRACTOR,,,CASTLE ROCK,WA,,(360) 957-5406,,,,,,,,,,,,,,True,General Contractor,,https://www.aandgrenewal.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:20,,,,,,,
1513,A & G SOLUTIONS LLC,,,CONSTRUCTION CONTRACTOR,,,KENNEWICK,WA,,(509) 396-9016,,,,,,,,,,,,,,True,General Contractor,,https://www.aandgsolutionsllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:22,,,,,,,
1524,A & I DRYWALL INC,,,CONSTRUCTION CONTRACTOR,,,COLLEGE PLACE,WA,,(509) 520-3523,,,,,,,,,,,,,,True,General Contractor,,https://www.aandidrywallinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:25,,,,,,,
1527,A & I Floor Covering Inc,,,CONSTRUCTION CONTRACTOR,,,Riverton,UT,,(801) 280-4423,,,,,,,,,,,,,,True,Flooring,,https://www.aandifloorcoveringin.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:26,,,,,,,
1531,A & I STONE INC,,,CONSTRUCTION CONTRACTOR,,,WOODINVILLE,WA,,(425) 368-1300,,,,,,,,,,,,,,True,General Contractor,,https://www.aandistoneinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:28,,,,,,,
1535,A & J Bowers LLC,,,ELECTRICAL CONTRACTOR,,,RENTON,WA,,(425) 445-1565,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjbowersllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:28,,,,,,,
1538,A & J CARPET LLC,,,CONSTRUCTION CONTRACTOR,,,MALAGA,WA,,(509) 669-4488,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjcarpetllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:29,,,,,,,
1540,A & J CARRIER LLC,,,CONSTRUCTION CONTRACTOR,,,KENT,WA,,(781) 548-1959,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjcarrierllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:29,,,,,,,
1541,A & J CUSTOM CABINETS INC,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(360) 694-4833,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjcustomcabinetsi.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:31,,,,,,,
1542,A & J ELECTRIC,,,ELECTRICAL CONTRACTOR,,,CARLTON,WA,,(509) 997-5420,,,,,,,,,,,,,,True,Electrical,,https://www.aandjelectric.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:31,,,,,,,
1548,A & J LANDSCAPING LLC,,,CONSTRUCTION CONTRACTOR,,,PASCO,WA,,(509) 205-0866,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjlandscapingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:32,,,,,,,
1551,A & J OUTDOOR SERVICES,,,CONSTRUCTION CONTRACTOR,,,WALLA WALLA,WA,,(509) 520-9502,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjoutdoorservices.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:34,,,,,,,
1552,A & J PRECISION HOMES LLC,,,CONSTRUCTION CONTRACTOR,,,OCEAN SHORES,WA,,(503) 449-6764,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjprecisionhomesl.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:34,,,,,,,
1553,A & J PRESSURE WASHING,,,CONSTRUCTION CONTRACTOR,,,BELLEVUE,WA,,(206) 851-3082,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjpressurewashing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:34,,,,,,,
1555,A & J Rebar And Stressing LLC,,,CONSTRUCTION CONTRACTOR,,,KENT,WA,,(206) 779-1313,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjrebarandstressi.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:34,,,,,,,
1558,A & J RETAINING WALLS,,,CONSTRUCTION CONTRACTOR,,,BRIER,WA,,(206) 423-5384,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjretainingwalls.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:36,,,,,,,
1559,A & J SATELLITE,,,CONSTRUCTION CONTRACTOR,,,PASCO,WA,,(509) 760-8007,,,,,,,,,,,,,,True,General Contractor,,https://www.aandjsatellite.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:36,,,,,,,
1566,A & K SERVICES INC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 537-6232,,,,,,,,,,,,,,True,General Contractor,,https://www.aandkservicesinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:39,,,,,,,
1568,A & L CEDARWORKS LLC,,,CONSTRUCTION CONTRACTOR,,,REDMOND,WA,,(206) 498-7117,,,,,,,,,,,,,,True,General Contractor,,https://www.aandlcedarworksllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:51:39,,,,,,,
1402,A & A PUMP SALES LLC,,,ELECTRICAL CONTRACTOR,,,THE DALLES,OR,,(541) 769-0362,,,,,,,,,,,,,,True,General Contractor,,https://www.aandapumpsalesllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:49,,,,,,,
1399,A & A PROFESSNL CLNG SVCS INC,,,CONSTRUCTION CONTRACTOR,,,BELLEVUE,WA,,(206) 761-7745,,,,,,,,,,,,,,True,General Contractor,,https://www.aandaprofessnlclngsv.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:47,,,,,,,
1395,A & A LUXURY REMODEL LLC,,,CONSTRUCTION CONTRACTOR,,,BELLEVUE,WA,,(206) 519-9851,,,,,,,,,,,,,,True,General Contractor,,https://www.aandaluxuryremodelll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:50:46,,,,,,,
