business_name,phone_number,address_line_1,city,state,zip_code,website_url,confidence_score,is_home_contractor,mailer_category,processing_status,last_processed
A & N DEMOLITION LLC,(253) 302-7173,,SPANAWAY,WA,,https://www.aandndemolitionllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:51
A & ONE SEPTIC SERVICE LLC,(509) 367-0892,,UNION GAP,WA,,https://www.aandonesepticservice.com,0.85,True,General Contractor,completed,2025-08-01 20:51:52
A & P CREATIVE CURBING LLC,(509) 899-9999,,ELLENSBURG,WA,,https://www.aandpcreativecurbing.com,0.85,True,General Contractor,completed,2025-08-01 20:51:54
A & R CONSTRUCTION,(509) 947-5535,,KENNEWICK,WA,,https://www.aandrconstruction.com,0.85,True,General Contractor,completed,2025-08-01 20:51:57
A & G LANDWORKS LLC,(503) 753-1964,,LONGVIEW,WA,,https://www.aandglandworksllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:20
A & R CONSTRUCTION INC,(208) 746-3394,,LEWISTON,ID,,https://www.aandrconstructioninc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:57
A & R EXTERIOR MAINTENANCE,(360) 481-2265,,OLYMPIA,WA,,https://www.aandrexteriormainten.com,0.85,True,General Contractor,completed,2025-08-01 20:51:58
A & R INSULATION LLC,(360) 386-9120,,MARYSVILLE,WA,,https://www.aandrinsulationllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:58
A & R MECHANICAL INC,(206) 300-1483,,MOSES LAKE,WA,,https://www.aandrmechanicalinc.com,0.85,True,General Contractor,completed,2025-08-01 20:52:00
A & R Painting,(425) 299-5189,,EVERETT,WA,,https://www.aandrpainting.com,0.85,True,Painting,completed,2025-08-01 20:52:00
A & R PRECISION REMODELING LLC,(509) 947-0037,,RICHLAND,WA,,https://www.aandrprecisionremode.com,0.85,True,General Contractor,completed,2025-08-01 20:52:00
A & R SAWING & DRILLING CO,(253) 872-0714,,KENT,WA,,https://www.aandrsawinganddrilli.com,0.85,True,General Contractor,completed,2025-08-01 20:52:01
A & R SPEC CNCRT & CONST INC,(360) 423-2439,,LONGVIEW,WA,,https://www.aandrspeccncrtandcon.com,0.85,True,General Contractor,completed,2025-08-01 20:52:03
A & R SPECIALTY CONST LLC,(253) 905-2220,,ROY,WA,,https://www.aandrspecialtyconstl.com,0.85,True,General Contractor,completed,2025-08-01 20:52:03
A & L FLOORING,(253) 221-6120,,DES MOINES,WA,,https://www.aandlflooring.com,0.85,True,Flooring,completed,2025-08-01 20:51:42
A & L FENCING,(360) 703-8218,,LONGVIEW,WA,,https://www.aandlfencing.com,0.85,True,General Contractor,completed,2025-08-01 20:51:42
A & L CONTRACTING LLC,(425) 583-6388,,LAKE STEVENS,WA,,https://www.aandlcontractingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:40
A & L CONSTRUCTION R LLC,(503) 758-0206,,VANCOUVER,WA,,https://www.aandlconstructionrll.com,0.85,True,General Contractor,completed,2025-08-01 20:51:40
A & G RENEWAL,(360) 957-5406,,CASTLE ROCK,WA,,https://www.aandgrenewal.com,0.85,True,General Contractor,completed,2025-08-01 20:51:20
A & G SOLUTIONS LLC,(509) 396-9016,,KENNEWICK,WA,,https://www.aandgsolutionsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:22
A & I DRYWALL INC,(509) 520-3523,,COLLEGE PLACE,WA,,https://www.aandidrywallinc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:25
A & I Floor Covering Inc,(801) 280-4423,,Riverton,UT,,https://www.aandifloorcoveringin.com,0.85,True,Flooring,completed,2025-08-01 20:51:26
A & I STONE INC,(425) 368-1300,,WOODINVILLE,WA,,https://www.aandistoneinc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:28
A & J Bowers LLC,(425) 445-1565,,RENTON,WA,,https://www.aandjbowersllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:28
A & J CARPET LLC,(509) 669-4488,,MALAGA,WA,,https://www.aandjcarpetllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:29
A & J CARRIER LLC,(781) 548-1959,,KENT,WA,,https://www.aandjcarrierllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:29
A & J CUSTOM CABINETS INC,(360) 694-4833,,VANCOUVER,WA,,https://www.aandjcustomcabinetsi.com,0.85,True,General Contractor,completed,2025-08-01 20:51:31
A & J ELECTRIC,(509) 997-5420,,CARLTON,WA,,https://www.aandjelectric.com,0.85,True,Electrical,completed,2025-08-01 20:51:31
A & J LANDSCAPING LLC,(509) 205-0866,,PASCO,WA,,https://www.aandjlandscapingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:32
A & J OUTDOOR SERVICES,(509) 520-9502,,WALLA WALLA,WA,,https://www.aandjoutdoorservices.com,0.85,True,General Contractor,completed,2025-08-01 20:51:34
A & J PRECISION HOMES LLC,(503) 449-6764,,OCEAN SHORES,WA,,https://www.aandjprecisionhomesl.com,0.85,True,General Contractor,completed,2025-08-01 20:51:34
A & J PRESSURE WASHING,(206) 851-3082,,BELLEVUE,WA,,https://www.aandjpressurewashing.com,0.85,True,General Contractor,completed,2025-08-01 20:51:34
A & J Rebar And Stressing LLC,(206) 779-1313,,KENT,WA,,https://www.aandjrebarandstressi.com,0.85,True,General Contractor,completed,2025-08-01 20:51:34
A & J RETAINING WALLS,(206) 423-5384,,BRIER,WA,,https://www.aandjretainingwalls.com,0.85,True,General Contractor,completed,2025-08-01 20:51:36
A & J SATELLITE,(509) 760-8007,,PASCO,WA,,https://www.aandjsatellite.com,0.85,True,General Contractor,completed,2025-08-01 20:51:36
A & K SERVICES INC,(253) 537-6232,,TACOMA,WA,,https://www.aandkservicesinc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:39
A & L CEDARWORKS LLC,(206) 498-7117,,REDMOND,WA,,https://www.aandlcedarworksllc.com,0.85,True,General Contractor,completed,2025-08-01 20:51:39
A & A PUMP SALES LLC,(541) 769-0362,,THE DALLES,OR,,https://www.aandapumpsalesllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:49
A & A PROFESSNL CLNG SVCS INC,(206) 761-7745,,BELLEVUE,WA,,https://www.aandaprofessnlclngsv.com,0.85,True,General Contractor,completed,2025-08-01 20:50:47
A & A LUXURY REMODEL LLC,(206) 519-9851,,BELLEVUE,WA,,https://www.aandaluxuryremodelll.com,0.85,True,General Contractor,completed,2025-08-01 20:50:46
509 TRENCHLESS &HARDSCAPES LLC,(509) 969-4531,,SELAH,WA,,https://www.509trenchlessandhard.com,0.85,True,General Contractor,completed,2025-08-01 20:49:47
509 MAINTENANCE SOLUTIONS LLC,(509) 607-8410,,SPOKANE,WA,,https://www.509maintenancesoluti.com,0.85,True,General Contractor,completed,2025-08-01 20:49:42
509 MASONRY RSTRTN/STONEWORKS,(509) 759-8492,,NACHES,WA,,https://www.509masonryrstrtn/sto.com,0.85,True,General Contractor,completed,2025-08-01 20:49:42
509 Mechanical,(509) 910-7160,,YAKIMA,WA,,https://www.509mechanical.com,0.85,True,General Contractor,completed,2025-08-01 20:49:42
509 MECHANICAL LLC,(509) 910-7160,,MOXEE,WA,,https://www.509mechanicalllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:44
509 METAL WORKS LLC,(509) 710-4728,,SPOKANE VALLEY,WA,,https://www.509metalworksllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:44
509 MITIGATION LLC,(253) 576-4104,,MOXEE,WA,,https://www.509mitigationllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:44
509 Plumbing LLC,(509) 828-3838,,SPRINGDALE,WA,,https://www.509plumbingllc.com,0.85,True,Plumbing,completed,2025-08-01 20:49:45
509 QUALITY PROPERTY MAINT LLC,(509) 485-2020,,OROVILLE,WA,,https://www.509qualitypropertyma.com,0.85,True,General Contractor,completed,2025-08-01 20:49:45
509 SITEWORX LLC,(925) 453-1636,,DEER PARK,WA,,https://www.509siteworxllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:47
509 WOODWORK,(509) 934-6455,,TUMTUM,WA,,https://www.509woodwork.com,0.85,True,General Contractor,completed,2025-08-01 20:49:48
A & A GUTTERS,(360) 457-5151,,PORT ANGELES,WA,,https://www.aandagutters.com,0.85,True,General Contractor,completed,2025-08-01 20:50:44
509KUSTOMZ & WOODWORKS,(509) 423-0606,,WEST RICHLAND,WA,,https://www.509kustomzandwoodwor.com,0.85,True,General Contractor,completed,2025-08-01 20:49:50
519 DESIGN BUILD LLC,(253) 261-5142,,WALLA WALLA,WA,,https://www.519designbuildllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:51
527NORTH LLC,(425) 876-2157,,BOTHELL,WA,,https://www.527northllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:51
555 GENERAL CONTRACTING LLC,(509) 429-4100,,OROVILLE,WA,,https://www.555generalcontractin.com,0.85,True,General Contractor,completed,2025-08-01 20:49:53
5652 FAUNTLEROY WAY SW LLC,(425) 212-2210,,EVERETT,WA,,https://www.5652fauntleroywayswl.com,0.85,True,General Contractor,completed,2025-08-01 20:49:54
57 Wood Floors,(360) 301-5739,,SEQUIM,WA,,https://www.57woodfloors.com,0.85,True,Flooring,completed,2025-08-01 20:49:54
5J'S STONE LLC,(503) 312-8074,,TUALATIN,OR,,https://www.5j'sstonellc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:56
5K ELECTRIC LLC,(253) 507-6306,,SPANAWAY,WA,,https://www.5kelectricllc.com,0.85,True,Electrical,completed,2025-08-01 20:49:56
509 GUTTERS LLC,(509) 844-8293,,SPOKANE,WA,,https://www.509guttersllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:41
509 FLOORS LLC,(208) 818-8207,,POST FALLS,ID,,https://www.509floorsllc.com,0.85,True,Flooring,completed,2025-08-01 20:49:39
509 FACILITY SERVICES INC,(509) 260-1930,,CLE ELUM,WA,,https://www.509facilityservicesi.com,0.85,True,General Contractor,completed,2025-08-01 20:49:38
509 EXCAVATION LLC,(509) 954-0545,,SPOKANE,WA,,https://www.509excavationllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:38
5 STARS DRYWALL LLC,(206) 214-6912,,FEDERAL WAY,WA,,https://www.5starsdrywallllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:26
5 START SERVICES LLC,(503) 381-2420,,VANCOUVER,WA,,https://www.5startservicesllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:27
5 TOOLS REMODELING LLC,(253) 584-8200,,TACOMA,WA,,https://www.5toolsremodelingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:27
5 YARD LINE LLC,(360) 789-2629,,Lacey,WA,,https://www.5yardlinellc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:27
50 NORTHWEST HOME SERVICES,(360) 922-4443,,BLAINE,WA,,https://www.50northwesthomeservi.com,0.85,True,General Contractor,completed,2025-08-01 20:49:29
50 YEAR FABRICATION LLC,(425) 503-3356,,Bothell,WA,,https://www.50yearfabricationllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:29
500 COLUMBIA PLACE LLC,(360) 435-8625,,ARLINGTON,WA,,https://www.500columbiaplacellc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:29
501 ENTERPRISE LLC,(425) 232-0069,,ARLINGTON,WA,,https://www.501enterprisellc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:29
502 MODERN EXTERIOR PRO LLC,(206) 734-0450,,SEATTLE,WA,,https://www.502modernexteriorpro.com,0.85,True,General Contractor,completed,2025-08-01 20:49:30
503 BUILDERS LLC,(503) 544-8105,,WOOD VILLAGE,OR,,https://www.503buildersllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:30
503 TREE SERVICE LLC,(503) 850-9543,,OREGON CITY,OR,,https://www.503treeservicellc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:32
5030 SANDPOINT PL NE LLC,(206) 372-2631,,SEATTLE,WA,,https://www.5030sandpointplnellc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:32
509 BUILDERS LLC,(509) 380-8752,,Connell,WA,,https://www.509buildersllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:33
509 COATINGS,(509) 218-3982,,SPOKANE,WA,,https://www.509coatings.com,0.85,True,General Contractor,completed,2025-08-01 20:49:33
"509 CONCRETE, LLC",(509) 831-1819,,Ahtanum,WA,,"https://www.509concrete,llc.com",0.85,True,General Contractor,completed,2025-08-01 20:49:35
509 DESIGN LLC,(509) 847-4651,,Spokane,WA,,https://www.509designllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:36
509 DEVELOPMENT LLC,(206) 999-5709,,KIRKLAND,WA,,https://www.509developmentllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:36
509 DRYWALL LLC,(509) 944-9592,,SPOKANE,WA,,https://www.509drywallllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:36
5PS CONSTRUCTION LLC,(253) 345-1892,,PUYALLUP,WA,,https://www.5psconstructionllc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:56
602 18TH AVE E LLC,(425) 344-3048,,SEATTLE,WA,,https://www.60218thaveellc.com,0.85,True,General Contractor,completed,2025-08-01 20:49:59
608 PARTNERS TREE SERVICES LLC,(425) 591-4804,,Seattle,WA,,https://www.608partnerstreeservi.com,0.85,True,General Contractor,completed,2025-08-01 20:50:00
8TH AVENUE BUILD LLC,(253) 329-0679,,FEDERAL WAY,WA,,https://www.8thavenuebuildllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:27
911 DRY WALL,(503) 314-6268,,HILLSBORO,OR,,https://www.911drywall.com,0.85,True,General Contractor,completed,2025-08-01 20:50:29
911 HANDY HOME SERVICE,(509) 820-2585,,PASCO,WA,,https://www.911handyhomeservice.com,0.85,True,General Contractor,completed,2025-08-01 20:50:31
911 REMODEL LLC,(509) 567-0708,,SPOKANE,WA,,https://www.911remodelllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:32
911 RESTORATION,(425) 638-2655,,REDMOND,WA,,https://www.911restoration.com,0.85,True,General Contractor,completed,2025-08-01 20:50:32
911-DRY LLC,(360) 988-3199,,BELLINGHAM,WA,,https://www.911-dryllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:34
911HOUSEMEDIC,(253) 223-4188,,TACOMA,WA,,https://www.911housemedic.com,0.85,True,General Contractor,completed,2025-08-01 20:50:34
96 RANCH LLC,(509) 250-0068,,ROOSEVELT,WA,,https://www.96ranchllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:35
962 SERVICES LLC,(206) 962-1778,,RENTON,WA,,https://www.962servicesllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:35
965 CONSRUCTION,(425) 615-5965,,SEATTLE,WA,,https://www.965consruction.com,0.85,True,General Contractor,completed,2025-08-01 20:50:35
9721 6TH AVE NW LLC,(425) 212-2210,,EVERETT,WA,,https://www.97216thavenwllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:35
9813 8TH NE LLC,(206) 784-4505,,SEATTLE,WA,,https://www.98138thnellc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:37
9902 Investments LLC,(253) 569-4502,,AUBURN,WA,,https://www.9902investmentsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:37
9B INDUSTRIAL MECHANICAL LLC,(360) 713-1079,,AMBOY,WA,,https://www.9bindustrialmechanic.com,0.85,True,General Contractor,completed,2025-08-01 20:50:37
A & A APPLIANCE SERVICE INC,(360) 457-9875,,PORT ANGELES,WA,,https://www.aandaapplianceservic.com,0.85,True,General Contractor,completed,2025-08-01 20:50:40
A & A CONST DIVISION LLC,(206) 751-3897,,RENTON,WA,,https://www.aandaconstdivisionll.com,0.85,True,General Contractor,completed,2025-08-01 20:50:40
A & A CONSTRUCTION COMP LLC,(509) 551-2563,,KENNEWICK,WA,,https://www.aandaconstructioncom.com,0.85,True,General Contractor,completed,2025-08-01 20:50:41
A & A CONTRACTING INC,(360) 281-0775,,VANCOUVER,WA,,https://www.aandacontractinginc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:43
A & A DRYWALL LLC,(503) 956-8554,,VANCOUVER,WA,,https://www.aandadrywallllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:43
A & A EXTERIORS,(509) 590-7399,,AIRWAY HEIGHTS,WA,,https://www.aandaexteriors.com,0.85,True,General Contractor,completed,2025-08-01 20:50:44
911 14TH AVE LLC,(425) 344-3408,,SEATTLE,WA,,https://www.91114thavellc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:29
8TH AVE DES MOINES PROP LLC,(206) 818-3073,,DES MOINES,WA,,https://www.8thavedesmoinespropl.com,0.85,True,General Contractor,completed,2025-08-01 20:50:27
66 LANDWORKS INC,(253) 359-2159,,CENTRALIA,WA,,https://www.66landworksinc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:02
8K ELECTRIC,(208) 351-3160,,KENNEWICK,WA,,https://www.8kelectric.com,0.85,True,Electrical,completed,2025-08-01 20:50:26
6M Pumps & Electric Motors,(509) 840-9940,,WAPATO,WA,,https://www.6mpumpsandelectricmo.com,0.85,True,Electrical,completed,2025-08-01 20:50:03
6M PUMPS & ELECTRIC MOTORS LLC,(509) 840-9940,,WAPATO,WA,,https://www.6mpumpsandelectricmo.com,0.85,True,Electrical,completed,2025-08-01 20:50:03
7 DESIGNS,(253) 209-2085,,UNIVERSITY PLACE,WA,,https://www.7designs.com,0.85,True,General Contractor,completed,2025-08-01 20:50:06
7 HILLS TILE LLC,(509) 499-4952,,Wenatchee,WA,,https://www.7hillstilellc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:08
7 JK RANCH INC,(509) 843-2322,,POMEROY,WA,,https://www.7jkranchinc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:08
7 LAKES HANDYMAN SERVICES LLC,(206) 510-8553,,ARLINGTON,WA,,https://www.7lakeshandymanservic.com,0.85,True,Handyman,completed,2025-08-01 20:50:09
7 LAKES MECHANICAL LLC,(360) 603-2907,,NORTH LAKEWOOD,WA,,https://www.7lakesmechanicalllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:09
7 PINES TREE SERVICE,(509) 202-5899,,Colville,WA,,https://www.7pinestreeservice.com,0.85,True,General Contractor,completed,2025-08-01 20:50:11
7 WONDERS BEAUTY LLC,(509) 863-4541,,SPOKANE VALLEY,WA,,https://www.7wondersbeautyllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:12
7 WONDERS LNDSCPG & MAINT LLC,(360) 865-8448,,BREMERTON,WA,,https://www.7wonderslndscpgandma.com,0.85,True,General Contractor,completed,2025-08-01 20:50:12
7/11 PATIOS AND DECKS,(360) 890-2867,,ALLYN,WA,,https://www.7/11patiosanddecks.com,0.85,True,General Contractor,completed,2025-08-01 20:50:14
715 NW 90TH STREET LLC,(425) 212-2210,,EVERETT,WA,,https://www.715nw90thstreetllc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:14
73 LLC,(206) 313-8811,,BELLEVUE,WA,,https://www.73llc.com,0.85,True,General Contractor,completed,2025-08-01 20:50:15
7340 HOME BUILDER,(206) 784-2304,,SEATTLE,WA,,https://www.7340homebuilder.com,0.85,True,General Contractor,completed,2025-08-01 20:50:15
